"site";"buildings";"elevation";"farmland";"forest";"glacier";"grassland";"lakes";"northness";"rivers";"roads";"rocks";"shoreline";"slope";"structures";"wetlands";"x_lv95";"y_lv95";"kmx_lv03";"kmy_lv03";"Latitude";"Longitude";"x";"y";"id"
6417;16;2389;0;0;0.03;0.48;0;0.74;476;0;0.41;0;34.6;0.08;0;2670500;1146499;670;146;46.47;8.36;670500;146500;"670500_146500"
6259;4881;1427;0;0.48;0;0.17;0;-0.31;4843;4109;0.01;238;15.4;0.14;0;2670500;1154499;670;154;46.54;8.36;670500;154500;"670500_154500"
6274;28306;499;0.47;0;0;0.4;0;0.02;1594;3025;0;0;4.2;0;0;2670500;1226499;670;226;47.19;8.37;670500;226500;"670500_226500"
6449;25703;380;0.46;0.07;0;0.08;0.07;0.01;2872;5857;0;3185;1;0.02;67911;2670500;1241499;670;241;47.32;8.37;670500;241500;"670500_241500"
6260;172;1862;0;0;0;0.36;0;0.23;5820;1825;0.04;0;20.8;0.55;5839;2671500;1157499;671;157;46.56;8.37;671500;157500;"671500_157500"
6441;784;1545;0;0.24;0;0.43;0;-0.78;1706;2372;0.01;0;30.4;0.28;0;2671500;1177499;671;177;46.74;8.37;671500;177500;"671500_177500"
6490;1936;1685;0;0.01;0;0.92;0;0.16;1620;5;0.01;153;15.4;0.04;2639;2671500;1183499;671;183;46.8;8.38;671500;183500;"671500_183500"
6268;19067;448;0.13;0.01;0;0.53;0;0.13;1147;7342;0;0;1.4;0;208557;2671500;1202499;671;202;46.97;8.38;671500;202500;"671500_202500"
6271;52441;586;0.01;0.33;0;0.4;0;-0.4;413;6435;0;0;7.3;0.01;25134;2671500;1212499;671;212;47.06;8.38;671500;212500;"671500_212500"
6450;3575;517;0.29;0.48;0;0.19;0;0.16;1212;2783;0;65;12.8;0.01;0;2671500;1265499;671;265;47.54;8.39;671500;265500;"671500_265500"
6442;4456;2162;0;0;0;0.73;0;0.48;0;0;0.21;169;25;0.01;438;2672500;1181499;672;181;46.78;8.39;672500;181500;"672500_181500"
6446;3961;645;0;0.5;0;0.44;0;0.43;2222;1572;0;0;22;0.03;0;2672500;1217499;672;217;47.1;8.39;672500;217500;"672500_217500"
6279;3798;485;0.09;0.65;0;0.15;0;0.33;3394;3052;0;246;13.5;0.03;5383;2672500;1247499;672;247;47.37;8.4;672500;247500;"672500_247500"
6282;229093;384;0.03;0.09;0;0.01;0.05;-0.01;3713;8850;0;1961;0.7;0.01;97685;2672500;1252499;672;252;47.42;8.4;672500;252500;"672500_252500"
6416;0;2341;0;0;0;0.7;0;0.69;1447;0;0.23;0;28.7;0.05;0;2673500;1157499;673;157;46.56;8.4;673500;157500;"673500_157500"
6264;0;1705;0;0;0;0.49;0;-0.2;3996;455;0.06;0;27.6;0.39;0;2673500;1178499;673;178;46.75;8.4;673500;178500;"673500_178500"
6266;5802;1487;0;0.17;0;0.79;0;-0.43;425;3649;0;0;21.3;0.02;0;2673500;1187499;673;187;46.83;8.4;673500;187500;"673500_187500"
6269;57764;613;0;0.03;0;0.64;0;-0.82;825;8977;0;0;20.4;0.04;0;2673500;1204499;673;204;46.99;8.4;673500;204500;"673500_204500"
6275;6555;402;0.62;0.02;0;0.26;0;0.04;3103;1066;0;0;0.4;0.01;5298;2673500;1223499;673;223;47.16;8.41;673500;223500;"673500_223500"
6277;150;389;0.47;0;0;0.27;0;0.04;5720;2234;0;0;0.1;0.02;371430;2673500;1231499;673;231;47.23;8.41;673500;231500;"673500_231500"
6278;50768;442;0.46;0;0;0.21;0;-0.26;1854;10511;0;0;3.6;0.02;0;2673500;1237499;673;237;47.28;8.41;673500;237500;"673500_237500"
6283;46206;438;0.53;0.06;0;0.1;0;0.72;4489;8743;0;82;3.9;0;0;2673500;1255499;673;255;47.45;8.41;673500;255500;"673500_255500"
6414;0;2307;0;0;0.25;0.01;0;0.75;1772;0;0.71;0;28.3;0;0;2674500;1173499;674;173;46.71;8.41;674500;173500;"674500_173500"
6443;16613;908;0;0.17;0;0.55;0;0.01;4263;4608;0.03;8;18.3;0.07;24808;2674500;1193499;674;193;46.89;8.42;674500;193500;"674500_193500"
6451;3894;502;0.34;0.49;0;0.11;0;-0.42;1047;2824;0;0;10.3;0.01;0;2674500;1265499;674;265;47.54;8.43;674500;265500;"674500_265500"
6265;1041;1972;0;0;0;0.63;0.05;0.38;3763;1347;0.03;1992;18.5;0.21;0;2675500;1175499;675;175;46.73;8.43;675500;175500;"675500_175500"
6444;2611;1582;0;0.1;0;0.81;0;-0.28;7;989;0;0;32.4;0.08;0;2675500;1199499;675;199;46.94;8.43;675500;199500;"675500_199500"
6280;31138;642;0.29;0.33;0;0.23;0;-0.27;929;5202;0;0;7.6;0.01;0;2675500;1241499;675;241;47.32;8.44;675500;241500;"675500_241500"
6284;37972;530;0.18;0.37;0;0.09;0;-0.82;2875;7103;0;116;9.8;0.01;0;2675500;1257499;675;257;47.46;8.44;675500;257500;"675500_257500"
6286;40991;490;0.55;0.03;0;0.18;0;-0.24;1596;11292;0;0;6.7;0.01;0;2675500;1264499;675;264;47.53;8.44;675500;264500;"675500_264500"
6287;2125;363;0.44;0.11;0;0.17;0;0.57;666;3342;0.01;279;6.9;0;0;2675500;1268499;675;268;47.56;8.44;675500;268500;"675500_268500"
6292;1895;408;0.84;0;0;0.04;0;0.02;254;3301;0;0;1.2;0;0;2675500;1280499;675;280;47.67;8.44;675500;280500;"675500_280500"
6293;8948;503;0.1;0.01;0;0.32;0;-0.34;699;8627;0;0;9.5;0.03;0;2675500;1283499;675;283;47.7;8.44;675500;283500;"675500_283500"
6262;221;2381;0;0;0;0.67;0;-0.8;2926;1036;0.25;98;21.6;0;13674;2676500;1160499;676;160;46.59;8.44;676500;160500;"676500_160500"
6267;7013;1119;0;0.4;0;0.27;0;-0.11;3848;3737;0.02;337;18.6;0.2;0;2676500;1184499;676;184;46.81;8.44;676500;184500;"676500_184500"
6447;11813;438;0.52;0.14;0;0.24;0;-0.18;110;3171;0;0;2.3;0.01;0;2676500;1228499;676;228;47.2;8.45;676500;228500;"676500_228500"
6415;0;2486;0;0;0;0.41;0.01;-0.4;1595;0;0.58;197;27.3;0;0;2677500;1161499;677;161;46.6;8.45;677500;161500;"677500_161500"
6270;31246;752;0;0.28;0;0.4;0;-0.87;3497;5796;0;0;24.4;0.1;0;2677500;1209499;677;209;47.03;8.46;677500;209500;"677500_209500"
6272;22384;431;0.31;0.05;0;0.35;0.06;-0.06;301;6872;0;896;4;0.01;0;2677500;1219499;677;219;47.12;8.46;677500;219500;"677500_219500"
6288;10647;421;0.75;0.01;0;0.1;0;-0.29;0;4961;0;0;4.9;0.03;0;2677500;1279499;677;279;47.66;8.47;677500;279500;"677500_279500"
6453;4976;552;0.46;0.4;0;0.12;0;0.41;119;2125;0;0;8.9;0.01;0;2677500;1287499;677;287;47.73;8.47;677500;287500;"677500_287500"
6258;778;2249;0;0;0;0.85;0;0.59;4313;0;0.04;284;14.5;0.03;73226;2678500;1146499;678;146;46.47;8.46;678500;146500;"678500_146500"
6261;0;2472;0;0;0;0.84;0.01;0.26;4626;0;0.13;190;19.6;0;0;2678500;1158499;678;158;46.57;8.46;678500;158500;"678500_158500"
6489;316;1952;0;0;0;0.39;0;-0.25;3717;0;0.18;467;29.9;0.38;12722;2678500;1167499;678;167;46.65;8.46;678500;167500;"678500_167500"
6445;3300;983;0;0.62;0;0.34;0;0.74;3504;4877;0;0;22.7;0.01;0;2678500;1200499;678;200;46.95;8.47;678500;200500;"678500_200500"
6276;137200;417;0.09;0;0;0.07;0.13;-0.12;1475;12391;0;1311;1.1;0;137814;2678500;1226499;678;226;47.18;8.47;678500;226500;"678500_226500"
6448;1299;645;0.3;0.5;0;0.17;0;0.38;2020;3493;0;0;8.9;0;0;2678500;1239499;678;239;47.3;8.48;678500;239500;"678500_239500"
6281;62560;564;0.12;0.33;0;0.12;0;-0.23;3921;9284;0;195;13.6;0.02;511;2678500;1244499;678;244;47.35;8.48;678500;244500;"678500_244500"
6294;112959;500;0.33;0;0;0.18;0;-0.28;1348;11522;0;0;6.8;0.05;0;2678500;1289499;678;289;47.75;8.49;678500;289500;"678500_289500"
6255;984;1845;0;0.64;0;0.05;0;-0.53;1610;0;0.02;0;20.3;0.29;0;2679500;1127499;679;127;46.29;8.47;679500;127500;"679500_127500"
6488;1373;1808;0;0.36;0;0.15;0;-0.57;3634;287;0.04;0;26.3;0.42;6756;2679500;1149499;679;149;46.49;8.47;679500;149500;"679500_149500"
6263;0;2352;0;0;0;0.88;0;-0.53;575;0;0.1;119;21.8;0;0;2679500;1161499;679;161;46.6;8.48;679500;161500;"679500_161500"
6273;3213;1527;0;0.18;0;0.64;0;-0.79;3590;5;0.02;0;22.6;0.12;0;2679500;1211499;679;211;47.05;8.48;679500;211500;"679500_211500"
6285;25991;446;0.17;0.23;0;0.06;0.08;0.43;402;10759;0;1093;1.9;0.01;131625;2679500;1253499;679;253;47.43;8.49;679500;253500;"679500_253500"
6491;0;2007;0;0;0;0.7;0.02;-0.16;1209;0;0.15;842;27.9;0.13;8167;2680500;1122499;680;122;46.25;8.48;680500;122500;"680500_122500"
6308;922;1787;0;0;0;0.63;0;-0.41;2433;2278;0.05;0;27.6;0.28;0;2680500;1177499;680;177;46.74;8.49;680500;177500;"680500_177500"
6458;3536;521;0.11;0.74;0;0.12;0;-0.21;745;2162;0;129;4.2;0;54310;2680500;1229499;680;229;47.21;8.5;680500;229500;"680500_229500"
6325;6016;658;0.22;0.2;0;0.2;0.26;0.03;344;1955;0;1804;5.9;0.01;31344;2680500;1235499;680;235;47.27;8.5;680500;235500;"680500_235500"
6327;163263;419;0;0;0;0;0;0.75;88;23230;0;0;1.3;0.32;0;2680500;1247499;680;247;47.37;8.5;680500;247500;"680500_247500"
6316;2604;1477;0;0.3;0;0.63;0;-0.42;5808;0;0;0;24.3;0.06;0;2681500;1208499;681;208;47.02;8.51;681500;208500;"681500_208500"
6322;43094;528;0.41;0.13;0;0.25;0;-0.47;870;4379;0;68;4.6;0.04;0;2681500;1229499;681;229;47.21;8.51;681500;229500;"681500_229500"
6333;802;429;0.54;0.35;0;0.04;0;0.11;0;2989;0;0;2.3;0.01;0;2681500;1261499;681;261;47.5;8.52;681500;261500;"681500_261500"
6338;4598;446;0.88;0.01;0;0.04;0.01;-0.39;2408;2249;0;246;2.2;0.01;0;2681500;1283499;681;283;47.7;8.52;681500;283500;"681500_283500"
6303;6087;1528;0;0.2;0;0.39;0;-0.66;2722;2268;0.01;0;28.4;0.3;0;2682500;1151499;682;151;46.51;8.51;682500;151500;"682500_151500"
6492;6058;1647;0;0.09;0;0.62;0.02;-0.55;1716;1588;0.04;1117;19.8;0.15;641;2682500;1167499;682;167;46.65;8.52;682500;167500;"682500_167500"
6455;272;1859;0;0;0;0.88;0;0.16;2879;9;0.01;183;19.9;0.08;3857;2682500;1186499;682;186;46.82;8.52;682500;186500;"682500_186500"
6314;8268;1060;0;0.43;0;0.33;0;-0.19;3541;1976;0.02;0;23.9;0.07;0;2682500;1195499;682;195;46.91;8.52;682500;195500;"682500_195500"
6319;6362;947;0;0.05;0;0.71;0;-0.08;4495;3398;0;99;7;0.04;216939;2682500;1219499;682;219;47.12;8.53;682500;219500;"682500_219500"
6329;23411;419;0.22;0.34;0;0.08;0;0.19;2906;5866;0;947;0.7;0;106107;2682500;1257499;682;257;47.46;8.53;682500;257500;"682500_257500"
6454;0;2345;0;0;0;0.44;0.04;-0.45;213;810;0.51;774;29.8;0.01;0;2683500;1145499;683;145;46.46;8.53;683500;145500;"683500_145500"
6309;211;1949;0;0.08;0;0.63;0;-0.74;1839;0;0.03;0;24.4;0.26;39447;2683500;1177499;683;177;46.74;8.53;683500;177500;"683500_177500"
6493;0;2247;0;0;0;0.6;0.01;-0.56;4688;0;0.36;446;29.6;0.01;0;2683500;1178499;683;178;46.75;8.53;683500;178500;"683500_178500"
7584;416692;420;0;0;0;0;0;-0.16;1011;26938;0;0;3.3;0.06;0;2683500;1247499;683;247;47.37;8.54;683500;247500;"683500_247500"
6330;208765;475;0;0;0;0;0.01;0.56;485;22699;0;971;2.6;0.19;0;2683500;1250499;683;250;47.4;8.54;683500;250500;"683500_250500"
6408;10344;947;0;0.8;0;0.06;0;-0.17;2385;2255;0;0;26.8;0.03;0;2684500;1127499;684;127;46.29;8.54;684500;127500;"684500_127500"
6299;136;1002;0;0.5;0;0.06;0;-0.37;1736;871;0.19;0;30.2;0.18;0;2684500;1139499;684;139;46.4;8.54;684500;139500;"684500_139500"
6311;82;2231;0;0;0.01;0.62;0.01;-0.22;1499;0;0.35;77;25.1;0;6502;2684500;1187499;684;187;46.83;8.55;684500;187500;"684500_187500"
6315;1050;1624;0;0.01;0;0.93;0;-0.31;1979;649;0.04;0;21.1;0.02;0;2684500;1199499;684;199;46.94;8.55;684500;199500;"684500_199500"
6317;3802;1200;0;0.47;0;0.49;0;-0.02;3057;1441;0.01;0;23.2;0.01;0;2684500;1207499;684;207;47.01;8.55;684500;207500;"684500_207500"
6494;2938;550;0;0.84;0;0.02;0;0.26;5408;3851;0;0;12.3;0.02;0;2684500;1235499;684;235;47.26;8.56;684500;235500;"684500_235500"
6296;0;1962;0;0.01;0;0.51;0.01;-0.05;0;0;0.21;337;30.1;0.26;0;2685500;1119499;685;119;46.22;8.55;685500;119500;"685500_119500"
6305;569;1854;0;0;0;0.3;0;0.83;3164;0;0.01;81;28.7;0.66;0;2685500;1162499;685;162;46.61;8.55;685500;162500;"685500_162500"
6456;3148;1340;0;0.44;0;0.35;0;0.27;3770;83;0.04;0;27.2;0.14;0;2685500;1193499;685;193;46.89;8.56;685500;193500;"685500_193500"
6320;12509;506;0;0.18;0;0.64;0;0.34;2221;4286;0;201;6.4;0.06;122059;2685500;1210499;685;210;47.04;8.56;685500;210500;"685500_210500"
6328;135812;465;0.03;0.15;0;0.13;0;0.08;2315;11069;0;153;6.4;0.08;0;2685500;1245499;685;245;47.35;8.57;685500;245500;"685500_245500"
6334;10549;521;0.17;0.35;0;0.35;0;-0.3;559;3172;0;0;15.5;0.03;7811;2685500;1267499;685;267;47.55;8.57;685500;267500;"685500_267500"
6335;6485;411;0.08;0.53;0;0.18;0;0.21;1783;2720;0;0;15.8;0.02;0;2685500;1269499;685;269;47.57;8.57;685500;269500;"685500_269500"
6497;703;596;0.18;0.67;0;0.09;0;-0.32;30;2386;0;0;11.2;0;0;2685500;1285499;685;285;47.71;8.58;685500;285500;"685500_285500"
6339;1596;715;0.09;0.59;0;0.27;0;-0.51;0;2233;0;0;14.3;0.04;0;2685500;1288499;685;288;47.74;8.58;685500;288500;"685500_288500"
6298;646;1763;0;0.37;0;0.25;0;0.06;1125;0;0.03;0;25.9;0.34;0;2686500;1119499;686;119;46.22;8.56;686500;119500;"686500_119500"
6301;387;2256;0;0;0;0.56;0;-0.19;5345;0;0.43;139;23.8;0;3560;2686500;1146499;686;146;46.46;8.56;686500;146500;"686500_146500"
6306;7042;1570;0;0.01;0;0.83;0;-0.47;2565;2538;0;0;21.2;0.09;0;2686500;1164499;686;164;46.63;8.57;686500;164500;"686500_164500"
6312;0;1736;0;0;0;0.78;0;-0.33;803;0;0.01;0;31.9;0.18;0;2686500;1188499;686;188;46.84;8.57;686500;188500;"686500_188500"
6457;737;899;0;0.76;0;0.13;0;0.43;4423;2514;0;0;15.8;0.03;130654;2686500;1217499;686;217;47.1;8.58;686500;217500;"686500_217500"
6340;1220;585;0.24;0.58;0;0.13;0;0;801;2480;0;120;6;0.01;13610;2686500;1284499;686;284;47.71;8.59;686500;284500;"686500_284500"
6300;1481;1492;0;0.37;0;0.22;0;-0.6;1620;0;0.16;0;45.2;0.25;0;2687500;1136499;687;136;46.37;8.58;687500;136500;"687500_136500"
6302;701;1886;0;0.3;0;0.31;0;0.5;5098;0;0.03;0;24.2;0.34;0;2687500;1142499;687;142;46.43;8.58;687500;142500;"687500_142500"
6323;26712;729;0.02;0;0;0.58;0.18;0.23;1162;4137;0;1553;1.6;0.05;62145;2687500;1220499;687;220;47.13;8.59;687500;220500;"687500_220500"
6459;17645;692;0.21;0;0;0.61;0;0.49;3098;4935;0;280;5.3;0.02;59363;2687500;1232499;687;232;47.24;8.59;687500;232500;"687500_232500"
6495;86359;557;0.2;0.18;0;0.07;0.03;-0.5;1622;10294;0;895;5.4;0.05;0;2687500;1242499;687;242;47.33;8.6;687500;242500;"687500_242500"
6342;3640;631;0.18;0.38;0;0.32;0;-0.32;1199;2110;0;0;18.1;0.08;0;2687500;1291499;687;291;47.77;8.61;687500;291500;"687500_291500"
6304;558;1954;0;0;0;0.45;0;0.6;688;0;0.11;0;23.1;0.44;0;2688500;1151499;688;151;46.51;8.59;688500;151500;"688500_151500"
6313;3366;1215;0;0.49;0;0.36;0;-0.59;1308;23;0.03;0;29.8;0.08;0;2688500;1185499;688;185;46.81;8.6;688500;185500;"688500_185500"
6321;1769;1209;0;0.44;0;0.49;0;-0.51;2569;1042;0.02;0;21.8;0.03;5268;2688500;1215499;688;215;47.08;8.6;688500;215500;"688500_215500"
6324;13825;706;0.02;0.01;0;0.93;0;0.21;1531;2606;0;0;9.8;0;51434;2688500;1227499;688;227;47.19;8.61;688500;227500;"688500_227500"
6460;30405;488;0.52;0.11;0;0.23;0;0.72;2757;6258;0;0;7.6;0.01;0;2688500;1267499;688;267;47.55;8.61;688500;267500;"688500_267500"
6343;2371;682;0.58;0.03;0;0.25;0;-0.41;247;2309;0;0;11.1;0.09;0;2688500;1294499;688;294;47.8;8.62;688500;294500;"688500_294500"
6307;611;2176;0;0;0;0.74;0;-0.21;166;1687;0.22;0;24;0.03;0;2689500;1167499;689;167;46.65;8.61;689500;167500;"689500_167500"
6310;5802;982;0;0.47;0;0.21;0;0.4;2728;4207;0.01;0;26;0.1;0;2689500;1173499;689;173;46.71;8.61;689500;173500;"689500_173500"
6318;22653;527;0.03;0.28;0;0.53;0;-0.58;1813;5683;0;0;17.1;0.01;3978;2689500;1207499;689;207;47.01;8.62;689500;207500;"689500_207500"
6326;50795;652;0.29;0.41;0;0.07;0;0.16;1363;4774;0;0;4.9;0.02;0;2689500;1245499;689;245;47.35;8.62;689500;245500;"689500_245500"
6332;114584;434;0.06;0.34;0;0.01;0;0.1;3250;10428;0;644;0.6;0.08;0;2689500;1251499;689;251;47.41;8.62;689500;251500;"689500_251500"
6331;9215;539;0.24;0.35;0;0.24;0.01;-0.26;2259;4022;0;727;8.4;0.04;52173;2689500;1257499;689;257;47.46;8.63;689500;257500;"689500_257500"
6337;1266;389;0.4;0.31;0;0.02;0;-0.01;730;2130;0;308;4.9;0;0;2689500;1277499;689;277;47.64;8.63;689500;277500;"689500_277500"
6354;526;1719;0;0.62;0;0.18;0;-0.02;2964;867;0.08;0;28.8;0.11;0;2690500;1148499;690;148;46.48;8.62;690500;148500;"690500_148500"
6357;882;1994;0;0.24;0;0.68;0;-0.67;2114;0;0;69;28;0.05;5813;2690500;1155499;690;155;46.54;8.62;690500;155500;"690500_155500"
6377;6369;993;0;0.51;0;0.46;0;-0.64;2750;2876;0;0;18;0.02;0;2690500;1222499;690;222;47.15;8.63;690500;222500;"690500_222500"
6381;67242;447;0.05;0.03;0;0.27;0.22;-0.56;1270;11215;0;1012;7.8;0.08;0;2690500;1236499;690;236;47.27;8.63;690500;236500;"690500_236500"
6385;28789;660;0.27;0.28;0;0.18;0;0.08;425;4786;0;129;4.9;0.05;0;2690500;1244499;690;244;47.35;8.64;690500;244500;"690500_244500"
6390;79724;568;0.32;0.06;0;0.14;0;-0.72;1519;9873;0;0;5.6;0.02;0;2690500;1257499;690;257;47.46;8.64;690500;257500;"690500_257500"
6466;369;2163;0;0.03;0;0.6;0;0.1;1403;0;0.24;0;28.3;0.13;0;2691500;1143499;691;143;46.44;8.63;691500;143500;"691500_143500"
6468;3504;1079;0;0.75;0;0.2;0;-0.39;2359;0;0;0;34.4;0.03;0;2691500;1179499;691;179;46.76;8.64;691500;179500;"691500_179500"
6500;6108;1396;0;0.63;0;0.26;0.01;-0.48;1747;0;0.02;570;28.2;0.05;0;2691500;1180499;691;180;46.77;8.64;691500;180500;"691500_180500"
6470;45815;463;0.08;0.06;0;0.63;0;0.43;1247;6662;0;79;5.1;0.01;0;2691500;1206499;691;206;47;8.64;691500;206500;"691500_206500"
6378;16699;619;0.15;0.1;0;0.56;0;0.25;2999;5821;0;81;5.7;0.03;49531;2691500;1229499;691;229;47.21;8.65;691500;229500;"691500_229500"
6393;8954;615;0.62;0.17;0;0.14;0;-0.23;884;2719;0;0;4.5;0;0;2691500;1260499;691;260;47.49;8.65;691500;260500;"691500_260500"
6398;4402;356;0.24;0.44;0;0.13;0.01;0.02;1796;3853;0;516;2.1;0;8826;2691500;1272499;691;272;47.6;8.66;691500;272500;"691500_272500"
6465;358;1697;0;0.85;0;0.06;0;0.19;1099;0;0;0;30.2;0.09;0;2692500;1121499;692;121;46.24;8.64;692500;121500;"692500_121500"
6350;18408;930;0;0.51;0;0.21;0;-0.71;937;2201;0.01;0;32.8;0.2;0;2692500;1135499;692;135;46.36;8.64;692500;135500;"692500_135500"
6355;14132;944;0;0.86;0;0.05;0;-0.38;2192;2615;0;0;30.8;0.03;0;2692500;1140499;692;140;46.41;8.64;692500;140500;"692500_140500"
6362;830;1636;0;0.14;0;0.37;0;0.11;2126;0;0.13;0;32;0.35;0;2692500;1174499;692;174;46.72;8.65;692500;174500;"692500_174500"
6364;27522;695;0;0.67;0;0.13;0;0.53;2008;6426;0.01;0;24.6;0.03;0;2692500;1189499;692;189;46.85;8.65;692500;189500;"692500_189500"
6374;9730;805;0;0.14;0;0.77;0;-0.68;3820;3524;0;0;16.9;0.04;0;2692500;1210499;692;210;47.04;8.66;692500;210500;"692500_210500"
6401;14333;461;0.03;0.64;0;0.01;0;0.09;0;3668;0;341;6.9;0;0;2692500;1285499;692;285;47.71;8.67;692500;285500;"692500_285500"
6403;25110;489;0.29;0.13;0;0.35;0;0.01;2910;8276;0;0;10.5;0.08;0;2692500;1292499;692;292;47.78;8.67;692500;292500;"692500_292500"
6346;5272;1076;0;0.73;0;0.17;0;-0.67;4317;0;0;0;33.6;0.09;0;2693500;1114499;693;114;46.18;8.65;693500;114500;"693500_114500"
6348;3175;414;0;0.78;0;0.02;0;0.33;5785;0;0;0;15.4;0;0;2693500;1126499;693;126;46.28;8.65;693500;126500;"693500_126500"
6349;5413;1142;0;0.74;0;0.06;0;-0.72;1093;0;0.02;0;31.9;0.15;0;2693500;1128499;693;128;46.3;8.65;693500;128500;"693500_128500"
6358;1145;1839;0;0.3;0;0.24;0;0.55;2643;13;0;0;23.9;0.46;2517;2693500;1150499;693;150;46.5;8.66;693500;150500;"693500_150500"
6371;1249;1536;0;0.08;0;0.85;0;0.63;600;0;0.01;76;21.9;0.05;12226;2693500;1202499;693;202;46.97;8.67;693500;202500;"693500_202500"
6379;12212;676;0;0;0;0.71;0.15;0.27;1239;4998;0;1817;7.4;0.01;201486;2693500;1226499;693;226;47.18;8.67;693500;226500;"693500_226500"
6382;5398;771;0.06;0.41;0;0.45;0;-0.23;1627;3315;0;0;11.8;0.03;0;2693500;1238499;693;238;47.29;8.67;693500;238500;"693500_238500"
6391;47914;536;0.44;0.04;0;0.26;0;-0.45;2586;10017;0;0;3.1;0.01;0;2693500;1255499;693;255;47.44;8.68;693500;255500;"693500_255500"
6394;12993;434;0.48;0.36;0;0.04;0;0.3;1640;3441;0;0;5;0;0;2693500;1265499;693;265;47.53;8.68;693500;265500;"693500_265500"
6399;1488;511;0.31;0.54;0;0.09;0;0.19;307;2144;0;0;7.5;0.02;38373;2693500;1279499;693;279;47.66;8.68;693500;279500;"693500_279500"
6499;657;1835;0;0;0;0.5;0;0.23;1536;0;0.09;0;31.9;0.41;0;2694500;1108499;694;108;46.12;8.66;694500;108500;"694500_108500"
6351;0;2033;0;0;0;0.46;0.01;-0.32;920;0;0.3;434;31.3;0.22;0;2694500;1130499;694;130;46.32;8.67;694500;130500;"694500_130500"
6352;6605;810;0;0.71;0;0.11;0;-0.05;2511;2438;0.05;0;28.3;0.03;0;2694500;1137499;694;137;46.38;8.67;694500;137500;"694500_137500"
6467;335;2289;0;0;0;0.72;0;0.18;3673;0;0.27;320;20.2;0;29061;2694500;1160499;694;160;46.59;8.67;694500;160500;"694500_160500"
6368;10404;1011;0;0.33;0;0.55;0;-0.8;1536;1384;0.01;0;29.5;0.09;0;2694500;1193499;694;193;46.89;8.68;694500;193500;"694500_193500"
6369;2222;1735;0;0.19;0;0.66;0;-0.14;2427;0;0;303;21.3;0.14;21016;2694500;1195499;694;195;46.9;8.68;694500;195500;"694500_195500"
6375;2425;1447;0;0.23;0;0.52;0;-0.06;4577;455;0;0;16.3;0.04;157991;2694500;1212499;694;212;47.06;8.68;694500;212500;"694500_212500"
6386;7373;444;0.28;0.05;0;0.18;0.4;0.18;1997;3444;0;1239;3;0.01;30071;2694500;1242499;694;242;47.33;8.69;694500;242500;"694500_242500"
6387;13379;445;0.09;0.22;0;0.06;0.44;-0.24;1591;5461;0;1432;2.3;0.01;47013;2694500;1245499;694;245;47.35;8.69;694500;245500;"694500_245500"
6395;9439;432;0.55;0.26;0;0.08;0;-0.18;2964;2351;0;319;2.7;0;16244;2694500;1267499;694;267;47.55;8.69;694500;267500;"694500_267500"
6402;118616;447;0.18;0.08;0;0.1;0.01;-0.15;515;14851;0;402;4.4;0.03;8376;2694500;1289499;694;289;47.75;8.7;694500;289500;"694500_289500"
6463;1331;1249;0;0.4;0;0.06;0;-0.28;5061;0;0.01;0;35.4;0.44;0;2695500;1107499;695;107;46.11;8.67;695500;107500;"695500_107500"
6359;275;2296;0;0;0;0.81;0.03;-0.05;5308;0;0.09;1798;19.4;0;41445;2695500;1164499;695;164;46.62;8.69;695500;164500;"695500_164500"
6360;676;1921;0;0;0;0.54;0;0.68;6054;1430;0.01;0;23.5;0.39;88472;2695500;1166499;695;166;46.64;8.69;695500;166500;"695500_166500"
6365;8597;1319;0;0.29;0;0.66;0;-0.06;1598;272;0;0;13.9;0.04;0;2695500;1189499;695;189;46.85;8.69;695500;189500;"695500_189500"
6383;41066;549;0.13;0.25;0;0.32;0;-0.69;3038;7173;0;42;9.4;0.04;0;2695500;1235499;695;235;47.26;8.7;695500;235500;"695500_235500"
6400;5400;418;0.29;0.27;0;0.13;0.14;-0.09;1519;2078;0;4059;2.9;0.02;99946;2695500;1275499;695;275;47.62;8.71;695500;275500;"695500_275500"
6353;3419;1159;0;0.68;0;0.07;0;0;3157;63;0.05;0;37.9;0.16;0;2696500;1138499;696;138;46.39;8.69;696500;138500;"696500_138500"
6356;690;2084;0;0.06;0;0.74;0;-0.44;1754;4;0.14;101;25.9;0.03;0;2696500;1146499;696;146;46.46;8.69;696500;146500;"696500_146500"
6472;13864;1132;0;0.51;0;0.26;0;0.1;6571;4910;0;107;12.7;0.03;155737;2696500;1211499;696;211;47.05;8.71;696500;211500;"696500_211500"
6376;1434;1105;0;0.64;0;0.33;0;-0.23;7370;105;0;0;18.8;0.02;0;2696500;1217499;696;217;47.1;8.71;696500;217500;"696500_217500"
6388;41131;511;0.26;0.14;0;0.18;0;-0.35;0;6729;0;211;3.9;0.01;0;2696500;1248499;696;248;47.38;8.72;696500;248500;"696500_248500"
6405;28293;512;0.69;0.05;0;0.12;0;0.45;0;2978;0;0;5.4;0.01;0;2696500;1290499;696;290;47.76;8.73;696500;290500;"696500_290500"
6464;9234;484;0;0.76;0;0.03;0;-0.59;3840;2843;0.04;0;32.2;0.08;0;2697500;1115499;697;115;46.18;8.7;697500;115500;"697500_115500"
6361;2331;1797;0;0.41;0;0.43;0;-0.71;2648;2428;0;236;27.2;0.09;0;2697500;1168499;697;168;46.66;8.71;697500;168500;"697500_168500"
