"site";"date";"survey";"time"
6118;2014-04-26;5279;240
6662;2014-04-15;5280;185
5731;2014-04-24;5281;207
6348;2014-04-15;5282;195
5291;2014-04-20;5283;275
5734;2014-04-23;5284;186
5952;2014-04-18;5285;190
5302;2014-04-18;5288;225
5678;2014-04-15;5290;195
5735;2014-04-26;5293;168
6335;2014-04-22;5294;270
6146;2014-05-06;5295;225
5437;2014-05-20;5296;233
5205;2014-05-18;5297;290
6335;2014-05-08;5299;285
5744;2014-05-11;5301;238
5681;2014-05-10;5302;235
6662;2014-05-21;5303;170
6278;2014-05-22;5304;125
6348;2014-05-05;5305;170
7112;2014-05-19;5306;213
7111;2014-05-24;5307;225
5952;2014-05-10;5309;195
5735;2014-05-18;5310;192
5291;2014-05-28;5311;250
5302;2014-05-05;5313;255
5678;2014-05-10;5316;180
6448;2014-05-20;5318;155
6118;2014-05-19;5319;240
5734;2014-05-17;5320;145
5731;2014-05-20;5321;215
6146;2014-05-25;5322;205
5437;2014-06-03;5324;245
5744;2014-06-04;5325;189
5205;2014-05-29;5326;315
6278;2014-06-11;5328;125
6335;2014-05-28;5329;285
5681;2014-06-10;5330;232
6662;2014-06-10;5331;140
7112;2014-06-07;5332;210
6118;2014-06-08;5333;255
6448;2014-06-06;5334;155
6348;2014-05-21;5335;165
5735;2014-06-01;5336;153
5731;2014-06-09;5337;163
7111;2014-06-12;5338;215
5952;2014-05-31;5341;210
5734;2014-06-08;5342;120
5678;2014-06-01;5345;180
5302;2014-06-02;5346;245
5291;2014-06-09;5347;260
5455;2014-05-08;5359;180
5455;2014-05-29;5366;225
5686;2014-06-08;5372;215
5685;2014-06-07;5374;250
6669;2014-06-07;5375;190
6667;2014-06-03;5376;230
5705;2014-06-12;5380;240
5704;2014-06-13;5381;240
7284;2014-06-11;5383;215
6211;2014-04-18;5386;250
6213;2014-05-04;5387;280
5891;2014-04-20;5391;315
5343;2014-04-17;5392;330
5144;2014-04-17;5393;165
6957;2014-05-08;5395;210
6288;2014-04-20;5396;180
5276;2014-05-10;5397;150
6284;2014-04-17;5399;250
7138;2014-05-01;5400;235
6673;2014-04-18;5401;180
6213;2014-05-31;5402;240
5891;2014-05-04;5403;300
6957;2014-06-04;5409;180
5144;2014-05-18;5410;245
5343;2014-05-19;5411;285
6284;2014-05-06;5413;270
5276;2014-05-17;5414;155
6288;2014-05-17;5415;170
7138;2014-05-21;5416;235
6673;2014-05-04;5417;180
6211;2014-05-10;5418;270
6213;2014-06-09;5419;255
6211;2014-05-28;5420;225
5891;2014-06-07;5425;325
6957;2014-06-12;5426;255
5144;2014-05-27;5427;210
5343;2014-06-13;5428;270
5276;2014-06-01;5430;120
6673;2014-05-18;5432;180
6288;2014-06-04;5433;175
7138;2014-06-07;5434;230
6284;2014-06-05;5435;225
6674;2014-04-18;5436;225
6674;2014-05-03;5437;217
6674;2014-05-16;5438;235
6128;2014-05-28;5440;250
6130;2014-06-09;5442;235
6129;2014-05-22;5445;240
6129;2014-06-06;5446;250
6167;2014-06-19;5448;207
5853;2014-06-11;5449;210
6894;2014-06-07;5450;205
6865;2014-06-08;5451;215
6455;2014-06-20;5452;175
5852;2014-06-12;5453;255
6659;2014-06-18;5457;245
6949;2014-05-18;5459;180
5983;2014-05-04;5461;195
6793;2014-05-09;5462;250
6800;2014-04-23;5463;160
5683;2014-04-21;5464;195
5742;2014-04-15;5465;220
5962;2014-04-26;5466;210
6158;2014-04-23;5469;315
5200;2014-04-20;5472;233
6983;2014-05-10;5473;245
6696;2014-04-26;5475;220
5188;2014-04-15;5477;145
6949;2014-05-31;5478;225
6696;2014-05-24;5480;230
5683;2014-05-17;5481;210
6793;2014-06-02;5483;255
5983;2014-05-31;5484;240
5742;2014-05-04;5485;205
5962;2014-05-19;5486;215
6158;2014-05-21;5487;330
6983;2014-05-25;5488;280
5200;2014-05-18;5495;231
5188;2014-05-08;5496;150
6800;2014-05-08;5497;165
6949;2014-06-13;5498;205
6793;2014-06-14;5500;265
5683;2014-05-30;5501;205
5962;2014-06-07;5502;225
5742;2014-06-14;5503;265
5983;2014-06-14;5504;225
6158;2014-05-31;5505;325
6800;2014-05-22;5507;135
5200;2014-06-13;5510;205
6983;2014-06-13;5512;175
5188;2014-06-02;5514;120
6696;2014-06-08;5516;230
5783;2014-04-23;5518;240
5783;2014-05-16;5519;225
5783;2014-05-31;5520;225
5850;2014-06-13;5524;430
6359;2014-06-19;5525;170
7110;2014-04-25;5533;230
6443;2014-04-21;5534;190
7110;2014-05-18;5539;186
6443;2014-05-10;5540;180
7110;2014-06-14;5546;185
6443;2014-06-03;5549;200
5250;2014-04-26;5567;190
5250;2014-05-18;5569;200
5250;2014-06-09;5570;185
7227;2014-06-15;5575;205
7234;2014-06-14;5577;195
5445;2014-06-09;5578;205
5133;2014-06-10;5582;215
5260;2014-06-11;5583;205
5492;2014-06-20;5584;240
6783;2014-06-15;5587;230
6786;2014-06-12;5590;230
6784;2014-06-11;5591;240
7113;2014-05-08;5596;285
5246;2014-05-03;5597;250
5436;2014-04-19;5598;240
5495;2014-05-19;5599;390
6397;2014-04-29;5600;186
5796;2014-05-25;5601;240
5706;2014-05-20;5602;295
7107;2014-05-21;5603;195
7246;2014-05-20;5604;245
7299;2014-05-22;5606;185
5436;2014-05-25;5607;361
5246;2014-05-18;5608;300
5706;2014-06-01;5609;285
7113;2014-05-19;5610;255
7107;2014-05-31;5611;220
5495;2014-05-28;5612;450
6397;2014-05-16;5613;190
5796;2014-05-31;5615;220
7299;2014-06-03;5616;235
7246;2014-05-30;5617;235
7113;2014-06-12;5618;240
5436;2014-06-08;5619;240
5706;2014-06-16;5620;270
7107;2014-06-15;5621;245
6397;2014-06-15;5622;196
5495;2014-06-09;5623;415
7246;2014-06-07;5624;218
5796;2014-06-16;5625;240
7299;2014-06-18;5626;240
5246;2014-06-08;5628;305
6724;2014-05-24;5643;275
6724;2014-06-21;5645;310
5922;2014-04-24;5647;210
6815;2014-05-29;5649;240
5647;2014-05-19;5651;285
5163;2014-05-10;5652;273
5856;2014-04-22;5654;200
7151;2014-04-26;5656;265
5956;2014-04-17;5657;225
5922;2014-05-10;5658;195
6815;2014-06-09;5660;270
5163;2014-05-29;5662;235
5856;2014-05-17;5663;200
5647;2014-05-31;5664;280
5956;2014-05-17;5665;210
7151;2014-05-22;5667;255
5922;2014-05-21;5669;195
5647;2014-06-17;5671;255
5856;2014-06-09;5674;178
7151;2014-06-14;5676;285
5163;2014-06-20;5677;243
6815;2014-06-14;5678;260
5956;2014-05-31;5679;235
5870;2014-06-11;5699;135
6128;2014-06-21;5701;245
6796;2014-05-29;5702;280
5153;2014-06-09;5707;195
5152;2014-06-08;5711;210
7117;2014-05-20;5715;250
5797;2014-05-25;5719;275
5869;2014-05-24;5720;230
6653;2014-05-10;5721;235
7219;2014-05-09;5723;240
7115;2014-05-24;5726;210
7117;2014-05-31;5732;230
7219;2014-05-30;5736;270
6653;2014-05-24;5739;215
7115;2014-06-02;5741;220
5869;2014-06-15;5742;225
5797;2014-06-08;5743;260
7117;2014-06-15;5748;245
5797;2014-06-21;5751;270
7115;2014-06-17;5753;215
6653;2014-06-14;5755;240
7219;2014-06-17;5757;255
5869;2014-06-21;5758;240
5654;2014-06-26;5762;280
5704;2014-06-23;5764;230
5705;2014-06-22;5765;255
5295;2014-05-20;5766;175
5294;2014-06-21;5768;295
5294;2014-06-26;5772;300
5295;2014-06-07;5773;170
5428;2014-05-05;5775;105
5641;2014-04-19;5776;205
5381;2014-05-05;5777;245
5641;2014-05-22;5778;183
5381;2014-05-31;5779;240
5428;2014-05-19;5780;125
5428;2014-06-12;5781;90
5641;2014-06-06;5782;180
5293;2014-06-02;5783;170
5381;2014-06-15;5784;245
6765;2014-06-27;5788;275
6774;2014-06-26;5790;215
6939;2014-06-23;5791;215
6764;2014-06-26;5792;230
6359;2014-06-27;5793;185
6789;2014-06-22;5797;220
5901;2014-06-07;5800;315
5901;2014-06-20;5804;285
6346;2014-04-24;5806;270
6729;2014-04-26;5807;210
5432;2014-05-05;5810;285
5624;2014-05-08;5812;220
5807;2014-05-11;5813;225
6871;2014-05-10;5814;170
6707;2014-06-01;5815;240
6346;2014-05-13;5818;300
5432;2014-06-02;5819;270
6729;2014-05-10;5821;240
5807;2014-05-25;5823;225
6871;2014-05-18;5824;210
5624;2014-05-18;5828;280
6707;2014-06-08;5829;275
6346;2014-06-03;5831;300
6729;2014-06-01;5832;255
5432;2014-06-19;5833;270
5807;2014-06-09;5836;210
6871;2014-05-31;5839;195
5624;2014-06-15;5840;255
6707;2014-06-16;5843;255
5685;2014-06-17;5849;340
5924;2014-06-21;5852;240
5923;2014-06-22;5853;300
5912;2014-06-20;5854;360
5684;2014-06-22;5855;315
6138;2014-04-16;5857;185
6869;2014-05-20;5858;260
5373;2014-06-09;5859;157
5373;2014-05-28;5866;160
5373;2014-05-05;5869;160
6138;2014-05-11;5871;175
6138;2014-06-09;5874;195
5399;2014-06-20;5879;260
6869;2014-06-09;5880;240
7167;2014-05-24;5881;210
6722;2014-06-01;5883;220
6413;2014-06-17;5884;100
6959;2014-06-03;5885;100
7167;2014-06-20;5887;180
6722;2014-06-27;5888;180
6413;2014-06-26;5889;130
6959;2014-06-20;5890;150
5730;2014-04-15;5891;215
6902;2014-05-23;5893;225
6902;2014-06-02;5898;210
5730;2014-05-15;5900;200
5730;2014-06-10;5901;225
6902;2014-06-18;5903;240
7282;2014-06-13;5933;340
6980;2014-06-24;5934;305
7321;2014-06-26;5935;160
6698;2014-06-25;5936;270
6683;2014-06-08;5937;120
6938;2014-06-21;5938;240
6119;2014-06-19;5939;220
7179;2014-06-06;5940;310
7199;2014-06-10;5941;305
7180;2014-06-03;5943;270
6119;2014-06-28;5944;175
6938;2014-06-28;5945;215
7180;2014-06-13;5946;305
7179;2014-06-20;5947;300
7199;2014-06-25;5949;290
5258;2014-04-26;5954;160
5754;2014-05-25;5956;240
6901;2014-04-21;5957;315
5269;2014-05-01;5958;195
5698;2014-04-19;5961;210
5699;2014-04-26;5962;240
6921;2014-04-18;5963;160
6978;2014-04-20;5964;160
6680;2014-04-24;5966;255
5751;2014-05-10;5967;255
5963;2014-06-06;5968;360
5258;2014-05-10;5973;150
6901;2014-05-10;5974;345
5754;2014-06-13;5975;250
5269;2014-05-17;5976;240
5751;2014-05-24;5978;245
5963;2014-06-16;5980;375
6921;2014-05-10;5981;150
5698;2014-05-17;5982;200
6978;2014-05-04;5983;200
5699;2014-05-18;5984;240
6680;2014-05-18;5985;250
5269;2014-06-03;5992;250
6901;2014-05-25;5993;345
5754;2014-06-27;5994;245
5963;2014-06-26;5998;300
5751;2014-06-12;5999;230
6680;2014-06-08;6000;260
6921;2014-06-14;6001;160
5699;2014-06-09;6002;285
6978;2014-06-09;6004;195
5258;2014-05-25;6005;165
5698;2014-06-28;6006;210
5850;2014-06-25;6010;410
5849;2014-06-26;6013;290
6912;2014-07-04;6014;240
6878;2014-05-25;6015;250
6968;2014-06-07;6016;210
6878;2014-06-09;6019;240
6968;2014-06-21;6020;230
5741;2014-04-17;6023;285
6459;2014-04-15;6025;195
7281;2014-04-20;6026;250
7078;2014-05-05;6027;235
6298;2014-06-04;6032;280
5350;2014-04-21;6033;145
6715;2014-05-23;6041;240
5739;2014-04-24;6043;275
5351;2014-04-18;6044;285
6459;2014-05-04;6046;195
5739;2014-05-08;6047;285
7078;2014-05-24;6051;230
6298;2014-06-16;6053;300
5351;2014-05-18;6054;270
7281;2014-05-21;6063;240
5741;2014-05-05;6064;300
5350;2014-05-12;6065;190
6715;2014-05-31;6066;240
5739;2014-06-12;6067;335
7281;2014-06-18;6069;255
7078;2014-06-09;6070;245
6459;2014-05-18;6072;225
6298;2014-06-30;6074;265
5350;2014-06-10;6075;165
5741;2014-06-10;6085;385
5351;2014-06-13;6086;285
6715;2014-07-01;6087;240
7142;2014-06-09;6100;185
7142;2014-06-28;6101;155
6282;2014-04-28;6102;165
7321;2014-07-01;6103;180
7172;2014-04-16;6104;235
6449;2014-04-17;6105;275
6282;2014-05-16;6107;165
7172;2014-05-07;6108;235
6449;2014-06-06;6109;245
7172;2014-06-04;6110;240
6282;2014-05-26;6111;150
6861;2014-05-10;6119;260
6861;2014-05-24;6121;280
6861;2014-06-08;6125;300
5862;2014-05-24;6129;149
5862;2014-06-22;6131;178
6946;2014-06-20;6151;183
7274;2014-06-25;6161;230
6946;2014-07-03;6162;205
7274;2014-07-03;6166;230
5394;2014-04-20;6176;260
7161;2014-06-07;6177;185
6904;2014-05-04;6179;270
5394;2014-05-08;6186;290
6904;2014-05-24;6188;270
7161;2014-06-18;6194;180
7161;2014-07-01;6197;185
5394;2014-06-06;6198;290
6904;2014-06-01;6200;300
5743;2014-04-18;6205;240
5743;2014-05-16;6206;260
5743;2014-06-04;6207;285
5904;2014-07-05;6211;235
5970;2014-07-06;6212;185
6474;2014-07-05;6213;170
6765;2014-07-04;6214;235
6774;2014-07-03;6215;235
6481;2014-06-17;6217;240
6426;2014-06-16;6218;255
6841;2014-06-11;6220;190
6834;2014-06-18;6221;210
5916;2014-06-23;6223;235
6481;2014-07-04;6225;210
6841;2014-06-22;6226;220
6834;2014-07-03;6227;225
6426;2014-07-05;6228;230
5916;2014-07-06;6231;225
5736;2014-04-15;6238;260
5430;2014-04-26;6239;205
7207;2014-05-18;6240;237
5689;2014-06-17;6241;225
5128;2014-05-08;6242;225
5413;2014-05-05;6243;180
7143;2014-05-30;6246;325
5897;2014-05-31;6248;330
6260;2014-05-31;6249;255
7072;2014-05-10;6250;270
5736;2014-05-18;6251;330
7207;2014-06-07;6252;265
5689;2014-06-26;6253;225
5128;2014-05-21;6254;230
5413;2014-05-17;6256;200
5430;2014-05-18;6257;240
7143;2014-06-22;6259;340
6260;2014-06-04;6260;240
7072;2014-05-24;6262;255
5897;2014-06-11;6263;320
7207;2014-06-20;6264;260
5736;2014-06-08;6265;315
5128;2014-06-06;6266;230
5430;2014-06-07;6267;230
5689;2014-07-04;6268;205
5413;2014-06-13;6269;215
6260;2014-06-17;6270;265
7072;2014-06-23;6274;270
7143;2014-07-04;6275;330
5897;2014-06-22;6276;305
6356;2014-07-03;6279;250
5924;2014-07-05;6281;285
5923;2014-07-03;6282;295
5234;2014-04-25;6283;130
6296;2014-06-13;6284;235
5235;2014-04-23;6285;130
6655;2014-06-11;6290;250
6654;2014-06-12;6291;295
5884;2014-04-17;6292;270
6296;2014-06-20;6296;250
5235;2014-05-22;6297;165
5234;2014-05-25;6299;180
6654;2014-06-21;6300;280
6655;2014-06-20;6303;245
5884;2014-05-17;6307;285
5234;2014-06-14;6309;135
6296;2014-07-01;6311;230
5235;2014-06-12;6312;165
6654;2014-07-03;6314;270
5884;2014-06-13;6320;285
6655;2014-07-07;6321;220
6865;2014-07-03;6323;270
5174;2014-06-07;6324;230
5909;2014-06-22;6328;250
6200;2014-06-21;6329;240
6199;2014-06-22;6330;200
5932;2014-06-21;6331;260
6199;2014-07-06;6332;200
5909;2014-07-06;6333;250
5932;2014-07-05;6334;250
5759;2014-04-15;6341;235
5759;2014-05-10;6342;240
5759;2014-06-07;6343;240
5297;2014-05-08;6350;165
5462;2014-05-06;6351;190
5981;2014-05-18;6352;330
5981;2014-06-09;6354;315
5462;2014-05-31;6355;170
5297;2014-06-09;6356;210
5981;2014-06-14;6359;345
5297;2014-07-04;6360;189
5462;2014-07-03;6361;170
6830;2014-06-26;6362;105
7134;2014-06-26;6363;255
6830;2014-07-12;6366;110
7134;2014-07-12;6367;245
6366;2014-07-06;6369;300
6366;2014-07-16;6370;282
6160;2014-06-21;6371;270
6160;2014-07-06;6372;255
5752;2014-06-27;6379;180
5752;2014-07-13;6380;150
6958;2014-06-09;6384;180
6958;2014-06-26;6385;180
5990;2014-06-26;6396;170
5990;2014-07-11;6397;135
7255;2014-07-04;6398;190
7255;2014-07-11;6399;215
5900;2014-06-19;6404;255
5900;2014-07-06;6405;265
7272;2014-06-26;6408;350
7272;2014-07-09;6409;330
7292;2014-06-16;6413;150
7292;2014-07-08;6414;150
6717;2014-06-07;6430;255
6717;2014-06-14;6431;270
5332;2014-04-18;6432;280
5332;2014-05-15;6433;210
5332;2014-06-12;6434;185
6647;2014-04-26;6448;370
6647;2014-05-18;6449;365
6647;2014-06-22;6450;415
6192;2014-05-05;6453;175
6192;2014-05-25;6456;195
6192;2014-06-07;6459;210
7291;2014-06-16;6465;225
7291;2014-07-04;6466;195
5904;2014-07-16;6467;230
6474;2014-07-18;6468;175
5970;2014-07-17;6470;230
6226;2014-04-24;6476;135
6226;2014-05-10;6488;130
7227;2014-07-13;6490;210
6226;2014-06-08;6496;145
6703;2014-04-25;6501;390
6703;2014-05-03;6504;345
7234;2014-07-18;6507;165
6703;2014-06-15;6508;290
6649;2014-04-17;6511;315
6907;2014-06-07;6514;300
6649;2014-05-09;6517;290
6907;2014-07-17;6522;270
6649;2014-06-12;6524;330
6275;2014-06-02;6526;195
6839;2014-06-17;6529;225
6839;2014-06-22;6531;225
5369;2014-04-24;6532;240
5369;2014-05-19;6533;205
5369;2014-06-07;6534;195
5747;2014-06-14;6535;195
7326;2014-06-21;6536;165
5747;2014-06-20;6538;200
7326;2014-07-06;6539;165
5747;2014-06-28;6542;200
7304;2014-04-19;6546;240
7304;2014-05-24;6548;240
7304;2014-06-28;6553;270
7223;2014-05-29;6555;180
6410;2014-07-15;6556;345
6409;2014-07-14;6558;270
6410;2014-07-18;6561;150
7223;2014-07-06;6562;195
6409;2014-07-18;6563;255
5978;2014-06-28;6564;240
6479;2014-07-16;6565;235
6479;2014-07-18;6566;240
5978;2014-07-17;6567;245
7204;2014-05-30;6572;255
7204;2014-06-14;6573;255
7204;2014-07-11;6574;190
7218;2014-06-22;6575;480
7218;2014-06-26;6576;300
7218;2014-07-06;6577;300
5442;2014-04-24;6585;205
6408;2014-05-08;6587;360
5442;2014-05-20;6588;165
6408;2014-05-30;6590;320
5442;2014-06-13;6592;195
6408;2014-06-18;6593;350
5975;2014-05-31;6616;255
6417;2014-07-15;6617;255
6417;2014-07-23;6618;270
5975;2014-06-17;6620;240
5645;2014-05-10;6622;265
5645;2014-06-02;6624;285
5645;2014-06-15;6625;260
7180;2014-07-11;6629;300
7199;2014-07-09;6630;275
7179;2014-07-07;6631;315
7282;2014-07-15;6632;260
6936;2014-04-22;6633;230
6936;2014-06-09;6635;285
6936;2014-06-20;6636;270
7159;2014-06-21;6649;320
6644;2014-06-09;6653;390
6200;2014-07-05;6656;260
5859;2014-04-24;6658;310
6363;2014-05-08;6660;180
5859;2014-05-18;6661;310
6363;2014-05-17;6664;180
5859;2014-05-29;6665;300
6363;2014-05-28;6666;180
5992;2014-06-19;6672;190
6469;2014-06-06;6673;300
7184;2014-06-21;6674;285
6493;2014-05-29;6676;270
6411;2014-07-17;6678;240
6469;2014-06-20;6686;285
7184;2014-07-15;6687;250
6411;2014-08-01;6688;245
5992;2014-07-01;6689;275
6493;2014-06-14;6690;270
5219;2014-04-28;6691;140
5218;2014-04-20;6694;135
5218;2014-05-20;6695;135
5219;2014-05-22;6697;120
5219;2014-06-14;6699;135
5218;2014-06-12;6700;135
5721;2014-04-24;6704;230
6263;2014-06-09;6705;300
5721;2014-05-21;6707;270
6263;2014-06-18;6710;270
5721;2014-06-07;6713;240
5400;2014-04-19;6720;250
5400;2014-05-11;6721;240
5400;2014-05-31;6724;250
7096;2014-06-18;6732;285
7096;2014-06-30;6734;300
6449;2014-05-16;6737;255
5973;2014-05-06;6738;135
5973;2014-05-20;6739;130
5973;2014-06-11;6740;135
5474;2014-04-18;6741;215
5474;2014-05-10;6742;170
5474;2014-05-24;6743;190
5866;2014-04-23;6748;280
5866;2014-05-21;6749;240
5866;2014-06-12;6751;285
7066;2014-05-19;6753;320
7068;2014-06-07;6754;275
7257;2014-05-21;6755;245
7066;2014-06-09;6756;280
7257;2014-06-08;6757;320
7066;2014-06-22;6758;355
7068;2014-06-21;6759;240
5375;2014-05-15;6770;225
5375;2014-06-10;6771;250
5375;2014-06-22;6772;225
5498;2014-05-05;6794;255
5498;2014-06-09;6795;260
5498;2014-06-21;6796;240
5849;2014-07-17;6805;215
6419;2014-06-20;6809;210
5280;2014-05-09;6812;205
6419;2014-07-04;6814;180
5280;2014-05-20;6815;210
5280;2014-06-12;6818;240
5150;2014-06-07;6827;425
5150;2014-06-22;6829;360
5150;2014-06-28;6830;330
5319;2014-05-10;6831;270
5319;2014-05-30;6835;270
5319;2014-06-15;6839;270
5376;2014-05-10;6848;235
5494;2014-05-10;6849;310
5494;2014-05-24;6851;315
5376;2014-06-06;6852;230
5494;2014-05-31;6853;330
5376;2014-06-18;6854;250
5651;2014-05-04;6873;300
6941;2014-04-21;6874;195
5651;2014-05-18;6875;285
5651;2014-06-01;6876;255
6941;2014-05-17;6877;210
6941;2014-06-09;6878;240
6806;2014-04-21;6879;195
5198;2014-04-17;6881;150
6856;2014-04-29;6882;195
6806;2014-05-18;6885;195
6856;2014-05-22;6886;195
5198;2014-05-10;6888;145
5198;2014-05-25;6891;155
6806;2014-06-06;6893;195
6856;2014-06-02;6895;225
6203;2014-05-07;6896;285
6204;2014-05-08;6897;255
6203;2014-05-17;6898;285
6204;2014-05-18;6899;210
6204;2014-05-30;6900;285
6203;2014-06-03;6901;270
6415;2014-06-18;6902;270
5802;2014-05-05;6903;255
5945;2014-04-21;6904;160
5945;2014-05-12;6905;200
5802;2014-05-19;6906;240
5802;2014-06-09;6907;274
6415;2014-07-03;6908;300
5945;2014-06-01;6909;270
6973;2014-05-08;6910;245
6973;2014-06-03;6911;275
6973;2014-06-10;6912;270
5836;2014-04-21;6916;230
5836;2014-05-17;6917;185
5836;2014-05-30;6918;210
6484;2014-06-26;6919;345
6484;2014-07-18;6920;315
5772;2014-04-30;6936;210
5772;2014-05-22;6937;210
5772;2014-06-06;6938;210
5456;2014-04-25;6939;210
5456;2014-05-17;6942;195
5456;2014-06-07;6947;210
7287;2014-07-20;6951;240
7286;2014-07-27;6952;240
7287;2014-07-26;6953;221
7286;2014-08-04;6954;270
7303;2014-04-24;6956;105
6906;2014-04-21;6957;130
6906;2014-05-10;6958;165
7303;2014-05-16;6960;90
6906;2014-06-12;6962;105
7303;2014-06-14;6963;95
5640;2013-04-14;6987;195
5640;2013-06-07;6988;195
5640;2013-06-14;6989;210
5135;2014-04-22;7300;210
5135;2014-05-10;7301;230
5135;2014-05-29;7302;195
5138;2014-04-24;7305;176
5138;2014-05-13;7308;205
5138;2014-05-30;7309;174
6149;2013-05-11;7310;210
6149;2013-06-30;7311;165
6149;2013-07-14;7312;165
5214;2014-04-21;7313;135
5214;2014-05-29;7314;150
5214;2014-06-15;7315;155
5691;2014-04-18;7319;230
5691;2014-06-03;7320;300
5691;2014-05-09;7321;255
5467;2014-04-26;7486;190
5467;2014-05-25;7488;215
5467;2014-05-18;7489;195
5417;2014-04-17;7491;147
5417;2014-05-08;7492;190
5417;2014-06-03;7493;155
6440;2015-04-17;7580;240
5326;2015-04-16;7583;250
5621;2015-04-15;7584;240
5279;2015-04-16;7585;255
5692;2015-04-17;7586;240
5694;2015-04-17;7587;260
5778;2015-04-19;7588;159
6890;2015-04-18;7589;180
6332;2015-04-15;7590;230
7129;2015-04-17;7591;130
7089;2015-04-16;7592;220
7128;2015-04-15;7593;260
5834;2014-05-04;7595;195
5834;2014-05-24;7596;210
5834;2014-04-18;7597;200
5816;2015-04-20;7599;170
6733;2015-04-15;7600;270
6137;2015-04-16;7601;205
5659;2015-04-16;7603;220
6387;2015-04-15;7608;220
5815;2015-04-23;7614;260
6222;2015-04-24;7621;265
5221;2015-04-16;7623;193
6665;2015-04-19;7626;275
6966;2015-04-22;7628;210
6737;2015-04-24;7632;155
5414;2015-04-24;7633;180
6889;2015-04-22;7634;150
5311;2015-04-17;7638;210
5443;2015-04-16;7639;185
6648;2015-04-23;7642;280
6759;2015-04-24;7643;230
7211;2015-04-25;7644;305
6175;2015-04-26;7645;225
5829;2015-04-20;7649;225
5950;2015-04-19;7651;225
5996;2015-04-22;7652;250
6331;2015-04-25;7653;135
6368;2015-04-29;7654;260
5660;2015-04-22;7655;150
6927;2015-04-25;7659;235
6142;2015-04-19;7662;215
6421;2015-04-20;7663;270
5942;2015-04-24;7664;270
6177;2015-04-19;7669;250
5115;2015-04-19;7675;390
6890;2015-05-02;7676;155
7104;2015-04-24;7677;215
5677;2015-04-29;7683;285
5816;2015-05-02;7687;150
7318;2015-05-05;7693;235
6272;2015-04-15;7694;195
6272;2015-04-29;7695;195
5711;2015-04-26;7696;265
5888;2015-04-24;7699;180
5365;2015-04-16;7700;220
5497;2015-04-15;7701;140
5895;2015-04-15;7702;315
5820;2015-04-21;7703;220
6370;2015-05-05;7707;240
6131;2015-05-08;7724;250
5778;2015-05-07;7725;160
6746;2015-04-15;7730;285
6691;2015-04-21;7731;270
7105;2015-05-05;7733;225
5286;2015-04-15;7737;225
5288;2015-04-16;7738;220
5621;2015-05-06;7740;200
5326;2015-05-07;7742;215
5692;2015-05-09;7743;240
5694;2015-05-09;7744;210
5279;2015-05-08;7746;260
5623;2015-05-07;7748;185
7128;2015-05-08;7749;240
5414;2015-05-11;7750;150
6368;2015-05-11;7751;280
7129;2015-05-10;7752;165
7089;2015-05-09;7754;240
6125;2015-05-08;7757;225
5815;2015-05-11;7758;247
6440;2015-05-12;7775;210
6966;2015-05-13;7778;225
6996;2015-05-12;7779;240
6889;2015-05-13;7780;135
6963;2015-05-12;7781;195
6370;2015-05-14;7785;265
6737;2015-05-17;7800;190
5636;2015-05-07;7801;200
5443;2015-05-14;7802;175
5446;2015-04-21;7804;155
5307;2015-04-19;7805;115
6207;2015-05-09;7806;145
6259;2015-05-08;7807;235
5265;2015-04-22;7808;150
5362;2015-04-18;7809;135
5653;2015-05-07;7810;145
5266;2015-04-20;7811;190
5711;2015-05-10;7819;235
6453;2015-04-21;7820;180
6141;2015-04-25;7821;195
6137;2015-05-12;7822;240
6733;2015-05-13;7823;255
5659;2015-05-14;7824;205
5790;2015-04-16;7825;170
5789;2015-04-15;7826;170
6387;2015-05-07;7827;210
6184;2015-04-24;7828;275
6927;2015-05-08;7830;240
5942;2015-05-07;7832;260
6177;2015-04-29;7833;245
5471;2015-04-19;7834;220
5937;2015-04-22;7840;255
6222;2015-05-18;7845;235
7089;2015-05-17;7846;220
6890;2015-05-16;7847;155
7146;2015-05-14;7848;180
5115;2015-05-05;7849;370
5362;2015-05-08;7851;170
6141;2015-05-10;7855;180
6453;2015-05-12;7856;140
5789;2015-05-07;7858;200
5790;2015-05-08;7859;145
5471;2015-05-08;7860;240
5937;2015-05-12;7861;225
6175;2015-05-14;7881;230
6421;2015-05-12;7883;270
5872;2015-04-17;7885;230
6142;2015-05-10;7886;240
5140;2015-04-22;7887;180
6691;2015-05-12;7891;270
6458;2015-04-16;7892;188
6500;2015-05-08;7893;282
6660;2015-05-12;7897;286
5140;2015-05-10;7898;195
6458;2015-05-11;7902;210
5872;2015-05-07;7906;235
5817;2015-05-13;7911;220
6759;2015-05-08;7912;220
6648;2015-05-07;7913;260
6749;2015-05-02;7930;245
6668;2015-04-19;7932;210
6668;2015-05-14;7936;225
6749;2015-05-13;7938;255
5398;2015-05-14;7943;390
6331;2015-05-16;7950;150
7105;2015-05-18;7952;210
5658;2015-05-07;7953;270
5826;2015-04-26;7955;330
5826;2015-05-16;7959;330
5249;2015-05-17;7962;150
6746;2015-05-11;7964;285
7104;2015-05-14;7965;210
5778;2015-05-24;7967;188
7099;2015-05-08;7968;285
7211;2015-05-19;7969;323
6163;2015-05-24;7972;175
5815;2015-05-22;7973;256
5409;2015-04-16;7977;100
5409;2015-04-30;7985;110
5409;2015-05-17;7987;125
7318;2015-05-14;7994;259
