"x"	"y"	"buildings"	"elevation"	"farmland"	"forest"	"glacier"	"grassland"	"lakes"	"northness"	"rivers"	"roads"	"rocks"	"shoreline"	"slope"	"structures"	"wetlands"
731500	262500	14340	581	0.27	0.05	0	0.59	0	0.26	91	3811	0	0	2.2	0.01	0
732500	262500	22373	570	0.34	0.14	0	0.43	0	0.24	1527	4703	0	0	2.9	0.01	0
733500	262500	15305	505	0.08	0.23	0	0.52	0	0.24	2740	5443	0	0	8.5	0.03	0
734500	262500	8177	500	0.15	0.25	0	0.39	0	-0.46	2351	3640	0	0	7.8	0.04	0
735500	262500	176005	476	0.04	0.12	0	0.18	0	-0.28	1506	11194	0	133	3.7	0.02	0
736500	262500	64002	488	0.28	0.03	0	0.25	0	0.36	1468	6037	0	0	4.1	0.05	0
737500	262500	12670	516	0.24	0.14	0	0.48	0	0.82	1189	2515	0	160	6.4	0.03	0
738500	262500	15884	524	0.18	0.4	0	0.28	0	0.48	2118	4316	0	0	7.1	0.06	150
739500	262500	10242	504	0.25	0.21	0	0.36	0	0.08	2305	2962	0	0	7	0.04	0
740500	262500	9735	502	0.35	0.2	0	0.32	0	0.1	4035	1070	0	0	5.2	0.02	0
741500	262500	9546	515	0.24	0.23	0	0.37	0	0.15	1854	2694	0	0	7.4	0.04	0
742500	262500	10319	544	0.03	0.07	0	0.84	0	0.31	1020	3519	0	0	5.4	0.03	0
743500	262500	36834	550	0.03	0.04	0	0.69	0.02	0.26	918	5388	0	701	5.1	0.01	0
744500	262500	34891	548	0.19	0.05	0	0.62	0	0.47	1018	3820	0	0	3.5	0	0
745500	262500	17625	532	0.05	0.17	0	0.66	0	0.48	1270	3364	0	162	5.3	0.01	0
746500	262500	3600	498	0.01	0.32	0	0.63	0	0.64	1584	2095	0	124	6.5	0.01	0
747500	262500	40181	468	0.12	0.22	0	0.45	0	0.74	3277	7259	0	495	6.5	0.02	0
748500	262500	5582	433	0.12	0.24	0	0.54	0	0.72	2515	5110	0	0	4.4	0.01	0
749500	262500	81533	413	0.26	0.04	0	0.43	0	0.65	2965	9518	0	213	3.3	0.01	0
750500	262500	65179	409	0.22	0	0	0.44	0	0.72	1195	10669	0	0	1.6	0.01	0
751500	262500	78256	402	0.4	0	0	0.29	0.02	0.6	1635	4370	0	1034	0.8	0.03	0
752500	262500	119903	399	0.06	0	0	0.06	0.31	0.45	232	11745	0	1556	0.6	0.07	0
753500	262500	12359	396	0.01	0	0	0.03	0.9	0.04	205	736	0	496	0.1	0.01	0
754500	262500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
755500	262500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
756500	262500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
757500	262500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
758500	262500	6437	396	0	0	0	0	0.97	0	0	234	0	1078	0	0	0
759500	262500	41840	396	0.04	0	0	0.16	0.23	0.06	2063	4465	0	2234	0.1	0.02	194584
568500	261500	27022	406	0.09	0.41	0	0.24	0	0.11	0	3068	0	0	5.2	0	0
605500	261500	52149	329	0.51	0.01	0	0.33	0	0.33	1934	4426	0	0	3.9	0.01	0
606500	261500	93697	320	0.45	0.02	0	0.14	0	0.23	1690	13197	0	0	3	0.03	0
607500	261500	40775	315	0.59	0.09	0	0.11	0	0.08	1457	7006	0	0	3.1	0.05	0
608500	261500	197737	304	0.21	0	0	0.05	0	0.35	3319	15793	0	181	1.6	0.06	0
609500	261500	72749	333	0.17	0.33	0	0.09	0	0.12	1364	10898	0	0	6	0.01	0
610500	261500	4107	372	0.17	0.69	0	0.07	0	0.01	778	1904	0	110	5.1	0.02	0
611500	261500	92970	325	0.02	0.51	0	0.04	0	-0.13	1681	9951	0	0	5.3	0.02	0
612500	261500	119772	285	0.05	0.23	0	0.02	0	0.03	2368	17057	0	0	1.8	0.08	0
613500	261500	160282	306	0.01	0.14	0	0.02	0	0.3	221	15841	0	0	6.1	0.02	0
614500	261500	8156	470	0.01	0.78	0	0.06	0	0.1	0	2049	0	55	15.8	0.01	0
615500	261500	545	516	0	0.98	0	0	0	0.44	0	2256	0	0	13.5	0	0
616500	261500	530	482	0.03	0.89	0	0.05	0	0.61	1145	2191	0	0	15.7	0	0
617500	261500	1306	542	0.03	0.94	0	0.02	0	0.57	0	1708	0	0	16.6	0	0
618500	261500	4345	469	0.09	0.54	0	0.33	0	0.37	900	3484	0	105	15.6	0.01	0
619500	261500	12433	424	0.16	0.41	0	0.35	0	0.05	488	2858	0	0	13.3	0.02	0
620500	261500	130524	357	0.07	0.13	0	0.17	0	0.11	1651	14656	0	135	8.1	0.01	0
621500	261500	189930	306	0.05	0.01	0	0.07	0	0.15	1403	17982	0	0	5.5	0.05	0
622500	261500	55376	430	0	0.53	0	0.16	0	-0.08	983	6274	0	90	13.9	0.01	0
623500	261500	3900	480	0.08	0.59	0	0.23	0	0.38	0	1642	0	0	14.6	0	0
624500	261500	28558	407	0.12	0.08	0	0.63	0	0.19	1094	10080	0	0	12.1	0.03	0
625500	261500	3829	521	0.07	0.63	0	0.24	0	0.17	0	2095	0	0	17.4	0.01	0
626500	261500	0	559	0.06	0.89	0	0.05	0	-0.11	0	210	0	0	11.9	0	0
627500	261500	1532	459	0.02	0.89	0	0.08	0	0	1351	881	0	110	17.4	0	0
628500	261500	2394	496	0.08	0.67	0	0.23	0	0.31	223	1652	0	0	15.7	0.01	0
629500	261500	8428	459	0.08	0.37	0	0.35	0	-0.11	1833	4553	0	0	14.6	0.04	0
630500	261500	7048	559	0.43	0.13	0	0.39	0	0.15	71	2589	0	0	7.8	0	0
631500	261500	14753	513	0.4	0.18	0	0.39	0	0.43	2463	5812	0	0	12.4	0.01	0
632500	261500	42974	496	0.12	0.14	0	0.5	0	0.26	3415	7314	0	67	12.6	0	0
633500	261500	8300	563	0.39	0.16	0	0.38	0	0.02	1228	3595	0	0	8.8	0.03	0
634500	261500	6710	615	0.24	0.36	0	0.32	0	-0.1	0	2341	0	0	7.2	0.01	0
635500	261500	471	553	0.26	0.53	0	0.18	0	0.11	793	1885	0	0	12.3	0.03	0
636500	261500	21564	472	0.42	0.16	0	0.32	0	0.16	1207	5210	0	0	9.4	0.04	0
637500	261500	31520	481	0.45	0.06	0	0.22	0	-0.39	1538	7486	0	0	8.8	0.05	0
638500	261500	6776	537	0.34	0.22	0	0.4	0	0.19	1103	5071	0	0	10	0	0
639500	261500	636	593	0.01	0.82	0	0.16	0	0.64	1904	624	0	0	15.3	0	0
640500	261500	6131	567	0.13	0.39	0	0.4	0	0.13	1347	2759	0	190	12.8	0.07	0
641500	261500	4553	452	0.37	0	0	0.56	0	-0.37	2822	3748	0	0	9.2	0.02	0
642500	261500	84854	390	0.25	0	0	0.33	0	-0.21	2594	10389	0	117	7.9	0.04	0
643500	261500	150182	362	0.12	0.03	0	0.06	0	0.43	2082	13007	0	0	3.9	0.03	0
644500	261500	88981	366	0.39	0.04	0	0.13	0	0.58	1194	15036	0	34	5.2	0.02	0
645500	261500	8459	387	0.44	0.19	0	0.06	0	-0.06	1758	8889	0	14	10.1	0.08	0
646500	261500	37395	414	0.23	0.34	0	0.06	0	0	1972	10532	0	0	13.3	0.05	0
647500	261500	31358	458	0.2	0.28	0	0.22	0	-0.38	2116	8597	0	0	13.6	0.03	0
648500	261500	8882	472	0.37	0.03	0	0.45	0	-0.56	285	3902	0	0	10.9	0.01	0
649500	261500	14151	470	0.44	0.15	0	0.26	0	-0.04	1421	4787	0	0	10.1	0.01	0
650500	261500	2614	522	0.38	0.37	0	0.2	0	-0.11	610	1706	0	62	11.6	0	0
651500	261500	5214	570	0.06	0.75	0	0.18	0	-0.13	698	1536	0	0	16.7	0	0
652500	261500	2141	594	0.06	0.79	0	0.12	0	-0.04	697	1671	0	0	9.3	0.01	0
653500	261500	5821	540	0.32	0.48	0	0.17	0	0.27	1701	2683	0	0	11.9	0	0
654500	261500	28085	539	0.42	0.26	0	0.19	0	-0.15	0	3473	0	0	7.1	0	0
655500	261500	2325	473	0.28	0.5	0	0.18	0	-0.2	1479	1795	0	0	12.8	0.01	0
656500	261500	4856	404	0.48	0.36	0	0.09	0	-0.12	1383	3500	0	0	8.7	0.01	0
657500	261500	8758	386	0.46	0.39	0	0.06	0	0.18	1923	3701	0	0	4.4	0	0
658500	261500	4933	446	0.11	0.79	0	0.06	0	0.59	506	2907	0	0	10.4	0	0
659500	261500	41204	400	0.08	0.57	0	0.11	0	-0.11	626	7894	0	225	12.6	0.01	0
660500	261500	46705	341	0.24	0.08	0	0.15	0	-0.22	4563	6769	0	0	3	0.04	2209
661500	261500	144990	382	0.17	0.03	0	0.09	0	-0.65	582	16880	0	0	6.6	0.03	0
662500	261500	54659	444	0.12	0.25	0	0.22	0	-0.75	3202	7993	0	0	11.1	0.1	0
663500	261500	26245	514	0.21	0.35	0	0.28	0	-0.68	417	5073	0	25	10.8	0.02	0
664500	261500	151	574	0.13	0.78	0	0.07	0	-0.3	125	275	0	151	8	0	0
665500	261500	1984	606	0.15	0.81	0	0.03	0	0.07	249	2017	0	0	4.9	0	0
666500	261500	35518	511	0.42	0.18	0	0.22	0	0.18	334	8687	0	0	8.2	0	0
667500	261500	32591	470	0.6	0	0	0.19	0	0.33	239	6257	0	0	4.8	0	0
668500	261500	101317	458	0.25	0.01	0	0.16	0	0.43	2696	12797	0	0	5.4	0.07	0
669500	261500	8989	510	0.61	0.06	0	0.25	0	0.25	1587	3365	0	0	6.9	0.01	0
670500	261500	41319	500	0.37	0.07	0	0.24	0	0.48	1712	7576	0	0	7.2	0.05	0
671500	261500	20345	471	0.67	0	0	0.16	0	0.63	1969	5293	0	0	4.1	0.03	0
672500	261500	68883	466	0.47	0	0	0.1	0	0.06	1732	10262	0	0	2.8	0.01	0
673500	261500	104250	482	0.27	0	0	0.15	0	-0.54	2667	13306	0	0	4.9	0.02	0
674500	261500	6717	498	0.6	0.08	0	0.22	0	-0.56	1166	4600	0	0	6.2	0	0
675500	261500	10663	481	0.81	0	0	0.1	0	-0.77	1909	4800	0	0	4.5	0	0
676500	261500	55712	468	0.43	0	0	0.21	0	-0.78	1511	11058	0	144	3.3	0.02	0
677500	261500	38073	451	0.67	0	0	0.1	0	-0.41	949	9050	0	9	4.7	0.02	0
678500	261500	8937	412	0.21	0.01	0	0.03	0.03	-0.13	5382	6035	0	1213	1.1	0.03	558269
679500	261500	57958	412	0.33	0.01	0	0.11	0	0.04	4011	14109	0	326	1.9	0.05	109873
680500	261500	22303	419	0.71	0	0	0.08	0	0.34	0	6876	0	0	1.6	0.01	0
681500	261500	802	429	0.54	0.35	0	0.04	0	0.11	0	2989	0	0	2.3	0.01	0
682500	261500	27032	430	0.23	0.61	0	0.05	0	0.29	14	7908	0	204	1.9	0.02	0
683500	261500	81177	446	0.39	0.1	0	0.16	0	0.18	302	10837	0	0	5.1	0.02	0
684500	261500	20185	512	0.36	0.42	0	0.05	0	-0.27	1340	3454	0	0	7.1	0	0
685500	261500	2660	573	0.1	0.87	0	0.02	0	-0.04	1089	1726	0	50	4.4	0	9347
686500	261500	20308	500	0.36	0.23	0	0.29	0	0.18	1867	6993	0	199	9.3	0.01	0
687500	261500	71962	436	0.57	0.01	0	0.08	0.01	0.29	2329	9890	0	432	2.4	0.03	0
688500	261500	8612	529	0.32	0.35	0	0.25	0	-0.04	1315	2694	0	0	8.5	0	0
689500	261500	8250	580	0.45	0.4	0	0.1	0	-0.01	256	3320	0	0	5.9	0	4491
690500	261500	8468	594	0.36	0.38	0	0.21	0	0.09	1304	3196	0	62	10.8	0	3889
691500	261500	4156	607	0.37	0.48	0	0.08	0	0.19	1297	1727	0	0	11.6	0	2925
692500	261500	9496	511	0.32	0.33	0	0.22	0	0.32	3619	4580	0	254	11.1	0.03	2140
693500	261500	10374	499	0.4	0.23	0	0.27	0	0.16	1740	5719	0	144	10.2	0.01	583
694500	261500	54456	472	0.05	0.61	0	0.07	0	0.21	1817	7081	0	179	14	0.05	0
695500	261500	112159	469	0.03	0.2	0	0.15	0	-0.41	1303	10133	0	0	8.4	0.08	0
696500	261500	322429	444	0	0.02	0	0	0	0.14	1129	17527	0	0	2.9	0.07	0
697500	261500	272350	449	0	0.04	0	0.03	0	0.29	1408	20685	0	0	1.8	0.16	0
698500	261500	225734	449	0	0	0	0.01	0	-0.27	1155	18400	0	0	0.6	0.05	0
699500	261500	291077	454	0.04	0	0	0.05	0	-0.16	0	13298	0	174	0.7	0.03	0
700500	261500	21805	504	0.1	0.72	0	0.04	0	0.15	307	1394	0	0	10.8	0.01	0
701500	261500	13619	532	0.02	0.86	0	0.05	0	0.32	2807	2524	0	0	9.6	0.01	0
702500	261500	45114	510	0.18	0.27	0	0.22	0.01	0.45	3358	9294	0	532	7.4	0.03	0
703500	261500	17717	521	0.29	0.15	0	0.38	0	0.45	2319	5862	0	85	7.7	0.01	0
704500	261500	18052	564	0.26	0.43	0	0.21	0	0.17	2224	3718	0	0	10.3	0	0
705500	261500	3403	606	0.26	0.53	0	0.18	0	0.51	1957	2659	0	0	9.4	0	0
706500	261500	400	542	0.24	0.59	0	0.1	0	0.52	3320	4398	0	0	11.1	0	0
707500	261500	121701	512	0.38	0	0	0.1	0	0.25	2206	11433	0	0	2.9	0.01	0
708500	261500	24080	514	0.45	0.1	0	0.19	0	0.34	1041	6939	0	119	3.2	0.01	0
709500	261500	68489	516	0.4	0.14	0	0.16	0	0.47	1408	9157	0	180	3.3	0	0
710500	261500	181250	528	0.09	0.03	0	0.16	0	0.3	0	11755	0	0	3.1	0	0
711500	261500	2049	554	0.26	0.54	0	0.16	0	0.09	0	2477	0	0	7.7	0.01	12440
712500	261500	5939	498	0.46	0.06	0	0.38	0	0.5	1238	2534	0	0	3.7	0.01	0
713500	261500	49434	492	0.4	0.03	0	0.38	0	0.72	1391	8503	0	0	4.2	0.01	0
714500	261500	71195	489	0.21	0.1	0	0.33	0	0.28	2872	7984	0	72	5.5	0.02	0
715500	261500	31934	500	0.32	0.12	0	0.34	0.02	-0.08	2156	6172	0	508	4.7	0	0
716500	261500	36254	508	0.12	0.21	0	0.5	0.01	-0.31	2551	5145	0	567	4.4	0	0
717500	261500	28342	518	0.27	0.12	0	0.45	0	-0.29	1303	3872	0	0	3.8	0.01	0
718500	261500	15551	541	0.07	0.05	0	0.79	0	-0.07	612	3588	0	0	4.6	0	11481
719500	261500	56278	557	0.06	0.03	0	0.67	0	-0.02	477	6965	0	0	5.5	0	0
720500	261500	5389	639	0.28	0.2	0	0.46	0	-0.35	351	760	0	62	8.6	0	0
721500	261500	16478	649	0.18	0.06	0	0.63	0	-0.16	2196	4941	0	0	6.8	0.03	0
722500	261500	13257	687	0.1	0.13	0	0.67	0	-0.17	1144	4252	0	157	8.9	0.03	0
723500	261500	3700	721	0.11	0.54	0	0.31	0	-0.41	1522	2296	0	120	9	0	9930
724500	261500	13797	677	0.08	0.22	0	0.66	0	-0.37	2278	2031	0	0	9.1	0	0
725500	261500	31848	615	0.07	0.1	0	0.58	0	-0.01	3953	5253	0	0	7.3	0.05	0
726500	261500	29829	690	0.03	0.21	0	0.67	0	0.13	999	3732	0	0	7.5	0	0
727500	261500	9802	684	0.15	0.05	0	0.73	0	0.02	972	1782	0	0	5.7	0.02	0
728500	261500	10766	676	0.16	0.08	0	0.66	0	0.16	394	3548	0	0	4.8	0.02	0
729500	261500	25184	664	0.11	0.24	0	0.48	0	0.05	0	2282	0	0	9.1	0.02	0
730500	261500	7943	585	0.21	0.02	0	0.72	0	-0.49	442	2355	0	0	4.3	0.02	0
731500	261500	14152	573	0.2	0.12	0	0.63	0	-0.33	0	3600	0	0	2.2	0	0
732500	261500	5611	575	0.23	0.3	0	0.41	0	0.11	232	1544	0	532	2.3	0	19082
733500	261500	13451	518	0.11	0.2	0	0.59	0	-0.03	4442	4112	0	0	6.8	0.02	0
734500	261500	15741	474	0.22	0.17	0	0.42	0	0.32	3175	5737	0	0	3.9	0.05	0
735500	261500	124602	506	0.04	0.2	0	0.24	0	0.6	1784	10817	0	0	6.5	0.05	0
736500	261500	67431	561	0.07	0.33	0	0.33	0	0.4	0	8104	0	0	6.9	0	0
737500	261500	8570	573	0.2	0.15	0	0.5	0.07	-0.06	275	3358	0	1435	5.6	0.01	31431
738500	261500	11978	575	0.12	0.14	0	0.55	0.06	0.21	1788	3848	0	1169	6.3	0.02	73224
739500	261500	18768	555	0.06	0.25	0	0.57	0	0.22	2841	4475	0	0	9	0	0
740500	261500	27208	569	0.12	0.03	0	0.79	0	0.14	1343	5460	0	0	5.5	0	0
741500	261500	7532	550	0.02	0.22	0	0.62	0	0.1	3056	1820	0	0	9.3	0.01	0
742500	261500	16034	557	0.07	0.14	0	0.67	0	0.03	1071	2289	0	0	7	0.01	0
743500	261500	17983	573	0.05	0.02	0	0.84	0	0.17	294	3231	0	0	4.1	0	0
744500	261500	17794	578	0.07	0.05	0	0.81	0	0.19	1112	3876	0	120	5.3	0	0
745500	261500	7722	577	0.15	0.07	0	0.66	0	0.24	1133	2345	0	0	5	0.01	0
746500	261500	27251	563	0.14	0.04	0	0.67	0	0.28	1932	4157	0	0	5.3	0	0
747500	261500	64632	536	0.09	0.01	0	0.48	0	0.48	743	9611	0	0	4.2	0.01	0
748500	261500	42807	494	0.05	0.05	0	0.61	0	0.62	2706	6314	0	0	6	0.03	0
749500	261500	8556	472	0.11	0.25	0	0.56	0	0.56	2095	2418	0	55	7.8	0.03	0
750500	261500	15081	450	0.04	0.11	0	0.65	0	0.54	2395	6626	0	265	7.1	0.03	1250
751500	261500	78179	427	0.02	0.02	0	0.47	0	0.62	2234	9565	0	0	4.6	0.03	0
752500	261500	80664	409	0.21	0.07	0	0.33	0.01	0.49	1974	6219	0	525	1.3	0.03	1257
753500	261500	125270	400	0.07	0.03	0	0.13	0.28	0.3	1206	7348	0	2008	1.1	0.04	0
754500	261500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
755500	261500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
756500	261500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
757500	261500	4913	396	0	0	0	0	0.97	0.02	0	614	0	957	0	0.01	0
758500	261500	85917	399	0	0.01	0	0.14	0.49	0.3	756	7893	0	1959	1.5	0.07	0
759500	261500	96911	402	0.09	0.03	0	0.29	0	0.29	1153	6729	0	81	1.7	0.07	1561
760500	261500	26238	398	0.21	0.04	0	0.26	0	0.08	3361	4252	0	0	0.3	0.02	59841
566500	260500	6916	396	0.58	0	0	0.19	0	0.36	0	4415	0	515	2.4	0.01	0
567500	260500	80902	385	0.2	0.02	0	0.29	0	0.32	1281	12554	0	0	4.5	0.02	0
568500	260500	44411	422	0.05	0.58	0	0.07	0	0.07	978	6591	0	0	8.8	0.01	0
569500	260500	688	480	0.2	0.48	0	0.3	0	-0.33	0	670	0	0	5.6	0	0
570500	260500	1607	453	0.27	0.66	0	0.06	0	-0.49	0	349	0	0	4.6	0	0
571500	260500	891	430	0.7	0.2	0	0.09	0	0.1	0	1530	0	0	3.5	0.01	0
575500	260500	0	493	0.18	0.8	0	0.01	0	-0.34	0	0	0	0	8.4	0.01	0
576500	260500	2559	452	0.23	0.41	0	0.31	0	-0.08	844	1185	0	0	7.8	0.01	0
577500	260500	28131	463	0.1	0.48	0	0.19	0	-0.33	1119	2116	0	0	7.2	0.05	0
605500	260500	20847	359	0.68	0	0	0.16	0	0.17	1092	4037	0	0	2.7	0.02	0
606500	260500	25960	345	0.8	0	0	0.13	0	0.22	1072	6351	0	0	2.9	0.01	0
607500	260500	10962	327	0.81	0	0	0.12	0	0.28	2027	5323	0	0	2	0.02	0
608500	260500	130460	315	0.26	0	0	0.09	0	0.32	3604	13718	0	0	2.3	0.08	0
609500	260500	105476	336	0.2	0.05	0	0.19	0	0.16	1081	11141	0	90	6.4	0.05	0
610500	260500	68046	333	0.18	0.27	0	0.07	0	-0.27	1514	10516	0	68	5.1	0.07	827
611500	260500	245633	308	0	0.01	0	0.01	0	0.05	1306	19361	0	0	2.5	0.01	0
612500	260500	141998	287	0.01	0.24	0	0.04	0	0.24	2050	14398	0	0	2.5	0.08	0
613500	260500	184129	324	0	0.01	0	0.04	0	0.33	1351	17910	0	0	4.5	0.01	0
614500	260500	15064	433	0.02	0.67	0	0.11	0	-0.17	1470	4692	0	622	17.5	0.02	1981
615500	260500	512	516	0.02	0.87	0	0.1	0	-0.2	1662	2390	0	0	16.9	0	0
616500	260500	2845	595	0.16	0.6	0	0.22	0	0.16	553	2465	0	0	8.4	0	0
617500	260500	238	616	0.01	0.97	0	0.01	0	-0.15	0	1407	0	0	11.6	0	0
618500	260500	3885	489	0.05	0.73	0	0.12	0.01	-0.4	1136	2478	0	211	14.6	0.04	0
619500	260500	7371	430	0.28	0.43	0	0.24	0	-0.07	1144	4265	0	0	14.5	0.02	0
620500	260500	35534	382	0.22	0.25	0	0.37	0	-0.09	1067	5726	0	0	11.5	0.05	0
621500	260500	180318	312	0.1	0.03	0	0.08	0	0.28	1924	15308	0	0	4.8	0.05	0
622500	260500	9734	402	0.01	0.73	0	0.12	0	0.01	1533	3568	0	38	17	0.02	0
623500	260500	1462	532	0	0.85	0	0	0	0.13	0	2833	0	0	11.5	0	0
624500	260500	14244	468	0.12	0.54	0	0.22	0	0.43	260	8081	0	78	14.3	0.02	0
625500	260500	11836	516	0.04	0.77	0	0.09	0	-0.07	0	4122	0	0	15.5	0	0
626500	260500	12423	510	0.19	0.4	0	0.29	0	0.03	199	2350	0	0	12	0.01	0
627500	260500	20574	517	0.04	0.26	0	0.61	0	0.44	846	3482	0	0	12.8	0.01	0
628500	260500	16040	517	0.11	0.15	0	0.59	0	0	2461	6123	0	0	12.7	0.1	0
629500	260500	33290	484	0.23	0.09	0	0.41	0	0.04	1842	6730	0	0	12.4	0.02	0
630500	260500	4074	576	0.12	0.48	0	0.35	0	-0.04	526	2809	0	0	14.8	0	0
631500	260500	6525	588	0.08	0.45	0	0.37	0	-0.02	859	3573	0	0	16.8	0.03	0
632500	260500	4138	640	0.05	0.47	0	0.44	0	0.4	191	2499	0	0	16.5	0.02	0
633500	260500	4172	573	0.18	0.3	0	0.46	0	-0.26	76	5551	0	46	11.2	0.02	0
634500	260500	3198	584	0.22	0.21	0	0.49	0	-0.49	365	5467	0	0	9.1	0.02	0
635500	260500	8426	548	0.4	0.14	0	0.41	0	-0.2	277	2842	0	0	9.4	0.04	0
636500	260500	23652	475	0.37	0	0	0.48	0	0.2	2012	6974	0	0	8.4	0.03	0
637500	260500	45415	494	0.33	0.07	0	0.39	0	0.45	1832	7202	0	0	10	0.03	0
638500	260500	61	647	0.03	0.87	0	0.07	0	0.11	0	255	0	0	14.1	0.01	0
639500	260500	465	672	0	0.99	0	0.01	0	-0.55	112	0	0	0	17.3	0	0
640500	260500	5248	543	0.18	0.49	0	0.3	0	-0.21	1019	3139	0	0	17.1	0.02	0
641500	260500	14698	423	0.48	0.03	0	0.39	0	-0.16	2040	5558	0	0	8.4	0.04	0
642500	260500	109562	383	0.38	0.01	0	0.21	0	0.26	2678	12515	0	0	4.2	0.03	0
643500	260500	3932	445	0.31	0.5	0	0.15	0	0.54	666	2679	0	482	12	0.01	0
644500	260500	0	508	0.33	0.62	0	0.03	0	0.22	0	463	0	221	14.5	0	0
645500	260500	1946	439	0.29	0.6	0	0.03	0	-0.03	1298	3029	0	0	16.4	0.04	0
646500	260500	7807	482	0.67	0.08	0	0.16	0	0.13	176	3890	0	0	9	0.02	0
647500	260500	6471	433	0.47	0.28	0	0.17	0	0.25	1194	3707	0	87	9.3	0.02	0
648500	260500	53668	425	0.33	0.13	0	0.18	0	0.06	2469	14573	0	0	8.3	0.06	0
649500	260500	18740	448	0.46	0.11	0	0.3	0	-0.24	1907	5191	0	0	8.7	0.07	0
650500	260500	24913	472	0.34	0.03	0	0.36	0	-0.33	2045	5929	0	0	8.3	0.03	0
651500	260500	4675	515	0.16	0.6	0	0.18	0	-0.03	1865	1637	0	0	14.6	0.01	0
652500	260500	0	577	0.42	0.48	0	0.07	0	-0.33	564	707	0	0	6.2	0.01	0
653500	260500	19282	547	0.61	0.2	0	0.14	0	-0.45	731	3770	0	0	5.6	0.01	0
654500	260500	17707	501	0.39	0.19	0	0.32	0	-0.19	2141	4959	0	49	8.3	0.01	0
655500	260500	1358	483	0.04	0.79	0	0.12	0	-0.05	454	1270	0	0	8	0.01	0
656500	260500	51443	397	0.27	0.18	0	0.24	0	0.16	352	7463	0	0	4.9	0	0
657500	260500	320	417	0.01	0.95	0	0	0.01	-0.06	0	1997	0	59	5.5	0	0
658500	260500	79429	417	0.01	0.59	0	0	0	-0.65	110	8667	0	0	11.8	0	0
659500	260500	56393	334	0.32	0.09	0	0.12	0	-0.21	1374	10447	0.01	33	2.1	0.01	16015
660500	260500	68139	340	0.1	0.23	0	0.05	0	0.4	2809	10471	0	147	3.5	0.04	0
661500	260500	122627	348	0.09	0.1	0	0.04	0	0.39	2610	15430	0	59	4.8	0.03	0
662500	260500	71498	361	0.44	0.04	0	0.1	0	-0.29	2483	11810	0	64	3.8	0.02	0
663500	260500	80229	391	0.37	0.1	0	0.13	0	-0.43	1297	11324	0	0	4.5	0.01	0
664500	260500	106951	437	0.18	0.12	0	0.14	0	-0.67	840	12406	0	0	9.2	0.02	0
665500	260500	3378	541	0.12	0.69	0	0.14	0	-0.6	994	2531	0	0	12.7	0.01	0
666500	260500	2564	521	0.44	0.34	0	0.17	0	0.17	0	3679	0	0	9.3	0.01	0
667500	260500	57288	507	0.25	0.24	0	0.26	0	0.29	846	7743	0	106	8.2	0	0
668500	260500	37417	508	0.43	0.03	0	0.35	0	0.54	1749	8096	0	8	8.1	0.06	0
669500	260500	1632	579	0.34	0.29	0	0.34	0	0.7	1155	2471	0	97	10.6	0.01	0
670500	260500	4430	596	0.26	0.23	0	0.43	0	0.78	2869	3951	0	0	10.5	0.08	0
671500	260500	3827	567	0.29	0.3	0	0.29	0	0.78	2622	2402	0	0	12.1	0.08	0
672500	260500	5862	540	0.48	0.19	0	0.26	0	0.92	1826	3570	0	0	10.4	0.03	0
673500	260500	3885	512	0.41	0.23	0	0.32	0	0.94	2057	3936	0	0	9.1	0.02	0
674500	260500	3915	495	0.49	0.23	0	0.19	0	0.57	1470	5761	0	0	6.7	0.02	0
675500	260500	48290	465	0.47	0.03	0	0.22	0	0.3	2529	8331	0	227	5	0.03	0
676500	260500	70784	433	0.45	0.01	0	0.06	0	0.04	2399	9269	0	126	3.3	0.04	0
677500	260500	42064	417	0.62	0.01	0	0.01	0.01	-0.28	3002	8693	0	404	1.6	0.04	113245
678500	260500	9405	411	0.67	0.08	0	0.09	0	0.23	3701	6178	0	0	0.6	0.03	5813
679500	260500	66020	426	0.21	0.32	0	0.16	0	0.2	1599	10460	0	0	4.2	0.02	0
680500	260500	76552	421	0.4	0.02	0	0.13	0	0.12	1329	12203	0	0	2.1	0.04	0
681500	260500	24	431	0.86	0.01	0	0.04	0.01	-0.02	0	1634	0.02	121	2.2	0.01	0
682500	260500	683	434	0.17	0.22	0	0.4	0.01	-0.31	1200	6681	0.04	182	1.9	0	24293
683500	260500	41821	440	0.47	0.08	0	0.19	0	-0.07	1418	9041	0.02	0	4.6	0.01	5116
684500	260500	47313	503	0.21	0.42	0	0.1	0	0.12	2166	6218	0	0	7.3	0.01	0
685500	260500	5037	558	0.31	0.65	0	0.02	0	-0.43	475	772	0	0	3.7	0	0
686500	260500	31952	514	0.46	0.21	0	0.1	0	-0.03	3375	7366	0	0	7.3	0.02	0
687500	260500	28362	463	0.39	0.2	0	0.18	0	0.62	3476	6546	0	0	6.6	0.01	0
688500	260500	31517	471	0.46	0.12	0	0.16	0	-0.09	2676	7491	0	0	6.4	0.02	0
