"x"	"y"	"buildings"	"elevation"	"farmland"	"forest"	"glacier"	"grassland"	"lakes"	"northness"	"rivers"	"roads"	"rocks"	"shoreline"	"slope"	"structures"	"wetlands"
684500	295500	193	785	0.06	0.92	0	0.02	0	-0.35	199	494	0	0	8.8	0	0
684500	294500	184	784	0	1	0	0	0	0.41	684	0	0	0	13.7	0	0
685500	294500	3898	718	0.1	0.67	0	0.15	0	0.17	676	1577	0	0	14.2	0	0
686500	294500	6740	701	0.19	0.64	0	0.1	0	-0.08	988	3303	0	0	14.7	0	0
687500	294500	23521	666	0.3	0.33	0	0.19	0	-0.19	1450	7684	0	0	14.3	0.06	0
688500	294500	2371	682	0.58	0.03	0	0.25	0	-0.41	247	2309	0	0	11.1	0.09	0
691500	294500	3365	587	0.18	0.66	0	0.1	0	0.08	1139	757	0	0	8.4	0.01	0
685500	293500	269	790	0	0.96	0	0.03	0	0.13	1341	0	0	0	20.9	0.01	0
686500	293500	371	751	0.07	0.84	0	0.08	0	0.45	1076	0	0	0	17.2	0.01	0
687500	293500	3334	726	0.07	0.71	0	0.18	0	0.39	645	314	0	56	17.2	0.03	0
691500	293500	22407	555	0.53	0.05	0	0.23	0	-0.21	1607	4484	0	0	9.4	0.02	0
692500	293500	14965	526	0.21	0.34	0	0.32	0	-0.27	1638	3080	0	0	9.8	0.01	0
682500	292500	7002	625	0.8	0.03	0	0.11	0	-0.44	576	1900	0	0	5.9	0	0
683500	292500	4354	667	0.58	0.26	0	0.12	0	-0.48	2551	1985	0	0	12	0.01	0
684500	292500	619	876	0	0.91	0	0.09	0	-0.11	270	850	0	0	11.7	0	0
685500	292500	1193	839	0.02	0.86	0	0.1	0	-0.16	128	1175	0	0	14.4	0.01	0
686500	292500	1379	791	0.15	0.63	0	0.17	0	-0.55	0	2216	0	0	13.9	0.02	0
687500	292500	459	751	0.27	0.55	0	0.1	0	-0.39	0	1206	0	0	15.7	0.06	0
688500	292500	1486	651	0.13	0.66	0	0.15	0	0.02	1091	2075	0	0	19.3	0.02	0
691500	292500	19391	579	0.52	0.12	0	0.22	0	0.44	497	4365	0	0	9	0.04	0
692500	292500	25110	489	0.29	0.13	0	0.35	0	0.01	2910	8276	0	0	10.5	0.08	0
678500	291500	237	521	0.09	0.86	0	0	0	-0.03	1960	1085	0	0	11.3	0.01	0
679500	291500	312	581	0.35	0.51	0	0.11	0	-0.27	189	0	0	0	10.7	0	0
680500	291500	3302	553	0.41	0.44	0	0.12	0	-0.67	1168	2310	0	0	9.1	0	0
681500	291500	14063	575	0.45	0.12	0	0.32	0	-0.28	1805	2276	0	0	10	0.01	0
682500	291500	49143	576	0.47	0	0	0.24	0	-0.31	2177	5712	0.01	0	6.8	0.04	0
683500	291500	852	654	0.42	0.39	0	0.17	0	0.37	1132	546	0	0	12.8	0.01	0
684500	291500	752	839	0.04	0.85	0	0.11	0	-0.18	134	277	0	0	14.3	0	0
685500	291500	1727	786	0.26	0.59	0	0.12	0	-0.17	0	1381	0	0	14.9	0.02	0
686500	291500	187	682	0.03	0.59	0	0.29	0	-0.07	867	1167	0	0	19.7	0.07	0
687500	291500	3640	631	0.18	0.38	0	0.32	0	-0.32	1199	2110	0	0	18.1	0.08	0
688500	291500	99	651	0.11	0.7	0	0.12	0	0.02	381	947	0	0	21.2	0.03	0
691500	291500	120	662	0.38	0.44	0	0.16	0	-0.12	0	3599	0.01	0	6.3	0	0
692500	291500	4276	596	0.28	0.52	0	0.15	0	0.66	5	2757	0	0	10.8	0.02	0
677500	290500	404	493	0.28	0.62	0	0.05	0	-0.1	2506	1762	0	0	9.9	0	0
678500	290500	1077	558	0.2	0.58	0	0.18	0	-0.04	1058	623	0	0	9.8	0.04	0
679500	290500	12694	519	0.62	0.02	0	0.23	0	-0.28	1674	2582	0	0	8.1	0.03	0
680500	290500	5921	559	0.51	0.07	0	0.38	0	0.45	1842	1306	0	0	10.6	0.01	0
681500	290500	4356	594	0.72	0.07	0	0.2	0	0.44	98	2250	0	0	8.7	0	0
682500	290500	11869	610	0.5	0.2	0	0.24	0	0.7	1871	2965	0	0	9.6	0.02	0
683500	290500	544	695	0.22	0.62	0	0.11	0	-0.05	1032	765	0.01	0	16.2	0	0
684500	290500	192	817	0.01	0.97	0	0.01	0	-0.13	0	1327	0	0	11.6	0	0
685500	290500	696	736	0.05	0.89	0	0.04	0	-0.15	81	791	0	0	20.1	0	0
686500	290500	540	707	0.03	0.76	0	0.15	0	-0.26	33	1133	0	0	19.3	0.05	0
687500	290500	77725	571	0.18	0.26	0	0.27	0	-0.11	2630	8741	0	0	13.6	0.05	0
688500	290500	6423	607	0.14	0.62	0	0.13	0	-0.22	287	1921	0	0	20.5	0.04	0
689500	290500	292	674	0.13	0.77	0	0.08	0	-0.43	0	592	0	0	10.4	0.01	0
690500	290500	11037	655	0.41	0.4	0	0.16	0	-0.2	0	4104	0	0	9	0	0
691500	290500	22741	638	0.27	0.39	0	0.21	0	-0.4	0	2614	0	0	7.6	0.03	0
692500	290500	55459	633	0.51	0.04	0	0.2	0	-0.56	0	5456	0	158	4.4	0.01	0
693500	290500	2512	524	0.25	0.56	0	0.09	0	-0.07	997	2668	0	0	13.3	0.01	0
694500	290500	11296	500	0.36	0.36	0	0.1	0	-0.56	636	2368	0	389	6.7	0.01	2953
695500	290500	23310	506	0.79	0.06	0	0.07	0	-0.22	0	5295	0	225	4	0.01	0
696500	290500	28293	512	0.69	0.05	0	0.12	0	0.45	0	2978	0	0	5.4	0.01	0
677500	289500	15373	517	0.55	0.19	0	0.11	0	-0.19	1061	2843	0	0	10.2	0.01	0
678500	289500	112959	500	0.33	0	0	0.18	0	-0.28	1348	11522	0	0	6.8	0.05	0
679500	289500	9679	535	0.49	0	0	0.37	0	0.38	387	3670	0	0	9.7	0.04	0
680500	289500	8201	586	0.86	0.04	0	0.07	0	-0.42	513	3177	0	0	4.5	0	0
681500	289500	791	644	0.14	0.52	0	0.32	0	-0.05	363	402	0	0	13.2	0	0
682500	289500	162	769	0	0.99	0	0	0	0	0	0	0	0	20.2	0	0
683500	289500	182	818	0	0.9	0	0.08	0	0.3	0	556	0	0	16.4	0	0
684500	289500	385	811	0.01	0.91	0	0.07	0	-0.14	0	2152	0	0	9.9	0	0
685500	289500	194	736	0.01	0.93	0	0.03	0	0.14	443	566	0	0	15.9	0.02	0
686500	289500	785	690	0.03	0.94	0	0.02	0	0.01	1035	1124	0	0	16.3	0.01	0
687500	289500	554	660	0.13	0.7	0	0.15	0	0.2	176	2682	0	0	15.4	0.02	0
688500	289500	348	567	0.27	0.57	0	0.07	0	-0.25	1076	2546	0	0	16.7	0.04	0
689500	289500	1205	618	0.2	0.68	0	0.08	0	-0.26	0	162	0	199	14.6	0.03	0
690500	289500	2138	636	0.46	0.48	0	0.04	0	-0.67	0	1844	0	0	4.8	0.01	0
691500	289500	6361	600	0.49	0.3	0	0.12	0	-0.24	0	3985	0	0	7.6	0	0
692500	289500	15755	587	0.48	0.29	0	0.16	0	-0.53	0	2941	0	107	5.4	0.02	0
693500	289500	7555	519	0.17	0.55	0	0.14	0	-0.24	0	2797	0	0	9.9	0	0
694500	289500	118616	447	0.18	0.08	0	0.1	0.01	-0.15	515	14851	0	402	4.4	0.03	8376
695500	289500	131899	464	0.26	0.04	0	0.09	0	-0.49	984	13895	0	70	5.7	0.04	0
696500	289500	29134	495	0.53	0.07	0	0.11	0	-0.49	482	4541	0	0	7.9	0.05	0
676500	288500	8824	507	0.58	0.28	0	0.09	0	0.25	2053	2097	0	0	7.7	0	0
677500	288500	13639	492	0.73	0.1	0	0.08	0	0.44	2135	3275	0	0	6	0.01	0
678500	288500	24340	518	0.51	0.08	0	0.28	0	0.28	859	5646	0	0	8.9	0.03	0
679500	288500	2084	577	0.86	0.01	0	0.08	0	-0.21	457	2451	0	0	6.4	0.02	0
680500	288500	7295	569	0.46	0.35	0	0.13	0	0.1	1722	1363	0	87	7.3	0.02	0
681500	288500	1079	676	0	0.83	0	0.16	0	0.66	1235	792	0	86	15.9	0.01	0
682500	288500	61	815	0	0.98	0	0	0	0.32	320	0	0	0	17.4	0	0
683500	288500	262	794	0	0.81	0	0.15	0	-0.31	99	227	0	0	16.3	0.04	0
684500	288500	448	746	0.03	0.81	0	0.14	0	-0.47	48	1708	0	0	14.4	0.01	0
685500	288500	1596	715	0.09	0.59	0	0.27	0	-0.51	0	2233	0	0	14.3	0.04	0
686500	288500	596	686	0.28	0.62	0	0.07	0	-0.31	0	1598	0	0	10.1	0.01	0
687500	288500	170	643	0.1	0.83	0	0.07	0	-0.23	0	0	0	0	10.9	0	0
688500	288500	230	558	0.21	0.7	0	0.01	0	-0.18	1151	2339	0	0	16.5	0	0
689500	288500	1827	579	0.07	0.79	0	0.11	0	-0.13	0	2357	0	125	13.3	0.01	0
690500	288500	6031	567	0.26	0.59	0	0.13	0	-0.27	0	2804	0	0	11.1	0.01	0
691500	288500	62520	578	0.53	0.05	0	0.1	0	-0.36	0	9710	0	0	4.2	0.01	0
692500	288500	5082	518	0.22	0.59	0	0.09	0	-0.36	1231	3348	0	0	8	0.02	11547
693500	288500	547	468	0.18	0.58	0	0.06	0	-0.28	2153	6354	0	92	9.3	0	52234
694500	288500	18101	471	0.14	0.73	0	0.03	0.02	-0.05	430	3146	0	390	10.4	0	17652
695500	288500	47863	456	0.28	0.3	0	0.09	0	0.19	529	6494	0	0	6.5	0.03	0
676500	287500	2322	537	0.55	0.41	0	0.02	0	-0.24	1553	1198	0	92	4.2	0	0
677500	287500	4976	552	0.46	0.4	0	0.12	0	0.41	119	2125	0	0	8.9	0.01	0
678500	287500	7418	517	0.6	0.01	0	0.28	0	0.22	1180	3865	0	0	8.4	0.06	0
679500	287500	3795	544	0.43	0.27	0	0.24	0	-0.16	1528	3279	0	0	9.3	0.04	0
680500	287500	580	618	0.08	0.76	0	0.09	0	0.24	1049	3047	0	0	11.7	0	0
681500	287500	179	753	0	0.98	0	0.01	0	-0.35	473	212	0	0	21.9	0	0
682500	287500	2656	817	0.05	0.84	0	0.08	0	-0.32	154	1171	0	0	15.1	0.01	0
683500	287500	241	794	0.09	0.71	0	0.19	0	-0.06	0	1255	0	0	9.6	0	0
684500	287500	3	703	0.03	0.91	0	0.04	0	0	1117	2847	0	0	16.2	0	0
685500	287500	27845	641	0.16	0.39	0	0.22	0	-0.18	1021	3912	0	0	15.7	0.09	0
686500	287500	23724	617	0.25	0.33	0	0.18	0	-0.3	869	4344	0	0	12	0.07	0
687500	287500	115	618	0.1	0.82	0	0.07	0	-0.33	0	0	0	0	9.3	0	0
688500	287500	24302	537	0.16	0.72	0	0.02	0	-0.24	760	2353	0	0	14.4	0.01	0
689500	287500	3181	537	0.05	0.75	0	0.13	0	-0.47	400	3960	0	0	12.9	0.01	0
690500	287500	2275	547	0.17	0.73	0	0.07	0	-0.6	91	2622	0	0	8	0	0
691500	287500	28101	517	0.21	0.45	0	0.15	0	-0.5	1003	4103	0	166	9.1	0.04	6343
692500	287500	4477	466	0.18	0.57	0	0.07	0	-0.2	1192	3829	0	827	9.6	0	53717
693500	287500	121	467	0	0.92	0	0.01	0	0.05	2350	1169	0	0	7.1	0	34927
694500	287500	516	477	0.27	0.59	0	0.08	0.03	0.09	206	723	0	391	6.3	0	3259
695500	287500	387	489	0.52	0.44	0	0.02	0	-0.14	0	1504	0	0	4.8	0	13536
702500	287500	10824	434	0.62	0.24	0	0.07	0	-0.11	0	3257	0	0	3.1	0	0
676500	286500	277	522	0.18	0.78	0	0.04	0	0.03	1263	0	0	0	5.7	0	0
677500	286500	209	581	0.34	0.39	0	0.22	0	-0.14	554	1329	0	0	7.7	0.01	0
678500	286500	4157	569	0.5	0.08	0	0.38	0	-0.14	0	1620	0	0	8.9	0.02	0
679500	286500	6462	556	0.85	0	0	0.09	0	-0.04	0	5320	0	0	5.9	0	0
680500	286500	1577	577	0.4	0.21	0	0.32	0	-0.6	0	2971	0	93	9.3	0	0
681500	286500	7873	609	0.15	0.52	0	0.21	0	-0.55	1276	2024	0	79	12.4	0.03	0
682500	286500	484	721	0	0.96	0	0.02	0	-0.21	934	1362	0	0	23.5	0.01	0
683500	286500	220	720	0	0.99	0	0.01	0	-0.38	0	0	0	0	16.3	0	0
684500	286500	3365	640	0.12	0.74	0	0.13	0	-0.55	0	87	0	0	14.5	0	0
685500	286500	3700	658	0	0.8	0	0.18	0	-0.04	0	1336	0	0	8.7	0	0
686500	286500	2640	606	0.09	0.85	0	0.04	0	-0.06	881	819	0	0	12.3	0	0
687500	286500	366	567	0.14	0.79	0	0.04	0	0	2438	1144	0	0	13.3	0.03	0
688500	286500	10960	536	0.06	0.77	0	0.04	0	0.04	671	3079	0	0	12.3	0.04	0
689500	286500	25387	490	0.03	0.73	0	0.07	0	-0.11	1094	5189	0	160	11.6	0	1560
690500	286500	71993	483	0.03	0.54	0	0.05	0	-0.22	284	7854	0	0	8.4	0.01	0
691500	286500	146340	459	0.02	0.17	0	0.09	0	-0.55	446	14378	0	0	6.1	0.05	0
692500	286500	79798	447	0.08	0.4	0	0.03	0.01	0	1016	7711	0	395	7.2	0.02	0
693500	286500	643	475	0.14	0.79	0	0.05	0	0.13	888	1748	0	0	4.6	0	959
694500	286500	377	471	0.08	0.9	0	0	0	-0.14	0	225	0	0	4.2	0	1213
695500	286500	164	466	0.37	0.6	0	0.02	0	-0.24	0	1328	0	125	5.3	0	9147
700500	286500	17311	418	0.8	0	0	0.09	0	-0.17	2341	2037	0	0	1.9	0.05	0
701500	286500	16092	426	0.76	0.02	0	0.12	0	-0.46	341	4926	0	0	2.1	0	0
702500	286500	126	428	0.45	0.47	0	0.04	0	-0.08	725	2161	0	0	3.6	0.01	0
675500	285500	5135	521	0.13	0.81	0	0.03	0	0.3	1468	2011	0	0	6.7	0	0
676500	285500	143	554	0.26	0.53	0	0.2	0	0.25	495	1217	0	0	7.4	0	0
677500	285500	9119	525	0.3	0	0	0.34	0	-0.46	167	4426	0	0	9.2	0.02	0
678500	285500	1280	492	0.62	0	0	0.37	0	-0.41	585	1221	0	0	7.6	0	0
679500	285500	3405	523	0.87	0	0	0.08	0	-0.49	0	2630	0	0	5.4	0	0
680500	285500	18094	500	0.8	0	0	0.07	0	-0.63	1218	3427	0	0	3.7	0	0
681500	285500	66658	541	0.23	0.07	0	0.4	0	-0.42	2007	8405	0	0	8.1	0.02	0
682500	285500	296	675	0	0.91	0	0.08	0	-0.25	886	1413	0	0	17.6	0	0
683500	285500	135	698	0	0.99	0	0	0	-0.09	0	1536	0	0	14	0	0
684500	285500	3123	571	0.28	0.58	0	0.12	0	0.05	403	1477	0	0	11.8	0	0
685500	285500	703	596	0.18	0.67	0	0.09	0	-0.32	30	2386	0	0	11.2	0	0
686500	285500	147	593	0.21	0.75	0	0.03	0	-0.37	0	176	0	0	8	0	0
687500	285500	3046	589	0.32	0.41	0	0.18	0	-0.41	310	731	0	0	4.1	0.05	0
688500	285500	19220	534	0.04	0.76	0	0.09	0	-0.09	1797	3304	0	0	11	0	0
689500	285500	80033	481	0	0.53	0	0.04	0	-0.21	1790	7710	0	0	12	0.07	0
690500	285500	180447	447	0	0.17	0	0	0	-0.29	0	17875	0	0	6.8	0.01	0
691500	285500	131707	437	0.08	0.35	0	0.01	0	0.22	0	10961	0	0	4.1	0.05	0
692500	285500	14333	461	0.03	0.64	0	0.01	0	0.09	0	3668	0	341	6.9	0	0
693500	285500	9979	461	0.59	0.3	0	0.04	0	-0.33	0	2571	0	0	4.4	0.01	0
694500	285500	5096	438	0.82	0.07	0	0.09	0	-0.42	344	2400	0	0	3.6	0	0
695500	285500	4207	440	0.66	0.07	0	0.2	0	-0.3	44	3832	0	0	3.7	0.01	0
696500	285500	35382	471	0.39	0.32	0	0.11	0	0.17	0	4586	0	140	4.8	0	0
700500	285500	8963	438	0.58	0.25	0	0.1	0	0.5	0	853	0	0	4.9	0.02	0
701500	285500	2376	427	0.7	0.09	0	0.16	0	0.38	2123	1810	0	0	3.9	0.01	0
702500	285500	30695	416	0.76	0	0	0.09	0	-0.14	2226	4059	0	0	2	0.01	0
703500	285500	48086	417	0.67	0	0	0.05	0	0	147	3993	0	0	0.4	0	0
704500	285500	19387	424	0.62	0	0	0.28	0	0.13	663	2484	0	0	1.6	0.01	0
673500	284500	183	456	0.22	0.64	0	0.05	0	0.04	3147	1009	0	0	8.6	0.01	0
674500	284500	2290	501	0.19	0.71	0	0.05	0	-0.17	2235	1913	0	0	6.9	0	0
675500	284500	1370	535	0.2	0.66	0	0.07	0	-0.16	1277	3122	0	0	8.4	0	0
676500	284500	12474	533	0.18	0	0	0.25	0	-0.53	62	8780	0	0	8.5	0.01	0
677500	284500	34283	454	0.39	0	0	0.18	0	-0.51	803	7942	0	0	5.5	0.03	0
678500	284500	30550	469	0.29	0	0	0.2	0	-0.38	436	5762	0	0	7.5	0.02	0
679500	284500	72210	469	0.47	0	0	0.2	0	-0.71	92	9516	0	0	4.3	0	0
680500	284500	5411	473	0.84	0	0	0.04	0	-0.75	2085	3298	0	0	2.2	0.03	0
681500	284500	1553	478	0.79	0.01	0	0.13	0	-0.73	17	2881	0	0	5	0	0
682500	284500	1654	512	0.4	0.32	0	0.17	0	-0.84	0	2709	0	0	10.5	0.01	0
683500	284500	70020	537	0.09	0.32	0	0.23	0	-0.85	0	9336	0	0	12.1	0.01	0
684500	284500	2374	582	0.06	0.72	0	0.06	0	-0.39	0	432	0	0	16.4	0	0
685500	284500	24404	549	0.18	0.52	0	0.11	0	-0.31	701	5420	0	147	11.3	0.02	0
686500	284500	1220	585	0.24	0.58	0	0.13	0	0	801	2480	0	120	6	0.01	13610
687500	284500	6054	555	0.4	0.47	0	0.04	0.04	-0.16	0	3108	0	579	4.9	0	4443
688500	284500	152383	487	0.01	0.16	0	0.1	0	-0.44	1420	14775	0	0	7.1	0.04	0
689500	284500	190926	443	0	0.06	0	0.01	0	-0.34	1026	17446	0	0	9.1	0.09	0
690500	284500	231213	437	0	0.05	0	0.03	0	0.04	0	19027	0	0	6.7	0.02	0
691500	284500	44097	451	0.29	0.08	0	0.13	0	-0.18	0	5176	0	0	4	0.22	0
692500	284500	329	450	0.17	0.82	0	0	0	-0.12	0	976	0	0	5.3	0	0
693500	284500	709	426	0.39	0.53	0	0.05	0	-0.26	0	1335	0	0	4.7	0	0
694500	284500	4059	416	0.67	0.13	0	0.1	0	-0.32	1148	2322	0	0	3.3	0.03	0
695500	284500	10590	417	0.84	0.02	0	0.06	0	-0.3	2288	3227	0	205	2.1	0.02	0
696500	284500	38972	446	0.51	0.02	0	0.16	0	-0.41	1335	4974	0	0	5	0.02	0
702500	284500	23812	437	0.42	0.39	0	0.07	0	0.2	748	3332	0	0	6.7	0	0
703500	284500	52041	414	0.65	0	0	0.12	0	-0.34	876	8783	0	248	1.6	0.01	0
704500	284500	349	482	0.2	0.65	0	0.13	0	0.03	123	1225	0	0	12.5	0	0
705500	284500	374	594	0.02	0.97	0	0.01	0	0.05	0	103	0	0	15.1	0	0
706500	284500	4028	619	0.19	0.66	0	0.11	0	-0.25	15	192	0	0	12	0.02	0
673500	283500	71	483	0.04	0.92	0	0.02	0	0.08	1851	545	0	0	9	0	0
674500	283500	2322	541	0.24	0.56	0	0.18	0	0.22	522	1353	0	0	8.2	0.01	0
675500	283500	8948	503	0.1	0.01	0	0.32	0	-0.34	699	8627	0	0	9.5	0.03	0
676500	283500	146252	439	0.05	0	0	0.1	0	-0.71	1616	18451	0	112	4.8	0.01	0
677500	283500	26724	424	0.66	0	0	0.11	0	-0.41	2721	6133	0	0	2	0.01	0
678500	283500	314	428	0.93	0	0	0.04	0	-0.5	1269	2558	0	0	1.8	0	0
679500	283500	22747	438	0.8	0	0	0.07	0	-0.73	1538	5375	0	0	1.3	0	0
680500	283500	1250	445	0.97	0	0	0.01	0	-0.86	629	1850	0	0	1.6	0	0
681500	283500	4598	446	0.88	0.01	0	0.04	0.01	-0.39	2408	2249	0	246	2.2	0.01	0
682500	283500	9838	453	0.87	0.01	0	0.04	0	0.05	587	2931	0	0	2.6	0	0
683500	283500	47807	454	0.7	0	0	0.16	0	-0.58	0	7847	0	0	3.8	0.01	0
684500	283500	30949	452	0.68	0	0	0.13	0	-0.73	0	5826	0	0	4.2	0.03	0
685500	283500	165373	457	0.22	0.03	0	0.05	0	-0.69	412	14658	0	139	5	0.04	0
686500	283500	102969	475	0.31	0.24	0	0.08	0	-0.65	687	9889	0	154	9.3	0.01	0
687500	283500	20337	496	0.12	0.7	0	0.04	0	-0.31	1057	4946	0	0	11.2	0.01	0
688500	283500	85716	477	0.03	0.43	0	0.08	0	-0.08	1090	10700	0	67	9.1	0.03	0
689500	283500	243309	411	0	0.07	0	0.01	0	-0.22	2568	19802	0	0	6.4	0.04	0
690500	283500	192641	419	0	0.01	0	0	0	-0.05	1130	17738	0	0	5.8	0.06	0
691500	283500	122548	445	0.17	0.01	0	0.15	0	-0.3	79	12552	0	255	5.8	0.02	0
692500	283500	9722	435	0.78	0.05	0	0.06	0	-0.54	162	3046	0	0	3.8	0.01	0
693500	283500	49335	406	0.38	0.09	0	0.13	0	-0.35	1041	6687	0	0	2.8	0	9552
694500	283500	24155	397	0.23	0.24	0	0.14	0	-0.24	1738	4167	0	229	1.8	0.03	5051
695500	283500	1007	405	0.48	0.34	0	0.05	0	-0.45	427	1527	0	404	2.1	0.02	0
696500	283500	6404	419	0.62	0	0	0.15	0	0.06	1128	2259	0	0	4.1	0.03	0
702500	283500	0	461	0.07	0.92	0	0	0	-0.28	371	0	0	75	5.9	0.01	0
703500	283500	17190	409	0.71	0.03	0	0.12	0	-0.08	1062	3410	0	0	2.3	0.02	0
704500	283500	2526	432	0.68	0.17	0	0.06	0	-0.45	0	2838	0	0	4.7	0.02	44629
705500	283500	104	547	0.01	0.98	0	0.01	0	-0.48	0	750	0	0	9.7	0	0
673500	282500	519	499	0.27	0.63	0	0.09	0	0.42	1343	945	0	247	7	0.01	0
674500	282500	667	536	0.34	0.45	0	0.18	0	-0.01	60	3370	0	0	7.5	0	0
675500	282500	7234	469	0.25	0	0	0.21	0	-0.26	463	6657	0	64	9.4	0.03	0
676500	282500	27457	416	0.75	0	0	0.08	0	-0.01	2230	6960	0	89	1.2	0.01	0
677500	282500	17740	418	0.86	0	0	0.03	0	0.04	1695	3629	0	0	2	0	0
678500	282500	16190	422	0.83	0	0	0.05	0	0.05	2368	4099	0	0	1.6	0	0
679500	282500	147794	431	0.18	0	0	0.22	0	0.02	1910	16586	0	0	2.3	0.03	0
680500	282500	17839	436	0.63	0	0	0.21	0	-0.08	2275	7261	0	0	2.9	0.01	0
681500	282500	3287	451	0.62	0.16	0	0.07	0	0.12	574	4395	0	0	6.4	0.02	0
682500	282500	7196	460	0.34	0.51	0	0.09	0	0.23	0	3680	0	0	9.7	0.01	0
683500	282500	20847	440	0.54	0.15	0	0.22	0	0.5	115	3512	0	0	3.2	0.01	0
684500	282500	24204	443	0.63	0.07	0	0.16	0	0.49	0	4664	0	0	3.5	0	0
685500	282500	892	480	0.25	0.58	0	0.11	0	0.4	46	2839	0	111	8.1	0.02	0
686500	282500	15777	488	0.06	0.69	0	0.04	0	0.01	0	2878	0	8	8.8	0.01	0
687500	282500	11813	505	0	0.91	0	0.02	0	0.02	0	3975	0	0	9.4	0	0
688500	282500	159832	446	0.04	0.06	0	0.04	0	-0.35	9	18400	0	69	7.4	0.01	0
689500	282500	99526	429	0.13	0.07	0	0.13	0	0.02	1622	11753	0	0	8.4	0.05	0
690500	282500	78210	467	0.03	0.51	0	0.1	0	0.72	0	8789	0	0	10	0.03	0
691500	282500	71334	418	0.09	0.26	0	0.07	0	0.17	1131	10713	0	0	6.6	0.05	0
692500	282500	43176	403	0.31	0.01	0	0.13	0	-0.01	2249	7561	0	168	3.3	0.07	0
693500	282500	5467	397	0.5	0.15	0	0.1	0	0.12	2495	2699	0	54	1.3	0.01	9331
694500	282500	174	401	0.01	0.89	0	0.03	0	0.39	1257	72	0	391	1	0	30587
695500	282500	813	404	0.04	0.78	0	0	0	0.4	1051	572	0	230	1.1	0.01	6271
696500	282500	15214	414	0.6	0.24	0	0.07	0	0.55	20	3366	0	0	2.3	0	0
697500	282500	55143	417	0.44	0	0	0.18	0	0.06	1033	10878	0	330	4.3	0.02	0
698500	282500	140851	408	0.28	0	0	0.08	0.01	0.29	981	10186	0	450	2.2	0.07	0
699500	282500	22575	408	0.41	0	0	0.21	0	0.2	1735	5487	0	105	3.3	0.05	0
702500	282500	777	428	0.34	0.58	0	0.06	0	-0.3	2050	1523	0	0	5.4	0.01	8218
703500	282500	12752	405	0.79	0.03	0	0.1	0	-0.09	864	2628	0	310	1.5	0	2649
704500	282500	2641	422	0.54	0.27	0	0.06	0	-0.01	732	5260	0	180	3.8	0.01	1654
705500	282500	315	472	0.06	0.89	0	0.04	0	0.04	2429	1457	0	0	11.8	0.01	0
718500	282500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
719500	282500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
720500	282500	0	396	0	0	0	0	1	0	0	0	0	0	0	0	0
673500	281500	2451	531	0.27	0.52	0	0.14	0	-0.49	180	1028	0	0	7.3	0.01	0
674500	281500	7818	489	0.39	0.12	0	0.25	0	-0.59	277	5189	0	0	9	0	0
675500	281500	6672	415	0.82	0	0	0.05	0	-0.39	1886	5017	0	0	2.6	0.01	0
676500	281500	22911	414	0.68	0	0	0.05	0	-0.13	1117	6330	0	0	2	0	0
677500	281500	17435	433	0.53	0.21	0	0.1	0	0.18	884	4569	0	0	5.4	0.01	0
678500	281500	142	460	0.45	0.51	0	0.03	0	0.33	0	915	0	0	7	0	0
679500	281500	5026	471	0.41	0.35	0	0.17	0	0.65	0	2988	0	0	6.5	0.02	0
680500	281500	4010	505	0.2	0.55	0	0.21	0	0.83	0	1577	0	0	12	0.02	0
681500	281500	3987	516	0.17	0.67	0	0.13	0	0.56	1049	1471	0	0	15.8	0	0
682500	281500	173	569	0	0.97	0	0.02	0	-0.11	594	631	0	0	16.9	0	0
683500	281500	220	548	0.04	0.91	0	0.05	0	0.19	1122	343	0	0	12.9	0	0
684500	281500	820	530	0.03	0.94	0	0.03	0	0.36	947	1658	0	50	8.9	0	0
685500	281500	36	519	0.02	0.92	0	0.05	0	-0.2	232	656	0	111	5.9	0	0
686500	281500	10615	475	0.15	0.72	0	0.01	0	-0.35	0	3075	0	0	4.3	0	0
687500	281500	109846	441	0.02	0.33	0	0	0	-0.57	131	14936	0	0	8.1	0.06	0
688500	281500	153570	397	0.02	0.18	0	0.03	0	-0.21	1352	12938	0	0	8.5	0.05	0
689500	281500	48794	450	0.13	0.26	0	0.13	0	0.22	1155	10735	0	0	10.6	0.03	0
690500	281500	554	549	0	0.99	0	0.01	0	0.21	0	1590	0	0	9.1	0	0
691500	281500	1757	533	0.13	0.81	0	0.05	0	0.2	0	1463	0	0	9.8	0	0
692500	281500	309	496	0.09	0.86	0	0.03	0	0.59	1927	285	0	0	9.9	0	0
693500	281500	24159	430	0.19	0.54	0	0.05	0.02	0.54	3162	4577	0	489	6.6	0.03	16056
694500	281500	35191	406	0.58	0.08	0	0.11	0	0.19	1453	4477	0	0	0.7	0	52
695500	281500	2807	421	0.29	0.52	0	0.08	0.04	0.41	363	2026	0	2247	3.1	0	0
696500	281500	692	449	0.06	0.85	0	0.02	0	0.11	0	2147	0	0	5.1	0	0
697500	281500	12086	426	0.67	0.06	0	0.2	0	0.29	792	2321	0	169	4.1	0.02	0
698500	281500	39059	409	0.67	0.01	0	0.08	0	0.09	456	5353	0	0	2.1	0.04	0
699500	281500	84173	423	0.66	0.1	0	0.06	0	0.12	0	2906	0	0	3.3	0.02	0
