"site";"buildings";"elevation";"farmland";"forest";"glacier";"grassland";"lakes";"northness";"rivers";"roads";"rocks";"shoreline";"slope";"structures";"wetlands";"x_lv95";"y_lv95";"kmx_lv03";"kmy_lv03";"Latitude";"Longitude";"id";"ID";"ent1.1";"ent1.2";"ent2";"x";"y";"optional"
"407";5680;26645;460;0.08;0.51;0;0.19;0;-0.19;1483;5750;0;0;17.3;0.04;654;2598500;1249499;598;249;47.4;7.42;"598500_249500";407;1.57947807514259;22.2948639167848;198.23656108249;598500;249500;TRUE
"408";5642;2945;548;0.02;0.26;0;0.08;0.08;0.44;3331;5518;0;3046;14;0;174608;2599500;1121499;599;121;46.24;7.43;"599500_121500";408;3.06810411425233;41.3010813322066;335.516158348191;599500;121500;TRUE
"409";5645;3746;1789;0;0.58;0;0.3;0;-0.34;1695;1139;0;0;21.9;0.11;0;2599500;1130499;599;130;46.33;7.43;"599500_130500";409;1.16230280398276;15.097426385987;34.911578307958;599500;130500;TRUE
"410";5921;1930;553;0.54;0.34;0;0.11;0;-0.08;2437;1436;0;0;3.7;0;0;2599500;1212499;599;212;47.06;7.43;"599500_212500";410;2.22305416610516;36.2847815712677;149.197234497739;599500;212500;TRUE
"411";5675;244;427;0.71;0;0;0.01;0;0.07;3006;2153;0;0;0.4;0.04;27288;2599500;1225499;599;225;47.18;7.43;"599500_225500";411;1.8546673401841;33.7906281249774;45.3762340282774;599500;225500;TRUE
"412";5916;0;2851;0;0;0.11;0.19;0;-0.29;0;0;0.7;0;27;0;0;2599500;1096499;599;96;46.02;7.43;"599500_96500";412;0;0.189961357931046;0;599500;96500;TRUE
"413";5687;27757;1444;0;0.14;0;0.63;0;-0.59;1791;3972;0;0;26.9;0.12;0;2600500;1113499;600;113;46.17;7.45;"600500_113500";413;2.05464260990438;36.6699371296209;124.309063782661;600500;113500;TRUE
"414";5688;8519;1632;0;0.62;0;0.31;0;0.02;2348;2215;0;361;19.8;0.03;0;2600500;1117499;600;117;46.21;7.45;"600500_117500";414;1.52771678581527;40.9279986848804;32.8135194514173;600500;117500;TRUE
"415";5698;27924;1218;0;0.05;0;0.75;0;-0.5;91;6316;0;0;19.9;0.04;0;2600500;1146499;600;146;46.47;7.45;"600500_146500";415;1.42186803117402;28.2908448604235;54.9171124485662;600500;146500;TRUE
"416";5703;342;1841;0;0;0;0.82;0.04;0.09;1751;135;0.05;920;17.7;0.08;7742;2600500;1158499;600;158;46.58;7.45;"600500_158500";416;1.77914177616292;26.4723009501497;182.221175075308;600500;158500;TRUE
"417";5706;2224;1616;0;0.27;0;0.65;0;0.18;2970;2509;0;0;17.6;0.05;5575;2600500;1160499;600;160;46.6;7.45;"600500_160500";417;1.39676844741885;20.1273251992799;58.163553605207;600500;160500;TRUE
"418";5720;11407;808;0.43;0.05;0;0.45;0;0.57;2995;3624;0;0;9;0.02;0;2600500;1190499;600;190;46.87;7.45;"600500_190500";418;1.27860173708965;15.2477312804789;7.98061949042955;600500;190500;TRUE
"419";5728;15499;588;0.41;0.33;0;0.18;0;0.29;21;3772;0;0;4.2;0;0;2600500;1211499;600;211;47.05;7.45;"600500_211500";419;2.31715599568374;36.8157718235571;206.6779642338;600500;211500;TRUE
"420";5731;1809;538;0.23;0.6;0;0.06;0;0.5;654;2644;0;90;4.2;0;0;2600500;1223499;600;223;47.16;7.45;"600500_223500";420;2.48500109597351;35.7278492810709;256.180389412895;600500;223500;TRUE
"421";5732;8235;580;0.52;0.17;0;0.16;0;-0.82;665;3898;0;0;8.2;0.02;0;2600500;1229499;600;229;47.22;7.45;"600500_229500";421;2.54579533966552;28.4787040973264;169.820535807044;600500;229500;TRUE
"422";5738;3058;824;0.03;0.61;0;0.33;0;0.22;478;1521;0;0;17.1;0.01;0;2600500;1247499;600;247;47.38;7.45;"600500_247500";422;1.0942580799223;26.4585599368318;19.8268209458963;600500;247500;TRUE
"423";5742;5795;596;0.18;0.37;0;0.39;0;0.39;0;328;0;0;12.5;0.04;0;2600500;1251499;600;251;47.41;7.45;"600500_251500";423;1.79413202881856;25.0783337964541;32.8287887235466;600500;251500;TRUE
"424";5924;0;2660;0;0;0;0.56;0;-0.36;1152;0;0.4;0;23.2;0;0;2600500;1096499;600;96;46.02;7.45;"600500_96500";424;0.000161164604236118;0.362691969093213;0;600500;96500;TRUE
"425";5686;5369;2032;0;0.14;0;0.75;0;-0.11;3123;0;0.01;0;25.6;0.08;0;2601500;1107499;601;107;46.12;7.46;"601500_107500";425;2.13341649818956;33.2892466228373;115.497514526945;601500;107500;TRUE
"426";5695;1401;1959;0;0.33;0;0.57;0;-0.46;304;0;0.03;0;25.3;0.05;0;2601500;1132499;601;132;46.34;7.46;"601500_132500";426;0.946635887834309;13.2264357675028;18.7342955203073;601500;132500;TRUE
"427";5710;601;1875;0;0;0;0.85;0;0.03;1242;0;0.1;0;31.3;0.03;0;2601500;1172499;601;172;46.7;7.46;"601500_172500";427;1.32513991503539;15.1795691462769;71.5403227152058;601500;172500;TRUE
"428";5711;773;1430;0;0.71;0;0.24;0;0.19;3370;834;0;0;18.9;0.02;0;2601500;1177499;601;177;46.75;7.46;"601500_177500";428;1.75112822378913;15.6119437198609;63.6021936489626;601500;177500;TRUE
"429";5715;14475;924;0.13;0.12;0;0.71;0;-0.7;1708;3464;0;0;12;0;0;2601500;1187499;601;187;46.84;7.46;"601500_187500";429;1.32343285122016;13.9354560413825;19.7324583013969;601500;187500;TRUE
"430";5719;217109;534;0;0.03;0;0;0;-0.04;3340;20492;0;251;6.9;0.08;0;2601500;1199499;601;199;46.95;7.46;"601500_199500";430;2.79093427206702;41.4107291382938;234.826246833484;601500;199500;TRUE
"431";5723;42984;515;0.03;0.54;0;0.03;0;0.01;2246;8240;0;0;7.7;0.04;0;2601500;1202499;601;202;46.97;7.46;"601500_202500";431;3.02868712450784;45.4725822481716;377.240814657487;601500;202500;TRUE
"432";5923;80;2600;0;0;0;0.39;0;-0.04;2550;0;0.61;0;26.4;0;0;2601500;1099499;601;99;46.05;7.46;"601500_99500";432;0.0683752213345852;4.5367460479943;1.00093076283216;601500;99500;TRUE
"433";5689;920;2222;0;0.14;0;0.65;0;0.37;404;0;0.02;152;18;0.17;0;2602500;1117499;602;117;46.21;7.47;"602500_117500";433;2.62867004951947;41.92425898419;344.014327952475;602500;117500;TRUE
"434";5691;19190;602;0.03;0.05;0;0.03;0;-0.75;4470;10226;0;75;15.4;0.04;3101;2602500;1124499;602;124;46.27;7.47;"602500_124500";434;2.95492635978612;39.7835512986718;351.818532146665;602500;124500;TRUE
"435";5696;0;2489;0;0;0;0.29;0;-0.1;716;0;0.71;73;14.8;0;0;2602500;1134499;602;134;46.36;7.47;"602500_134500";435;0.372591999787272;10.8416800563642;3.82281987895729;602500;134500;TRUE
"436";5704;505;1989;0;0;0;0.86;0;-0.19;244;0;0.11;59;27.1;0.03;1719;2602500;1153499;602;153;46.53;7.47;"602500_153500";436;1.96507982394014;48.9848759741659;640.372799321653;602500;153500;TRUE
"437";5724;12988;543;0.43;0;0;0.09;0.01;0.26;202;4484;0;395;3.2;0.39;0;2602500;1207499;602;207;47.02;7.47;"602500_207500";437;2.44780543642711;38.6938124142903;209.786068494174;602500;207500;TRUE
"438";5729;410;468;0.96;0;0;0.01;0;0.11;1938;2127;0;0;0.4;0;0;2602500;1217499;602;217;47.11;7.47;"602500_217500";438;2.30021098440964;33.6562199304818;197.246845711736;602500;217500;TRUE
"439";5739;3456;552;0.48;0.1;0;0.37;0;-0.27;2062;2683;0;0;8.9;0.03;0;2602500;1245499;602;245;47.36;7.47;"602500_245500";439;1.93940103678495;23.445199156452;80.4983412408248;602500;245500;TRUE
"440";5684;103;2258;0;0.1;0.06;0.5;0;0.01;3380;0;0.07;0;23;0.2;0;2602500;1096499;602;96;46.02;7.47;"602500_96500";440;0.069206852024558;1.09496377777712;0;602500;96500;TRUE
"441";5912;230;2375;0;0.05;0;0.69;0;-0.23;0;63;0.18;0;25.6;0.06;0;2602500;1097499;602;97;46.03;7.47;"602500_97500";441;0.13493122747611;1.74824480740676;0.841853632255532;602500;97500;TRUE
"442";5692;23258;1079;0;0.7;0;0.14;0;0.86;25;7378;0;0;26.8;0.02;0;2603500;1121499;603;121;46.24;7.48;"603500_121500";442;2.64543142389886;45.1830926204695;308.440377610991;603500;121500;TRUE
"443";5699;3524;1262;0;0.69;0;0.25;0;0.36;4652;181;0;0;21.5;0.05;0;2603500;1141499;603;141;46.42;7.48;"603500_141500";443;1.24095703953897;14.1336653322983;42.6972908455009;603500;141500;TRUE
"444";5705;2988;1684;0;0.13;0;0.72;0;0.37;1152;1050;0.01;0;17.9;0.09;0;2603500;1151499;603;151;46.51;7.48;"603500_151500";444;2.0287968627377;54.77051390321;717.70201808652;603500;151500;TRUE
"445";5716;7759;792;0.23;0.21;0;0.43;0;0.16;2196;2736;0;95;11.9;0.06;0;2603500;1186499;603;186;46.83;7.48;"603500_186500";445;1.69870795265232;16.1150152320515;29.8558746137422;603500;186500;TRUE
"446";5733;2031;426;0.69;0.03;0;0.06;0;-0.05;2107;108;0;0;0.6;0.04;0;2603500;1227499;603;227;47.2;7.48;"603500_227500";446;2.40861357099809;36.9303821093301;192.957525227619;603500;227500;TRUE
"447";5928;5992;842;0.01;0.42;0;0.44;0;-0.48;676;2465;0;0;19.1;0.06;0;2603500;1235499;603;235;47.27;7.48;"603500_235500";447;0.935885626512153;19.5900462535862;32.3990982886958;603500;235500;TRUE
"448";5685;7336;2010;0;0.5;0;0.3;0;0;3814;3282;0;0;24.4;0.1;0;2603500;1097499;603;97;46.03;7.48;"603500_97500";448;0.136367714296533;2.63819462545639;0.338223138204389;603500;97500;TRUE
"449";5978;40;2127;0;0;0;0.21;0.03;0.41;1495;0;0.74;939;30.5;0.02;0;2604500;1139499;604;139;46.41;7.5;"604500_139500";449;0.320386628381187;10.3831092764749;0.530322759981622;604500;139500;TRUE
"450";5700;4409;1911;0;0;0;0.96;0;0.04;2656;777;0.01;63;16.8;0.03;11379;2604500;1144499;604;144;46.45;7.5;"604500_144500";450;1.42684056102765;32.0012440434084;23.3652456502887;604500;144500;TRUE
"451";5707;4416;1440;0;0.27;0;0.67;0;-0.77;3568;3641;0;0;22.9;0.03;0;2604500;1162499;604;162;46.61;7.5;"604500_162500";451;1.18245978947698;21.7492132147809;35.5792269843242;604500;162500;TRUE
"452";5734;15418;515;0.31;0.19;0;0.33;0;-0.56;622;6352;0;0;5.4;0;0;2604500;1223499;604;223;47.16;7.5;"604500_223500";452;2.14994472737569;37.0247170840377;121.610720694568;604500;223500;TRUE
"453";5925;2742;2091;0;0.21;0;0.71;0;-0.65;346;755;0.02;0;28.4;0.05;0;2605500;1107499;605;107;46.12;7.51;"605500_107500";453;1.85772898540329;30.8756810735331;153.762906425057;605500;107500;TRUE
"454";5690;85;2246;0;0.01;0;0.75;0;0.4;5136;0;0.04;63;21;0.1;104087;2605500;1116499;605;116;46.2;7.51;"605500_116500";454;3.12079952610412;44.5383493869631;564.020151047307;605500;116500;TRUE
"455";5708;19166;776;0.03;0.06;0;0.8;0;-0.63;3159;5330;0;0;14.2;0.03;0;2605500;1167499;605;167;46.66;7.51;"605500_167500";455;0.826059699231565;16.4246797223061;10.8796678603329;605500;167500;TRUE
"456";5712;1068;1475;0;0.28;0;0.52;0;0.1;2253;0;0.02;0;28.9;0.18;3020;2605500;1171499;605;171;46.69;7.51;"605500_171500";456;1.65741358665077;16.1348704556217;59.3617240641108;605500;171500;TRUE
"457";5713;6009;680;0.31;0.48;0;0.11;0;0.57;1972;2030;0;0;4.4;0.02;0;2605500;1177499;605;177;46.75;7.51;"605500_177500";457;1.67610153423512;17.926161229415;28.5698847062385;605500;177500;TRUE
"458";5930;20847;359;0.68;0;0;0.16;0;0.17;1092;4037;0;0;2.7;0.02;0;2605500;1260499;605;260;47.5;7.51;"605500_260500";458;2.78227423496142;44.0977701285756;205.817017280385;605500;260500;TRUE
"459";5977;298;2626;0;0;0;0.89;0;-0.76;0;0;0.11;198;21.4;0;0;2606500;1108499;606;108;46.13;7.52;"606500_108500";459;1.15989717560844;32.4264686345277;17.1824256785696;606500;108500;TRUE
"460";5693;62148;912;0;0.14;0;0.16;0;-0.67;1453;9629;0;0;16.3;0.09;0;2606500;1128499;606;128;46.31;7.52;"606500_128500";460;2.60057663626187;41.7168688420916;392.035095534389;606500;128500;TRUE
"461";5721;2776;517;0.38;0.28;0;0.07;0.06;-0.24;5264;1491;0;5445;1.9;0.02;38158;2606500;1194499;606;194;46.9;7.52;"606500_194500";461;2.16041275611056;32.2088560483306;263.085454138702;606500;194500;TRUE
"462";5736;4007;804;0.13;0.79;0;0.02;0;-0.81;330;382;0.02;0;25.9;0;0;2606500;1232499;606;232;47.24;7.52;"606500_232500";462;1.73802311823004;30.9616443731742;67.790812004153;606500;232500;TRUE
"463";5929;5729;401;0.8;0;0;0.14;0;0.02;0;3153;0;0;4.7;0;0;2606500;1251499;606;251;47.41;7.52;"606500_251500";463;2.3758192852346;29.7938982198091;69.5575850503576;606500;251500;TRUE
"464";5743;33275;512;0.19;0.16;0;0.44;0;-0.44;605;6013;0;0;11.3;0.02;0;2606500;1255499;606;255;47.45;7.52;"606500_255500";464;2.35006957081185;40.3467071441069;222.030925532298;606500;255500;TRUE
"465";5694;45742;1333;0;0.38;0;0.25;0;0.44;1486;6860;0;0;19;0.12;0;2607500;1122499;607;122;46.25;7.54;"607500_122500";465;2.08889057486092;45.3890861750916;174.527777040012;607500;122500;TRUE
"466";5701;16099;1501;0.01;0.38;0;0.41;0;-0.59;5737;2735;0.01;0;22;0.06;0;2607500;1148499;607;148;46.49;7.54;"607500_148500";466;2.28031877110252;47.2403334334716;281.053505930648;607500;148500;TRUE
"467";5709;12620;1054;0;0.3;0;0.58;0;-0.89;56;4535;0;0;24.8;0.09;0;2607500;1168499;607;168;46.67;7.54;"607500_168500";467;0.971521051024226;16.6989354888384;35.494476808672;607500;168500;TRUE
"468";5717;28000;629;0.36;0.2;0;0.38;0;0.16;2521;4270;0;0;8.3;0.01;0;2607500;1180499;607;180;46.78;7.54;"607500_180500";468;1.68552095132256;19.0205460154063;50.7138249215047;607500;180500;TRUE
"469";5722;5248;570;0.06;0.63;0;0.1;0.02;0.35;3892;4034;0;1055;12.5;0.05;12846;2607500;1191499;607;191;46.87;7.54;"607500_191500";469;2.30591366541309;28.1102503522121;146.364646273276;607500;191500;TRUE
"470";5725;61233;579;0.57;0.01;0;0.11;0;-0.61;1641;8786;0;0;6.4;0.03;0;2607500;1200499;607;200;46.96;7.54;"607500_200500";470;2.08637034940295;30.9492105331847;122.201792568611;607500;200500;TRUE
"471";5726;2962;816;0.02;0.72;0;0.22;0;0.38;3247;1502;0;0;21.5;0.03;0;2607500;1203499;607;203;46.98;7.54;"607500_203500";471;1.46390958532729;32.2851728277996;29.2348631526854;607500;203500;TRUE
"472";5730;9182;484;0.51;0.2;0;0.11;0;0.18;4684;3050;0;0;0.5;0.03;0;2607500;1217499;607;217;47.11;7.54;"607500_217500";472;1.73478035105724;34.730271873865;36.1786739642701;607500;217500;TRUE
"473";5735;254339;435;0;0;0;0.01;0;-0.23;1423;22227;0;0;2.5;0.13;0;2607500;1228499;607;228;47.21;7.54;"607500_228500";473;2.9369072392831;42.3440756861523;337.140092474646;607500;228500;TRUE
"474";5737;5111;1087;0;0.41;0;0.5;0;0.19;1565;1625;0;0;20.3;0.05;0;2607500;1234499;607;234;47.26;7.54;"607500_234500";474;0.714484335081977;24.5799092815446;18.8339166289173;607500;234500;TRUE
"475";5740;1077;965;0;0.34;0;0.57;0;0.28;895;240;0;0;20.1;0.09;0;2607500;1244499;607;244;47.35;7.54;"607500_244500";475;0.761041777056018;15.020736666766;27.9954109964413;607500;244500;TRUE
"476";5697;4561;1077;0;0.73;0;0.16;0;-0.6;4055;1900;0;0;22;0.07;0;2608500;1130499;608;130;46.33;7.55;"608500_130500";476;2.59129447414726;38.0845776415212;132.15827438653;608500;130500;TRUE
"477";5926;2402;1386;0;0.4;0;0.51;0;0.08;3136;2911;0;0;23.9;0.06;9723;2608500;1159499;608;159;46.59;7.55;"608500_159500";477;1.2827623892428;29.2098584851339;50.387186188755;608500;159500;TRUE
"478";5718;5446;600;0.24;0.29;0;0.29;0;0.29;2672;3100;0;603;11.3;0.03;0;2608500;1189499;608;189;46.86;7.55;"608500_189500";478;2.33390496452609;27.1096661146651;184.932252706833;608500;189500;TRUE
"479";5727;7531;630;0.26;0.38;0;0.27;0;0.02;2675;5172;0;0;17.5;0.01;0;2608500;1205499;608;205;47;7.55;"608500_205500";479;1.61890744503379;26.5205363371499;128.751302488581;608500;205500;TRUE
"480";5927;6842;498;0.22;0.72;0;0.02;0;0.16;0;2373;0;0;0.3;0;0;2608500;1214499;608;214;47.08;7.55;"608500_214500";480;2.85744462973347;32.4357384727235;341.379183812761;608500;214500;TRUE
"481";5741;2935;586;0.02;0.52;0;0.4;0;0.25;1716;3509;0;68;20.1;0.02;0;2608500;1247499;608;247;47.38;7.55;"608500_247500";481;1.0764741263785;19.2484984340813;82.0191215727098;608500;247500;TRUE
"482";5702;3119;1950;0;0;0;0.81;0;0.4;5730;46;0.01;0;6;0;23882;2609500;1143499;609;143;46.44;7.56;"609500_143500";482;1.97633101225519;22.718345382869;458.216045624129;609500;143500;TRUE
"483";5714;3621;662;0.34;0.04;0;0.35;0.11;0.26;820;3492;0;1053;5;0.1;40055;2609500;1175499;609;175;46.73;7.56;"609500_175500";483;1.332250950633;25.0859276497747;16.1365172818344;609500;175500;TRUE
"484";5744;27731;528;0.14;0.38;0;0.35;0;-0.71;0;3098;0;0;13.4;0.01;0;2609500;1255499;609;255;47.45;7.56;"609500_255500";484;1.84392820572456;38.0250003819251;74.7375753645826;609500;255500;TRUE
"485";5931;155693;318;0.07;0.03;0;0.06;0.01;-0.11;1762;18803;0;0;5.4;0.01;0;2609500;1263499;609;263;47.52;7.56;"609500_263500";485;2.74251306624048;51.0915248527581;207.72564191239;609500;263500;TRUE
"486";5757;0;2333;0;0;0;0.83;0;-0.5;2409;0;0.15;176;21.6;0.01;1431;2610500;1133499;610;133;46.35;7.58;"610500_133500";486;1.59406278751445;27.4363199408789;185.757057812145;610500;133500;TRUE
"487";5934;10646;1303;0;0.43;0;0.46;0;-0.07;1422;3645;0;0;26.9;0.03;0;2610500;1151499;610;151;46.51;7.58;"610500_151500";487;0.71236339427921;42.0752189796916;11.7341014855455;610500;151500;TRUE
"488";5769;12484;537;0.76;0.05;0;0.08;0;0.01;495;3215;0;0;1.9;0;0;2610500;1186499;610;186;46.83;7.58;"610500_186500";488;2.39394466162256;31.4784050888606;195.965123802168;610500;186500;TRUE
"489";5774;2406;612;0.15;0.67;0;0.14;0;0.16;2082;2271;0;0;15.4;0;0;2610500;1208499;610;208;47.03;7.58;"610500_208500";489;1.79553000910568;28.0865662583549;40.3418425733256;610500;208500;TRUE
"490";5781;100636;444;0.12;0.43;0;0.03;0;0.38;2373;10222;0;0;2.8;0.02;1960;2610500;1227499;610;227;47.2;7.58;"610500_227500";490;2.74651525360549;41.6760420561547;344.88516877505;610500;227500;TRUE
"491";5788;6597;360;0.39;0.28;0;0.16;0.01;0.35;1463;5989;0;194;3.8;0.05;0;2610500;1262499;610;262;47.51;7.58;"610500_262500";491;2.69119488131913;52.4294975358729;192.918376183273;610500;262500;TRUE
"492";7583;423530;272;0;0;0;0;0;0.51;0;20154;0;0;0.9;0.05;0;2610500;1267499;610;267;47.56;7.58;"610500_267500";492;2.67032001021714;56.009006470794;176.855292046417;610500;267500;TRUE
"493";5909;150;2630;0;0;0;0.71;0.01;-0.68;3449;0;0.25;61;28.3;0;5764;2611500;1106499;611;106;46.11;7.59;"611500_106500";493;0.00792277460039784;18.2058511190461;0;611500;106500;TRUE
"494";5753;5359;559;0.01;0.47;0;0.09;0;-0.31;6382;2624;0;290;3.1;0.04;0;2611500;1128499;611;128;46.31;7.59;"611500_128500";494;2.90773708739914;56.1127240187155;302.441532452073;611500;128500;TRUE
"495";5983;8903;934;0.01;0.12;0;0.83;0;0.76;878;3696;0;0;16.8;0.02;0;2611500;1166499;611;166;46.65;7.59;"611500_166500";495;1.09490067610937;20.433991007679;51.8511493892116;611500;166500;TRUE
"496";5766;877;1310;0;0.26;0;0.63;0;0.17;728;2816;0.01;0;28.9;0.06;0;2611500;1170499;611;170;46.69;7.59;"611500_170500";496;1.51396727609504;26.6004202974075;50.7857169673309;611500;170500;TRUE
"497";5938;4476;595;0.17;0.73;0;0.08;0;0.24;502;1783;0;0;8.6;0;0;2611500;1210499;611;210;47.05;7.59;"611500_210500";497;2.17936232700882;31.8575128626102;119.95592818249;611500;210500;TRUE
"498";5778;16782;549;0.54;0.12;0;0.27;0;0.37;1757;2733;0;0;5.7;0;25174;2611500;1211499;611;211;47.05;7.59;"611500_211500";498;2.47523843447674;32.8877494301333;108.138416171015;611500;211500;TRUE
"499";5779;15999;498;0.8;0;0;0.08;0;0.13;116;3503;0;0;1.1;0.01;0;2611500;1216499;611;216;47.1;7.59;"611500_216500";499;2.25752695499305;35.6615634623754;63.6786912402983;611500;216500;TRUE
"500";7325;0;2956;0;0;0.08;0.01;0.01;-0.05;1097;0;0.89;0;25.7;0;0;2611500;1099499;611;99;46.05;7.59;"611500_99500";500;0;5.7549414617238;0;611500;99500;TRUE
"501";5932;74;2525;0;0;0;0.7;0;0.23;1670;0;0.22;0;26;0.02;4441;2612500;1109499;612;109;46.14;7.6;"612500_109500";501;1.59832620311487;22.2019167715579;329.268316356706;612500;109500;TRUE
"502";5751;8034;1630;0;0.49;0;0.31;0;-0.16;2865;1509;0;0;29.4;0.11;0;2612500;1115499;612;115;46.19;7.6;"612500_115500";502;1.84055374513;35.069452573344;72.5467702137893;612500;115500;TRUE
"503";5754;17353;2095;0;0.31;0;0.53;0;-0.67;317;2139;0;0;23.9;0.04;0;2612500;1122499;612;122;46.25;7.6;"612500_122500";503;3.01247375001726;51.8810536769618;1080.05290175129;612500;122500;TRUE
"504";5775;4293;883;0.16;0.35;0;0.43;0;-0.02;1547;2489;0;0;16.4;0.01;0;2612500;1202499;612;202;46.97;7.6;"612500_202500";504;0.966224472632649;17.2109733007059;7.72902591632852;612500;202500;TRUE
"505";5785;4339;736;0.14;0.45;0;0.31;0;-0.79;386;2859;0;0;15.3;0.07;0;2612500;1240499;612;240;47.32;7.6;"612500_240500";505;1.58320061850493;11.7555247400731;19.7212528292404;612500;240500;TRUE
"506";5942;25538;701;0;0.49;0;0.29;0;-0.22;558;4644;0;79;14.9;0.05;0;2612500;1252499;612;252;47.42;7.6;"612500_252500";506;0.915933179380623;22.1111269393024;22.974875374278;612500;252500;TRUE
"507";5933;1241;2013;0;0;0;0.92;0;-0.33;1799;0;0.05;0;23.9;0;4448;2613500;1144499;613;144;46.45;7.61;"613500_144500";507;0.764703064718208;27.1226662245402;100.7994493508;613500;144500;TRUE
"508";5761;342;2132;0;0;0;0.8;0;-0.22;0;0;0.2;0;28.9;0;0;2613500;1148499;613;148;46.49;7.61;"613500_148500";508;2.67298252089071;36.0763513960398;2175.8227161518;613500;148500;TRUE
"509";5772;16235;742;0.61;0.04;0;0.22;0;-0.01;1372;4144;0;0;5;0;0;2613500;1196499;613;196;46.92;7.62;"613500_196500";509;1.86587955604386;20.2963888310309;107.436966399155;613500;196500;TRUE
"510";5784;11883;437;0.34;0.16;0;0.17;0;-0.56;612;3317;0;229;3.8;0.04;0;2613500;1231499;613;231;47.23;7.62;"613500_231500";510;2.26108694683169;32.4617777694471;83.9321580874856;613500;231500;TRUE
"511";5789;136366;253;0;0.03;0;0;0;0;2371;18466;0;0;1.4;0.14;0;2613500;1267499;613;267;47.56;7.62;"613500_267500";511;3.50087011062213;67.09143008242;459.152070313649;613500;267500;TRUE
"512";5790;19490;256;0.05;0.46;0;0.23;0;0.06;3432;5713;0;391;0.5;0.04;0;2613500;1269499;613;269;47.58;7.62;"613500_269500";512;3.47921945463368;66.8230468159881;732.008747229068;613500;269500;TRUE
"513";5748;389;2268;0;0.01;0;0.76;0;0.22;5401;0;0.02;0;22;0.2;0;2614500;1105499;614;105;46.1;7.63;"614500_105500";513;0.169286712121447;7.56407545660777;1.90346671653715;614500;105500;TRUE
"514";5981;3728;2003;0;0.45;0;0.43;0;-0.47;1419;0;0.03;0;31.6;0.06;0;2614500;1112499;614;112;46.16;7.63;"614500_112500";514;2.20199977326931;25.1143455045978;418.785652258301;614500;112500;TRUE
"515";5755;0;2467;0;0;0;0.78;0;-0.7;3136;0;0.15;0;15.2;0;0;2614500;1120499;614;120;46.24;7.63;"614500_120500";515;1.7338622645127;41.6030728305591;120.870856391641;614500;120500;TRUE
"516";5758;9531;990;0;0.57;0;0.2;0;-0.34;2904;4419;0;0;27;0.13;1276;2614500;1131499;614;131;46.33;7.63;"614500_131500";516;2.23276468530878;43.4927746689651;100.105215978192;614500;131500;TRUE
"517";5939;28190;477;0.61;0.1;0;0.16;0;0.41;1176;5931;0;0;2.2;0;0;2614500;1225499;614;225;47.18;7.63;"614500_225500";517;1.72936606607099;35.1254679613479;117.286720363793;614500;225500;TRUE
"518";5940;11387;463;0.83;0;0;0.12;0;-0.07;1156;3626;0;0;2.7;0.01;0;2614500;1232499;614;232;47.24;7.63;"614500_232500";518;2.25597921424386;31.7873769550623;99.278980001312;614500;232500;TRUE
"519";7326;0;3076;0;0;0.22;0.01;0;-0.46;0;0;0.77;0;30.6;0;0;2614500;1095499;614;95;46.01;7.63;"614500_95500";519;0;0;0;614500;95500;TRUE
"520";5749;240;1988;0;0.32;0;0.24;0;-0.11;3239;0;0.02;284;27.1;0.37;0;2615500;1105499;615;105;46.1;7.64;"615500_105500";520;0.211433510727495;6.77620840939273;76.453619210089;615500;105500;TRUE
"521";5750;4828;1945;0;0.41;0;0.38;0;-0.12;1174;503;0;0;28.8;0.18;0;2615500;1108499;615;108;46.13;7.64;"615500_108500";521;1.02194259352421;13.0198183205222;251.112321857904;615500;108500;TRUE
"522";5752;244;2415;0;0;0;0.91;0.01;-0.46;5993;0;0.04;634;12.8;0.01;20278;2615500;1118499;615;118;46.22;7.64;"615500_118500";522;1.58469731449284;33.8601060947663;615.181511617344;615500;118500;TRUE
"523";5759;2194;1653;0;0.51;0;0.28;0;-0.54;3559;332;0.03;0;23.7;0.12;0;2615500;1137499;615;137;46.39;7.64;"615500_137500";523;1.24132828972327;16.5509087835184;100.505477209986;615500;137500;TRUE
"524";5762;581;1922;0;0.32;0;0.43;0;0.28;2705;10;0.01;866;13.7;0.15;44973;2615500;1143499;615;143;46.44;7.64;"615500_143500";524;1.03420343608729;23.2137677555152;361.550055503182;615500;143500;TRUE
"525";5935;2927;1368;0;0.29;0;0.51;0;-0.32;2349;0;0.02;0;31;0.15;0;2615500;1162499;615;162;46.61;7.64;"615500_162500";525;1.57838984232902;23.8539948211025;42.594295232482;615500;162500;TRUE
"526";5767;120112;584;0;0.09;0;0.03;0.19;-0.49;2210;14736;0;794;6.5;0.09;0;2615500;1177499;615;177;46.75;7.64;"615500_177500";526;3.19439558594788;57.3360268141366;690.401752181009;615500;177500;TRUE
"527";5937;56646;640;0.28;0.12;0;0.26;0;-0.52;2591;7779;0;109;9.9;0;0;2615500;1181499;615;181;46.78;7.64;"615500_181500";527;2.18322792907613;36.665398862568;151.405777859014;615500;181500;TRUE
"528";5776;7321;911;0.13;0.43;0;0.4;0;0.23;1698;3620;0;0;13.7;0;0;2615500;1200499;615;200;46.96;7.64;"615500_200500";528;1.2361134604349;15.2585662577749;15.9870288962165;615500;200500;TRUE
