"site";"date";"det";"time";"survey";"visit";"buildings";"elevation";"farmland";"forest";"glacier";"grassland";"lakes";"northness";"rivers";"roads";"rocks";"shoreline";"slope";"structures";"wetlands";"x_lv95";"y_lv95";"kmx_lv03";"kmy_lv03";"Latitude";"Longitude";"x";"y";"id"
5649;2016-05-07;1;235;11994;1;3446;1162;0;0.57;0;0.34;0;0.32;2644;891;0;0;22.4;0.03;0;2598500;1148499;598;148;46.49;7.42;598500;148500;"598500_148500"
5649;2016-06-03;0;255;11998;2;3446;1162;0;0.57;0;0.34;0;0.32;2644;891;0;0;22.4;0.03;0;2598500;1148499;598;148;46.49;7.42;598500;148500;"598500_148500"
5649;2016-06-26;0;280;12694;3;3446;1162;0;0.57;0;0.34;0;0.32;2644;891;0;0;22.4;0.03;0;2598500;1148499;598;148;46.49;7.42;598500;148500;"598500_148500"
5650;2016-05-07;0;270;12227;1;13110;1161;0;0.23;0;0.6;0;0.42;3166;4699;0;0;19.6;0.07;0;2593500;1153499;593;153;46.53;7.35;593500;153500;"593500_153500"
5650;2016-05-16;0;270;12236;2;13110;1161;0;0.23;0;0.6;0;0.42;3166;4699;0;0;19.6;0.07;0;2593500;1153499;593;153;46.53;7.35;593500;153500;"593500_153500"
5650;2016-06-10;0;255;12238;3;13110;1161;0;0.23;0;0.6;0;0.42;3166;4699;0;0;19.6;0.07;0;2593500;1153499;593;153;46.53;7.35;593500;153500;"593500_153500"
5651;2014-05-04;0;300;6873;1;28398;1060;0;0.41;0;0.32;0;-0.32;1332;4144;0;0;21.8;0.1;0;2596500;1154499;596;154;46.54;7.39;596500;154500;"596500_154500"
5651;2014-05-18;0;285;6875;2;28398;1060;0;0.41;0;0.32;0;-0.32;1332;4144;0;0;21.8;0.1;0;2596500;1154499;596;154;46.54;7.39;596500;154500;"596500_154500"
5651;2014-06-01;0;255;6876;3;28398;1060;0;0.41;0;0.32;0;-0.32;1332;4144;0;0;21.8;0.1;0;2596500;1154499;596;154;46.54;7.39;596500;154500;"596500_154500"
5652;2015-05-07;0;255;10497;1;1922;1512;0;0.4;0;0.52;0;-0.1;1278;1523;0;0;20.5;0.06;0;2598500;1151499;598;151;46.51;7.42;598500;151500;"598500_151500"
5652;2015-05-25;0;255;10498;2;1922;1512;0;0.4;0;0.52;0;-0.1;1278;1523;0;0;20.5;0.06;0;2598500;1151499;598;151;46.51;7.42;598500;151500;"598500_151500"
5652;2015-06-13;0;270;10499;3;1922;1512;0;0.4;0;0.52;0;-0.1;1278;1523;0;0;20.5;0.06;0;2598500;1151499;598;151;46.51;7.42;598500;151500;"598500_151500"
5653;2015-05-07;0;145;7810;1;11300;1531;0;0.07;0;0.82;0;-0.22;959;2197;0;177;12.4;0.02;44625;2592500;1160499;592;160;46.6;7.34;592500;160500;"592500_160500"
5653;2015-06-01;0;180;8206;2;11300;1531;0;0.07;0;0.82;0;-0.22;959;2197;0;177;12.4;0.02;44625;2592500;1160499;592;160;46.6;7.34;592500;160500;"592500_160500"
5653;2015-06-09;0;165;8622;3;11300;1531;0;0.07;0;0.82;0;-0.22;959;2197;0;177;12.4;0.02;44625;2592500;1160499;592;160;46.6;7.34;592500;160500;"592500_160500"
5654;2014-05-24;0;215;4331;1;924;1723;0;0.13;0;0.59;0.04;0.06;1365;0;0.07;843;28.6;0.16;0;2592500;1165499;592;165;46.64;7.34;592500;165500;"592500_165500"
5654;2014-06-10;0;297;4960;2;924;1723;0;0.13;0;0.59;0.04;0.06;1365;0;0.07;843;28.6;0.16;0;2592500;1165499;592;165;46.64;7.34;592500;165500;"592500_165500"
5654;2014-06-26;0;280;5762;3;924;1723;0;0.13;0;0.59;0.04;0.06;1365;0;0.07;843;28.6;0.16;0;2592500;1165499;592;165;46.64;7.34;592500;165500;"592500_165500"
5655;2013-04-26;0;265;745;1;35745;905;0;0.35;0;0.43;0;-0.38;2405;6545;0;0;18.1;0.03;0;2596500;1164499;596;164;46.63;7.39;596500;164500;"596500_164500"
5655;2013-05-14;0;230;830;2;35745;905;0;0.35;0;0.43;0;-0.38;2405;6545;0;0;18.1;0.03;0;2596500;1164499;596;164;46.63;7.39;596500;164500;"596500_164500"
5655;2013-06-12;0;240;1509;3;35745;905;0;0.35;0;0.43;0;-0.38;2405;6545;0;0;18.1;0.03;0;2596500;1164499;596;164;46.63;7.39;596500;164500;"596500_164500"
5656;2014-05-18;0;230;4240;1;849;1510;0;0.27;0;0.63;0;0.65;1961;539;0.01;0;20.8;0.08;29880;2597500;1161499;597;161;46.6;7.41;597500;161500;"597500_161500"
5656;2014-06-04;0;210;4974;2;849;1510;0;0.27;0;0.63;0;0.65;1961;539;0.01;0;20.8;0.08;29880;2597500;1161499;597;161;46.6;7.41;597500;161500;"597500_161500"
5656;2014-06-11;0;205;4988;3;849;1510;0;0.27;0;0.63;0;0.65;1961;539;0.01;0;20.8;0.08;29880;2597500;1161499;597;161;46.6;7.41;597500;161500;"597500_161500"
5657;2014-05-04;0;180;4021;1;15860;919;0;0.06;0;0.74;0;-0.3;4065;5334;0;0;17.8;0.11;0;2591500;1178499;591;178;46.76;7.33;591500;178500;"591500_178500"
5657;2014-05-18;0;220;4284;2;15860;919;0;0.06;0;0.74;0;-0.3;4065;5334;0;0;17.8;0.11;0;2591500;1178499;591;178;46.76;7.33;591500;178500;"591500_178500"
5657;2014-05-31;0;285;4571;3;15860;919;0;0.06;0;0.74;0;-0.3;4065;5334;0;0;17.8;0.11;0;2591500;1178499;591;178;46.76;7.33;591500;178500;"591500_178500"
5658;2015-05-07;0;270;7953;1;9697;1112;0;0.44;0;0.36;0;0.66;5734;3490;0.03;0;15.4;0.04;0;2598500;1178499;598;178;46.76;7.42;598500;178500;"598500_178500"
5658;2015-05-24;0;285;8922;2;9697;1112;0;0.44;0;0.36;0;0.66;5734;3490;0.03;0;15.4;0.04;0;2598500;1178499;598;178;46.76;7.42;598500;178500;"598500_178500"
5658;2015-06-12;0;300;8924;3;9697;1112;0;0.44;0;0.36;0;0.66;5734;3490;0.03;0;15.4;0.04;0;2598500;1178499;598;178;46.76;7.42;598500;178500;"598500_178500"
5659;2015-04-16;0;220;7603;1;12492;831;0.44;0.08;0;0.4;0;0.23;2336;3418;0;0;8.8;0.01;0;2592500;1183499;592;183;46.8;7.34;592500;183500;"592500_183500"
5659;2015-05-14;1;205;7824;2;12492;831;0.44;0.08;0;0.4;0;0.23;2336;3418;0;0;8.8;0.01;0;2592500;1183499;592;183;46.8;7.34;592500;183500;"592500_183500"
5659;2015-06-04;1;205;8311;3;12492;831;0.44;0.08;0;0.4;0;0.23;2336;3418;0;0;8.8;0.01;0;2592500;1183499;592;183;46.8;7.34;592500;183500;"592500_183500"
5660;2015-04-22;0;150;7655;1;24939;905;0.05;0.11;0;0.7;0;0.22;3488;5866;0;0;11.9;0.06;0;2595500;1180499;595;180;46.78;7.38;595500;180500;"595500_180500"
5660;2015-05-11;0;155;8093;2;24939;905;0.05;0.11;0;0.7;0;0.22;3488;5866;0;0;11.9;0.06;0;2595500;1180499;595;180;46.78;7.38;595500;180500;"595500_180500"
5660;2015-05-28;1;185;8236;3;24939;905;0.05;0.11;0;0.7;0;0.22;3488;5866;0;0;11.9;0.06;0;2595500;1180499;595;180;46.78;7.38;595500;180500;"595500_180500"
5661;2016-04-19;0;305;10882;1;1884;721;0;0.66;0;0.21;0;0.2;6623;1408;0;0;19.1;0.01;0;2596500;1186499;596;186;46.83;7.39;596500;186500;"596500_186500"
5661;2016-05-15;0;300;11377;2;1884;721;0;0.66;0;0.21;0;0.2;6623;1408;0;0;19.1;0.01;0;2596500;1186499;596;186;46.83;7.39;596500;186500;"596500_186500"
5661;2016-06-09;0;275;12062;3;1884;721;0;0.66;0;0.21;0;0.2;6623;1408;0;0;19.1;0.01;0;2596500;1186499;596;186;46.83;7.39;596500;186500;"596500_186500"
5662;2014-04-17;1;220;4174;1;12715;844;0.12;0.09;0;0.71;0;0;1204;5431;0;0;15.8;0.02;0;2597500;1189499;597;189;46.86;7.41;597500;189500;"597500_189500"
5662;2014-05-10;0;210;4183;2;12715;844;0.12;0.09;0;0.71;0;0;1204;5431;0;0;15.8;0.02;0;2597500;1189499;597;189;46.86;7.41;597500;189500;"597500_189500"
5662;2014-05-30;1;220;4576;3;12715;844;0.12;0.09;0;0.71;0;0;1204;5431;0;0;15.8;0.02;0;2597500;1189499;597;189;46.86;7.41;597500;189500;"597500_189500"
5663;2013-04-22;0;210;903;1;4593;619;0.2;0.55;0;0.22;0;-0.05;1898;2853;0;0;2.8;0;0;2590500;1196499;590;196;46.92;7.31;590500;196500;"590500_196500"
5663;2013-05-06;0;195;904;2;4593;619;0.2;0.55;0;0.22;0;-0.05;1898;2853;0;0;2.8;0;0;2590500;1196499;590;196;46.92;7.31;590500;196500;"590500_196500"
5663;2013-05-20;0;180;905;3;4593;619;0.2;0.55;0;0.22;0;-0.05;1898;2853;0;0;2.8;0;0;2590500;1196499;590;196;46.92;7.31;590500;196500;"590500_196500"
5664;2014-04-18;0;175;4288;1;7724;624;0.24;0.34;0;0.26;0;0.11;3463;2277;0;0;13;0.02;0;2593500;1191499;593;191;46.87;7.35;593500;191500;"593500_191500"
5664;2014-05-06;1;180;4293;2;7724;624;0.24;0.34;0;0.26;0;0.11;3463;2277;0;0;13;0.02;0;2593500;1191499;593;191;46.87;7.35;593500;191500;"593500_191500"
5664;2014-05-19;0;190;4299;3;7724;624;0.24;0.34;0;0.26;0;0.11;3463;2277;0;0;13;0.02;0;2593500;1191499;593;191;46.87;7.35;593500;191500;"593500_191500"
5665;2015-04-20;0;160;8096;1;4775;647;0.51;0.27;0;0.2;0;0.29;2690;1409;0;0;6.5;0.02;0;2596500;1195499;596;195;46.91;7.39;596500;195500;"596500_195500"
5665;2015-05-07;0;160;8100;2;4775;647;0.51;0.27;0;0.2;0;0.29;2690;1409;0;0;6.5;0.02;0;2596500;1195499;596;195;46.91;7.39;596500;195500;"596500_195500"
5665;2015-05-25;0;160;8319;3;4775;647;0.51;0.27;0;0.2;0;0.29;2690;1409;0;0;6.5;0.02;0;2596500;1195499;596;195;46.91;7.39;596500;195500;"596500_195500"
5666;2016-04-24;0;218;10938;1;19275;685;0.41;0.26;0;0.28;0;-0.66;1031;4555;0;0;9.3;0;0;2592500;1205499;592;205;47;7.34;592500;205500;"592500_205500"
5666;2016-05-11;0;218;11199;2;19275;685;0.41;0.26;0;0.28;0;-0.66;1031;4555;0;0;9.3;0;0;2592500;1205499;592;205;47;7.34;592500;205500;"592500_205500"
5666;2016-05-21;0;230;11471;3;19275;685;0.41;0.26;0;0.28;0;-0.66;1031;4555;0;0;9.3;0;0;2592500;1205499;592;205;47;7.34;592500;205500;"592500_205500"
5667;2015-04-21;0;185;9165;1;45576;655;0.54;0.04;0;0.21;0;-0.7;0;6475;0;0;4.9;0;0;2594500;1206499;594;206;47.01;7.37;594500;206500;"594500_206500"
5667;2015-05-14;1;175;9173;2;45576;655;0.54;0.04;0;0.21;0;-0.7;0;6475;0;0;4.9;0;0;2594500;1206499;594;206;47.01;7.37;594500;206500;"594500_206500"
5667;2015-05-29;1;200;9181;3;45576;655;0.54;0.04;0;0.21;0;-0.7;0;6475;0;0;4.9;0;0;2594500;1206499;594;206;47.01;7.37;594500;206500;"594500_206500"
5668;2013-04-24;1;200;2778;1;2981;534;0.68;0.18;0;0.03;0;0.32;2504;6355;0;0;3.2;0;0;2598500;1209499;598;209;47.04;7.42;598500;209500;"598500_209500"
5668;2013-05-15;1;195;2779;2;2981;534;0.68;0.18;0;0.03;0;0.32;2504;6355;0;0;3.2;0;0;2598500;1209499;598;209;47.04;7.42;598500;209500;"598500_209500"
5668;2013-06-04;1;195;2780;3;2981;534;0.68;0.18;0;0.03;0;0.32;2504;6355;0;0;3.2;0;0;2598500;1209499;598;209;47.04;7.42;598500;209500;"598500_209500"
5669;2013-04-22;1;310;1456;1;9779;434;0.34;0.39;0;0.09;0;0.11;1918;1288;0;897;2.5;0.02;10789;2592500;1219499;592;219;47.13;7.34;592500;219500;"592500_219500"
5669;2013-05-09;1;285;1457;2;9779;434;0.34;0.39;0;0.09;0;0.11;1918;1288;0;897;2.5;0.02;10789;2592500;1219499;592;219;47.13;7.34;592500;219500;"592500_219500"
5669;2013-06-04;1;330;1458;3;9779;434;0.34;0.39;0;0.09;0;0.11;1918;1288;0;897;2.5;0.02;10789;2592500;1219499;592;219;47.13;7.34;592500;219500;"592500_219500"
5670;2015-04-20;0;120;8339;1;27666;515;0.8;0;0;0.09;0;-0.03;1184;5965;0;0;1.8;0.01;0;2594500;1212499;594;212;47.06;7.37;594500;212500;"594500_212500"
5670;2015-05-10;0;155;8403;2;27666;515;0.8;0;0;0.09;0;-0.03;1184;5965;0;0;1.8;0.01;0;2594500;1212499;594;212;47.06;7.37;594500;212500;"594500_212500"
5670;2015-05-25;0;160;8439;3;27666;515;0.8;0;0;0.09;0;-0.03;1184;5965;0;0;1.8;0.01;0;2594500;1212499;594;212;47.06;7.37;594500;212500;"594500_212500"
5671;2014-04-17;1;140;5035;1;70;479;0.65;0.16;0;0.02;0.02;-0.27;2028;1041;0;998;2.6;0;120951;2596500;1215499;596;215;47.09;7.39;596500;215500;"596500_215500"
5671;2014-05-10;1;125;5138;2;70;479;0.65;0.16;0;0.02;0.02;-0.27;2028;1041;0;998;2.6;0;120951;2596500;1215499;596;215;47.09;7.39;596500;215500;"596500_215500"
5671;2014-05-29;0;140;5173;3;70;479;0.65;0.16;0;0.02;0.02;-0.27;2028;1041;0;998;2.6;0;120951;2596500;1215499;596;215;47.09;7.39;596500;215500;"596500_215500"
5672;2015-04-23;0;195;8351;1;2309;1156;0;0.35;0;0.56;0;-0.31;0;1032;0;0;12.1;0.07;0;2591500;1229499;591;229;47.22;7.33;591500;229500;"591500_229500"
5672;2015-05-11;0;245;8388;2;2309;1156;0;0.35;0;0.56;0;-0.31;0;1032;0;0;12.1;0.07;0;2591500;1229499;591;229;47.22;7.33;591500;229500;"591500_229500"
5672;2015-05-28;0;265;8427;3;2309;1156;0;0.35;0;0.56;0;-0.31;0;1032;0;0;12.1;0.07;0;2591500;1229499;591;229;47.22;7.33;591500;229500;"591500_229500"
5673;2014-04-20;1;320;4079;1;60160;465;0.19;0.28;0;0.14;0.07;-0.39;0;6850;0;1387;8;0.03;0;2593500;1223499;593;223;47.16;7.35;593500;223500;"593500_223500"
5673;2014-05-08;0;270;4175;2;60160;465;0.19;0.28;0;0.14;0.07;-0.39;0;6850;0;1387;8;0.03;0;2593500;1223499;593;223;47.16;7.35;593500;223500;"593500_223500"
5673;2014-05-24;1;315;4417;3;60160;465;0.19;0.28;0;0.14;0.07;-0.39;0;6850;0;1387;8;0.03;0;2593500;1223499;593;223;47.16;7.35;593500;223500;"593500_223500"
5674;2014-04-15;1;140;4396;1;12040;608;0.37;0.29;0;0.24;0;-0.94;1084;2902;0;0;9.7;0.03;0;2597500;1228499;597;228;47.21;7.41;597500;228500;"597500_228500"
5674;2014-05-04;1;165;4399;2;12040;608;0.37;0.29;0;0.24;0;-0.94;1084;2902;0;0;9.7;0.03;0;2597500;1228499;597;228;47.21;7.41;597500;228500;"597500_228500"
5674;2014-05-22;1;170;4400;3;12040;608;0.37;0.29;0;0.24;0;-0.94;1084;2902;0;0;9.7;0.03;0;2597500;1228499;597;228;47.21;7.41;597500;228500;"597500_228500"
5675;2013-04-17;1;155;1164;1;244;427;0.71;0;0;0.01;0;0.07;3006;2153;0;0;0.4;0.04;27288;2599500;1225499;599;225;47.18;7.43;599500;225500;"599500_225500"
5675;2013-05-05;1;170;1175;2;244;427;0.71;0;0;0.01;0;0.07;3006;2153;0;0;0.4;0.04;27288;2599500;1225499;599;225;47.18;7.43;599500;225500;"599500_225500"
5675;2013-05-25;1;175;1179;3;244;427;0.71;0;0;0.01;0;0.07;3006;2153;0;0;0.4;0.04;27288;2599500;1225499;599;225;47.18;7.43;599500;225500;"599500_225500"
5676;2015-05-18;1;165;8489;1;45404;651;0.22;0.07;0;0.48;0;-0.84;264;5228;0;0;11.8;0.02;0;2593500;1236499;593;236;47.28;7.35;593500;236500;"593500_236500"
5676;2015-05-24;0;180;8503;2;45404;651;0.22;0.07;0;0.48;0;-0.84;264;5228;0;0;11.8;0.02;0;2593500;1236499;593;236;47.28;7.35;593500;236500;"593500_236500"
5676;2015-06-01;0;165;8516;3;45404;651;0.22;0.07;0;0.48;0;-0.84;264;5228;0;0;11.8;0.02;0;2593500;1236499;593;236;47.28;7.35;593500;236500;"593500_236500"
5677;2015-04-29;0;285;7683;1;672;1282;0;0.5;0;0.41;0;-0.28;0;1158;0.03;0;21.4;0.06;0;2596500;1230499;596;230;47.23;7.39;596500;230500;"596500_230500"
5677;2015-05-16;0;310;8476;2;672;1282;0;0.5;0;0.41;0;-0.28;0;1158;0.03;0;21.4;0.06;0;2596500;1230499;596;230;47.23;7.39;596500;230500;"596500_230500"
5677;2015-06-08;0;320;8483;3;672;1282;0;0.5;0;0.41;0;-0.28;0;1158;0.03;0;21.4;0.06;0;2596500;1230499;596;230;47.23;7.39;596500;230500;"596500_230500"
5678;2014-04-15;1;195;5290;1;13559;497;0.19;0.21;0;0.51;0;-0.01;0;2371;0;0;10.4;0.04;0;2590500;1244499;590;244;47.35;7.31;590500;244500;"590500_244500"
5678;2014-05-10;1;180;5316;2;13559;497;0.19;0.21;0;0.51;0;-0.01;0;2371;0;0;10.4;0.04;0;2590500;1244499;590;244;47.35;7.31;590500;244500;"590500_244500"
5678;2014-06-01;1;180;5345;3;13559;497;0.19;0.21;0;0.51;0;-0.01;0;2371;0;0;10.4;0.04;0;2590500;1244499;590;244;47.35;7.31;590500;244500;"590500_244500"
5679;2013-04-15;0;210;3800;1;2066;588;0.29;0.43;0;0.23;0;-0.75;0;2935;0;0;13.8;0.02;0;2592500;1247499;592;247;47.38;7.34;592500;247500;"592500_247500"
5679;2013-05-20;1;240;3801;2;2066;588;0.29;0.43;0;0.23;0;-0.75;0;2935;0;0;13.8;0.02;0;2592500;1247499;592;247;47.38;7.34;592500;247500;"592500_247500"
5679;2013-06-03;1;195;3802;3;2066;588;0.29;0.43;0;0.23;0;-0.75;0;2935;0;0;13.8;0.02;0;2592500;1247499;592;247;47.38;7.34;592500;247500;"592500_247500"
5680;2016-04-29;1;295;11071;1;26645;460;0.08;0.51;0;0.19;0;-0.19;1483;5750;0;0;17.3;0.04;654;2598500;1249499;598;249;47.4;7.42;598500;249500;"598500_249500"
5680;2016-05-15;0;300;11374;2;26645;460;0.08;0.51;0;0.19;0;-0.19;1483;5750;0;0;17.3;0.04;654;2598500;1249499;598;249;47.4;7.42;598500;249500;"598500_249500"
5680;2016-05-26;1;270;12178;3;26645;460;0.08;0.51;0;0.19;0;-0.19;1483;5750;0;0;17.3;0.04;654;2598500;1249499;598;249;47.4;7.42;598500;249500;"598500_249500"
5681;2014-04-17;1;198;5272;1;19255;742;0.07;0.26;0;0.47;0;-0.29;567;3487;0;0;13;0.06;0;2590500;1251499;590;251;47.41;7.31;590500;251500;"590500_251500"
5681;2014-05-10;1;235;5302;2;19255;742;0.07;0.26;0;0.47;0;-0.29;567;3487;0;0;13;0.06;0;2590500;1251499;590;251;47.41;7.31;590500;251500;"590500_251500"
5681;2014-06-10;1;232;5330;3;19255;742;0.07;0.26;0;0.47;0;-0.29;567;3487;0;0;13;0.06;0;2590500;1251499;590;251;47.41;7.31;590500;251500;"590500_251500"
5683;2014-04-21;0;195;5464;1;2154;666;0.23;0.58;0;0.17;0;0.61;0;3068;0;0;15.1;0.01;0;2594500;1252499;594;252;47.42;7.37;594500;252500;"594500_252500"
5683;2014-05-17;0;210;5481;2;2154;666;0.23;0.58;0;0.17;0;0.61;0;3068;0;0;15.1;0.01;0;2594500;1252499;594;252;47.42;7.37;594500;252500;"594500_252500"
5683;2014-05-30;1;205;5501;3;2154;666;0.23;0.58;0;0.17;0;0.61;0;3068;0;0;15.1;0.01;0;2594500;1252499;594;252;47.42;7.37;594500;252500;"594500_252500"
5684;2014-05-31;0;205;4757;1;103;2258;0;0.1;0.06;0.5;0;0.01;3380;0;0.07;0;23;0.2;0;2602500;1096499;602;96;46.02;7.47;602500;96500;"602500_96500"
5684;2014-06-22;0;315;5855;2;103;2258;0;0.1;0.06;0.5;0;0.01;3380;0;0.07;0;23;0.2;0;2602500;1096499;602;96;46.02;7.47;602500;96500;"602500_96500"
5685;2014-05-18;0;270;4359;1;7336;2010;0;0.5;0;0.3;0;0;3814;3282;0;0;24.4;0.1;0;2603500;1097499;603;97;46.03;7.48;603500;97500;"603500_97500"
5685;2014-06-07;0;250;5374;2;7336;2010;0;0.5;0;0.3;0;0;3814;3282;0;0;24.4;0.1;0;2603500;1097499;603;97;46.03;7.48;603500;97500;"603500_97500"
5685;2014-06-17;0;340;5849;3;7336;2010;0;0.5;0;0.3;0;0;3814;3282;0;0;24.4;0.1;0;2603500;1097499;603;97;46.03;7.48;603500;97500;"603500_97500"
5686;2014-05-06;0;240;4356;1;5369;2032;0;0.14;0;0.75;0;-0.11;3123;0;0.01;0;25.6;0.08;0;2601500;1107499;601;107;46.12;7.46;601500;107500;"601500_107500"
5686;2014-05-20;0;225;4369;2;5369;2032;0;0.14;0;0.75;0;-0.11;3123;0;0.01;0;25.6;0.08;0;2601500;1107499;601;107;46.12;7.46;601500;107500;"601500_107500"
5686;2014-06-08;0;215;5372;3;5369;2032;0;0.14;0;0.75;0;-0.11;3123;0;0.01;0;25.6;0.08;0;2601500;1107499;601;107;46.12;7.46;601500;107500;"601500_107500"
5687;2015-05-17;0;270;9460;1;27757;1444;0;0.14;0;0.63;0;-0.59;1791;3972;0;0;26.9;0.12;0;2600500;1113499;600;113;46.17;7.45;600500;113500;"600500_113500"
5687;2015-06-07;0;140;9469;2;27757;1444;0;0.14;0;0.63;0;-0.59;1791;3972;0;0;26.9;0.12;0;2600500;1113499;600;113;46.17;7.45;600500;113500;"600500_113500"
5687;2015-06-22;0;270;9476;3;27757;1444;0;0.14;0;0.63;0;-0.59;1791;3972;0;0;26.9;0.12;0;2600500;1113499;600;113;46.17;7.45;600500;113500;"600500_113500"
5688;2014-04-24;0;185;4654;1;8519;1632;0;0.62;0;0.31;0;0.02;2348;2215;0;361;19.8;0.03;0;2600500;1117499;600;117;46.21;7.45;600500;117500;"600500_117500"
5688;2014-05-18;0;200;4684;2;8519;1632;0;0.62;0;0.31;0;0.02;2348;2215;0;361;19.8;0.03;0;2600500;1117499;600;117;46.21;7.45;600500;117500;"600500_117500"
5688;2014-06-01;0;195;4709;3;8519;1632;0;0.62;0;0.31;0;0.02;2348;2215;0;361;19.8;0.03;0;2600500;1117499;600;117;46.21;7.45;600500;117500;"600500_117500"
5689;2014-06-17;0;225;6241;1;920;2222;0;0.14;0;0.65;0;0.37;404;0;0.02;152;18;0.17;0;2602500;1117499;602;117;46.21;7.47;602500;117500;"602500_117500"
5689;2014-06-26;0;225;6253;2;920;2222;0;0.14;0;0.65;0;0.37;404;0;0.02;152;18;0.17;0;2602500;1117499;602;117;46.21;7.47;602500;117500;"602500_117500"
5689;2014-07-04;0;205;6268;3;920;2222;0;0.14;0;0.65;0;0.37;404;0;0.02;152;18;0.17;0;2602500;1117499;602;117;46.21;7.47;602500;117500;"602500_117500"
5690;2016-06-26;0;195;12835;1;85;2246;0;0.01;0;0.75;0;0.4;5136;0;0.04;63;21;0.1;104087;2605500;1116499;605;116;46.2;7.51;605500;116500;"605500_116500"
5690;2016-07-07;0;240;12842;2;85;2246;0;0.01;0;0.75;0;0.4;5136;0;0.04;63;21;0.1;104087;2605500;1116499;605;116;46.2;7.51;605500;116500;"605500_116500"
5691;2014-04-18;0;230;7319;1;19190;602;0.03;0.05;0;0.03;0;-0.75;4470;10226;0;75;15.4;0.04;3101;2602500;1124499;602;124;46.27;7.47;602500;124500;"602500_124500"
5691;2014-06-03;0;300;7320;2;19190;602;0.03;0.05;0;0.03;0;-0.75;4470;10226;0;75;15.4;0.04;3101;2602500;1124499;602;124;46.27;7.47;602500;124500;"602500_124500"
5691;2014-05-09;0;255;7321;3;19190;602;0.03;0.05;0;0.03;0;-0.75;4470;10226;0;75;15.4;0.04;3101;2602500;1124499;602;124;46.27;7.47;602500;124500;"602500_124500"
5692;2015-04-17;0;240;7586;1;23258;1079;0;0.7;0;0.14;0;0.86;25;7378;0;0;26.8;0.02;0;2603500;1121499;603;121;46.24;7.48;603500;121500;"603500_121500"
5692;2015-05-09;0;240;7743;2;23258;1079;0;0.7;0;0.14;0;0.86;25;7378;0;0;26.8;0.02;0;2603500;1121499;603;121;46.24;7.48;603500;121500;"603500_121500"
5692;2015-05-26;0;240;8084;3;23258;1079;0;0.7;0;0.14;0;0.86;25;7378;0;0;26.8;0.02;0;2603500;1121499;603;121;46.24;7.48;603500;121500;"603500_121500"
5693;2015-04-19;0;270;10226;1;62148;912;0;0.14;0;0.16;0;-0.67;1453;9629;0;0;16.3;0.09;0;2606500;1128499;606;128;46.31;7.52;606500;128500;"606500_128500"
5693;2015-05-10;0;320;10230;2;62148;912;0;0.14;0;0.16;0;-0.67;1453;9629;0;0;16.3;0.09;0;2606500;1128499;606;128;46.31;7.52;606500;128500;"606500_128500"
5693;2015-06-09;1;320;10236;3;62148;912;0;0.14;0;0.16;0;-0.67;1453;9629;0;0;16.3;0.09;0;2606500;1128499;606;128;46.31;7.52;606500;128500;"606500_128500"
5694;2015-04-17;0;260;7587;1;45742;1333;0;0.38;0;0.25;0;0.44;1486;6860;0;0;19;0.12;0;2607500;1122499;607;122;46.25;7.54;607500;122500;"607500_122500"
5694;2015-05-09;0;210;7744;2;45742;1333;0;0.38;0;0.25;0;0.44;1486;6860;0;0;19;0.12;0;2607500;1122499;607;122;46.25;7.54;607500;122500;"607500_122500"
5694;2015-05-26;0;255;8092;3;45742;1333;0;0.38;0;0.25;0;0.44;1486;6860;0;0;19;0.12;0;2607500;1122499;607;122;46.25;7.54;607500;122500;"607500_122500"
5695;2015-05-25;0;280;8926;1;1401;1959;0;0.33;0;0.57;0;-0.46;304;0;0.03;0;25.3;0.05;0;2601500;1132499;601;132;46.34;7.46;601500;132500;"601500_132500"
5695;2015-06-03;0;330;8933;2;1401;1959;0;0.33;0;0.57;0;-0.46;304;0;0.03;0;25.3;0.05;0;2601500;1132499;601;132;46.34;7.46;601500;132500;"601500_132500"
5695;2015-06-10;0;290;8939;3;1401;1959;0;0.33;0;0.57;0;-0.46;304;0;0.03;0;25.3;0.05;0;2601500;1132499;601;132;46.34;7.46;601500;132500;"601500_132500"
5696;2015-06-26;0;130;9959;1;0;2489;0;0;0;0.29;0;-0.1;716;0;0.71;73;14.8;0;0;2602500;1134499;602;134;46.36;7.47;602500;134500;"602500_134500"
5696;2015-07-11;0;180;9968;2;0;2489;0;0;0;0.29;0;-0.1;716;0;0.71;73;14.8;0;0;2602500;1134499;602;134;46.36;7.47;602500;134500;"602500_134500"
5697;2015-04-20;0;195;9931;1;4561;1077;0;0.73;0;0.16;0;-0.6;4055;1900;0;0;22;0.07;0;2608500;1130499;608;130;46.33;7.55;608500;130500;"608500_130500"
5697;2015-05-09;0;185;9939;2;4561;1077;0;0.73;0;0.16;0;-0.6;4055;1900;0;0;22;0.07;0;2608500;1130499;608;130;46.33;7.55;608500;130500;"608500_130500"
5697;2015-05-26;0;190;9946;3;4561;1077;0;0.73;0;0.16;0;-0.6;4055;1900;0;0;22;0.07;0;2608500;1130499;608;130;46.33;7.55;608500;130500;"608500_130500"
5698;2014-04-19;0;210;5961;1;27924;1218;0;0.05;0;0.75;0;-0.5;91;6316;0;0;19.9;0.04;0;2600500;1146499;600;146;46.47;7.45;600500;146500;"600500_146500"
