"site";"date";"det";"time";"survey";"visit";"buildings";"elevation";"farmland";"forest";"glacier";"grassland";"lakes";"northness";"rivers";"roads";"rocks";"shoreline";"slope";"structures";"wetlands";"x_lv95";"y_lv95";"kmx_lv03";"kmy_lv03";"Latitude";"Longitude";"x";"y";"id"
7169;2013-06-05;0;227;3715;2;1713;1732;0;0.78;0;0.16;0;0.22;1278;0;0;243;17.2;0.04;0;2785500;1189499;785;189;46.83;9.87;785500;189500;"785500_189500"
7169;2013-06-15;0;186;3716;3;1713;1732;0;0.78;0;0.16;0;0.22;1278;0;0;243;17.2;0.04;0;2785500;1189499;785;189;46.83;9.87;785500;189500;"785500_189500"
7170;2015-06-24;0;180;10014;1;0;2327;0;0;0;0.97;0;-0.45;1459;0;0.01;29;20;0.02;0;2788500;1187499;788;187;46.81;9.91;788500;187500;"788500_187500"
7170;2015-07-11;0;195;10021;2;0;2327;0;0;0;0.97;0;-0.45;1459;0;0.01;29;20;0.02;0;2788500;1187499;788;187;46.81;9.91;788500;187500;"788500_187500"
7171;2013-04-17;0;265;2413;1;8617;1288;0;0.45;0;0.45;0;-0.77;3998;2937;0;0;24.7;0.05;0;2781500;1198499;781;198;46.91;9.82;781500;198500;"781500_198500"
7171;2013-05-15;0;270;2415;2;8617;1288;0;0.45;0;0.45;0;-0.77;3998;2937;0;0;24.7;0.05;0;2781500;1198499;781;198;46.91;9.82;781500;198500;"781500_198500"
7171;2013-06-12;0;300;2416;3;8617;1288;0;0.45;0;0.45;0;-0.77;3998;2937;0;0;24.7;0.05;0;2781500;1198499;781;198;46.91;9.82;781500;198500;"781500_198500"
7172;2014-04-16;0;235;6104;1;86687;1258;0;0.04;0;0.56;0;-0.27;1529;7497;0;0;12.4;0.03;0;2786500;1194499;786;194;46.88;9.89;786500;194500;"786500_194500"
7172;2014-05-07;0;235;6108;2;86687;1258;0;0.04;0;0.56;0;-0.27;1529;7497;0;0;12.4;0.03;0;2786500;1194499;786;194;46.88;9.89;786500;194500;"786500_194500"
7172;2014-06-04;0;240;6110;3;86687;1258;0;0.04;0;0.56;0;-0.27;1529;7497;0;0;12.4;0.03;0;2786500;1194499;786;194;46.88;9.89;786500;194500;"786500_194500"
7173;2015-05-13;0;285;8910;1;5450;1750;0;0.4;0;0.32;0.01;-0.34;4311;28;0.01;429;23.7;0.19;0;2787500;1198499;787;198;46.91;9.9;787500;198500;"787500_198500"
7173;2015-06-03;0;305;9192;2;5450;1750;0;0.4;0;0.32;0.01;-0.34;4311;28;0.01;429;23.7;0.19;0;2787500;1198499;787;198;46.91;9.9;787500;198500;"787500_198500"
7173;2015-06-17;0;315;9195;3;5450;1750;0;0.4;0;0.32;0.01;-0.34;4311;28;0.01;429;23.7;0.19;0;2787500;1198499;787;198;46.91;9.9;787500;198500;"787500_198500"
7174;2016-05-11;1;210;12706;1;22537;1442;0;0.2;0;0.61;0;-0.11;2386;5171;0;0;18.2;0.05;9620;2780500;1204499;780;204;46.97;9.81;780500;204500;"780500_204500"
7174;2016-06-22;0;250;12731;2;22537;1442;0;0.2;0;0.61;0;-0.11;2386;5171;0;0;18.2;0.05;9620;2780500;1204499;780;204;46.97;9.81;780500;204500;"780500_204500"
7174;2016-07-01;0;246;12734;3;22537;1442;0;0.2;0;0.61;0;-0.11;2386;5171;0;0;18.2;0.05;9620;2780500;1204499;780;204;46.97;9.81;780500;204500;"780500_204500"
7175;2016-07-06;0;270;12929;1;1032;2099;0;0;0;0.85;0;0.56;2017;1;0.01;0;20.8;0.14;3481;2782500;1201499;782;201;46.94;9.84;782500;201500;"782500_201500"
7175;2016-07-17;0;165;12938;2;1032;2099;0;0;0;0.85;0;0.56;2017;1;0.01;0;20.8;0.14;3481;2782500;1201499;782;201;46.94;9.84;782500;201500;"782500_201500"
7176;2015-05-11;0;182;9462;1;3939;1780;0;0.06;0;0.74;0;-0.22;3005;1178;0;0;24.4;0.18;0;2783500;1204499;783;204;46.97;9.85;783500;204500;"783500_204500"
7176;2015-06-12;0;240;9468;2;3939;1780;0;0.06;0;0.74;0;-0.22;3005;1178;0;0;24.4;0.18;0;2783500;1204499;783;204;46.97;9.85;783500;204500;"783500_204500"
7176;2015-06-27;0;225;9478;3;3939;1780;0;0.06;0;0.74;0;-0.22;3005;1178;0;0;24.4;0.18;0;2783500;1204499;783;204;46.97;9.85;783500;204500;"783500_204500"
7177;2013-06-18;0;229;3561;1;3194;1966;0;0;0;0.92;0;-0.5;4461;3491;0;116;20.3;0.02;0;2783500;1208499;783;208;47;9.85;783500;208500;"783500_208500"
7177;2013-07-06;0;222;3562;2;3194;1966;0;0;0;0.92;0;-0.5;4461;3491;0;116;20.3;0.02;0;2783500;1208499;783;208;47;9.85;783500;208500;"783500_208500"
7179;2014-06-06;0;310;5940;1;81;2194;0;0.21;0;0.57;0;-0.51;2659;0;0.04;0;26.7;0.18;0;2798500;1134499;798;134;46.33;10.02;798500;134500;"798500_134500"
7179;2014-06-20;0;300;5947;2;81;2194;0;0.21;0;0.57;0;-0.51;2659;0;0.04;0;26.7;0.18;0;2798500;1134499;798;134;46.33;10.02;798500;134500;"798500_134500"
7179;2014-07-07;0;315;6631;3;81;2194;0;0.21;0;0.57;0;-0.51;2659;0;0.04;0;26.7;0.18;0;2798500;1134499;798;134;46.33;10.02;798500;134500;"798500_134500"
7180;2014-06-03;0;270;5943;1;1882;1865;0;0.55;0;0.27;0;-0.16;4537;8;0.02;0;26.9;0.13;22004;2799500;1131499;799;131;46.31;10.03;799500;131500;"799500_131500"
7180;2014-06-13;0;305;5946;2;1882;1865;0;0.55;0;0.27;0;-0.16;4537;8;0.02;0;26.9;0.13;22004;2799500;1131499;799;131;46.31;10.03;799500;131500;"799500_131500"
7180;2014-07-11;0;300;6629;3;1882;1865;0;0.55;0;0.27;0;-0.16;4537;8;0.02;0;26.9;0.13;22004;2799500;1131499;799;131;46.31;10.03;799500;131500;"799500_131500"
7181;2013-05-11;0;325;833;1;1255;1902;0;0.36;0;0.14;0;0.17;5734;4612;0.02;2317;13.6;0.21;0;2791500;1148499;791;148;46.46;9.93;791500;148500;"791500_148500"
7181;2013-05-26;0;275;977;2;1255;1902;0;0.36;0;0.14;0;0.17;5734;4612;0.02;2317;13.6;0.21;0;2791500;1148499;791;148;46.46;9.93;791500;148500;"791500_148500"
7181;2013-06-03;0;272;1210;3;1255;1902;0;0.36;0;0.14;0;0.17;5734;4612;0.02;2317;13.6;0.21;0;2791500;1148499;791;148;46.46;9.93;791500;148500;"791500_148500"
7182;2015-06-05;0;253;8467;1;0;2442;0;0;0;0.85;0;-0.06;2819;0;0.1;639;19.7;0.02;12523;2799500;1144499;799;144;46.42;10.03;799500;144500;"799500_144500"
7182;2015-06-19;0;225;9050;2;0;2442;0;0;0;0.85;0;-0.06;2819;0;0.1;639;19.7;0.02;12523;2799500;1144499;799;144;46.42;10.03;799500;144500;"799500_144500"
7183;2013-05-31;0;205;3381;1;349;2074;0;0.26;0;0.26;0;0.13;2882;0;0.15;0;31.7;0.3;0;2794500;1158499;794;158;46.55;9.98;794500;158500;"794500_158500"
7183;2013-06-16;0;300;3382;2;349;2074;0;0.26;0;0.26;0;0.13;2882;0;0.15;0;31.7;0.3;0;2794500;1158499;794;158;46.55;9.98;794500;158500;"794500_158500"
7183;2013-07-06;0;305;3383;3;349;2074;0;0.26;0;0.26;0;0.13;2882;0;0.15;0;31.7;0.3;0;2794500;1158499;794;158;46.55;9.98;794500;158500;"794500_158500"
7184;2014-06-21;0;285;6674;1;388;2351;0;0;0;0.83;0;-0.33;1431;0;0.02;0;23;0.15;0;2797500;1154499;797;154;46.51;10.01;797500;154500;"797500_154500"
7184;2014-07-15;0;250;6687;2;388;2351;0;0;0;0.83;0;-0.33;1431;0;0.02;0;23;0.15;0;2797500;1154499;797;154;46.51;10.01;797500;154500;"797500_154500"
7185;2013-05-01;0;245;810;1;17253;1715;0;0.1;0;0.55;0;-0.41;2713;5929;0;1214;10.3;0.08;0;2792500;1163499;792;163;46.6;9.95;792500;163500;"792500_163500"
7185;2013-05-14;0;297;837;2;17253;1715;0;0.1;0;0.55;0;-0.41;2713;5929;0;1214;10.3;0.08;0;2792500;1163499;792;163;46.6;9.95;792500;163500;"792500_163500"
7185;2013-05-25;0;259;985;3;17253;1715;0;0.1;0;0.55;0;-0.41;2713;5929;0;1214;10.3;0.08;0;2792500;1163499;792;163;46.6;9.95;792500;163500;"792500_163500"
7186;2013-05-15;0;292;855;1;82;2182;0;0.28;0;0.28;0;-0.3;2205;11;0.1;0;26.7;0.32;0;2799500;1162499;799;162;46.58;10.04;799500;162500;"799500_162500"
7186;2013-06-10;0;275;1514;2;82;2182;0;0.28;0;0.28;0;-0.3;2205;11;0.1;0;26.7;0.32;0;2799500;1162499;799;162;46.58;10.04;799500;162500;"799500_162500"
7186;2013-06-15;0;227;2216;3;82;2182;0;0.28;0;0.28;0;-0.3;2205;11;0.1;0;26.7;0.32;0;2799500;1162499;799;162;46.58;10.04;799500;162500;"799500_162500"
7187;2013-06-23;0;300;3828;1;0;2296;0;0;0;0.86;0;0.14;3301;0;0.05;0;28.1;0.06;1013;2794500;1177499;794;177;46.72;9.98;794500;177500;"794500_177500"
7187;2013-06-30;0;275;3830;2;0;2296;0;0;0;0.86;0;0.14;3301;0;0.05;0;28.1;0.06;1013;2794500;1177499;794;177;46.72;9.98;794500;177500;"794500_177500"
7188;2015-05-12;0;305;10097;1;12066;1679;0;0.13;0;0.66;0;-0.37;2454;3146;0.02;0;18.6;0.09;0;2798500;1170499;798;170;46.66;10.03;798500;170500;"798500_170500"
7188;2015-05-31;0;325;10105;2;12066;1679;0;0.13;0;0.66;0;-0.37;2454;3146;0.02;0;18.6;0.09;0;2798500;1170499;798;170;46.66;10.03;798500;170500;"798500_170500"
7188;2015-06-18;0;335;10107;3;12066;1679;0;0.13;0;0.66;0;-0.37;2454;3146;0.02;0;18.6;0.09;0;2798500;1170499;798;170;46.66;10.03;798500;170500;"798500_170500"
7189;2015-05-10;0;267;9542;1;1050;1816;0;0.44;0;0.33;0;-0.68;30;183;0;0;26.3;0.21;0;2799500;1172499;799;172;46.67;10.05;799500;172500;"799500_172500"
7189;2015-05-24;0;266;9546;2;1050;1816;0;0.44;0;0.33;0;-0.68;30;183;0;0;26.3;0.21;0;2799500;1172499;799;172;46.67;10.05;799500;172500;"799500_172500"
7189;2015-06-21;0;322;9552;3;1050;1816;0;0.44;0;0.33;0;-0.68;30;183;0;0;26.3;0.21;0;2799500;1172499;799;172;46.67;10.05;799500;172500;"799500_172500"
7190;2013-06-30;0;330;3416;1;638;2040;0;0.01;0;0.76;0;-0.01;2932;5;0.03;0;23;0.15;20865;2794500;1187499;794;187;46.81;9.99;794500;187500;"794500_187500"
7190;2013-07-21;0;270;3417;2;638;2040;0;0.01;0;0.76;0;-0.01;2932;5;0.03;0;23;0.15;20865;2794500;1187499;794;187;46.81;9.99;794500;187500;"794500_187500"
7191;2013-06-01;0;300;3418;1;1423;1951;0;0.6;0;0.28;0;-0.38;2814;1129;0.01;178;27.7;0.08;12399;2797500;1181499;797;181;46.76;10.02;797500;181500;"797500_181500"
7191;2013-06-29;0;270;3419;2;1423;1951;0;0.6;0;0.28;0;-0.38;2814;1129;0.01;178;27.7;0.08;12399;2797500;1181499;797;181;46.76;10.02;797500;181500;"797500_181500"
7191;2013-07-20;0;270;3420;3;1423;1951;0;0.6;0;0.28;0;-0.38;2814;1129;0.01;178;27.7;0.08;12399;2797500;1181499;797;181;46.76;10.02;797500;181500;"797500_181500"
7192;2015-05-10;0;275;10635;1;101;1675;0;0.4;0;0.31;0;-0.83;1483;0;0.01;0;31.2;0.28;0;2791500;1193499;791;193;46.87;9.95;791500;193500;"791500_193500"
7192;2015-05-30;0;260;10638;2;101;1675;0;0.4;0;0.31;0;-0.83;1483;0;0.01;0;31.2;0.28;0;2791500;1193499;791;193;46.87;9.95;791500;193500;"791500_193500"
7192;2015-06-25;0;260;10639;3;101;1675;0;0.4;0;0.31;0;-0.83;1483;0;0.01;0;31.2;0.28;0;2791500;1193499;791;193;46.87;9.95;791500;193500;"791500_193500"
7193;2015-06-26;0;240;9292;1;0;2363;0;0;0;0.61;0;0.57;3455;0;0.39;68;25.2;0;0;2793500;1195499;793;195;46.88;9.98;793500;195500;"793500_195500"
7193;2015-07-07;0;240;9737;2;0;2363;0;0;0;0.61;0;0.57;3455;0;0.39;68;25.2;0;0;2793500;1195499;793;195;46.88;9.98;793500;195500;"793500_195500"
7194;2015-04-23;0;200;9784;1;17924;949;0;0.37;0;0.36;0;-0.57;1876;6469;0.02;0;21.4;0.08;0;2806500;1127499;806;127;46.27;10.12;806500;127500;"806500_127500"
7194;2015-05-29;0;220;9820;2;17924;949;0;0.37;0;0.36;0;-0.57;1876;6469;0.02;0;21.4;0.08;0;2806500;1127499;806;127;46.27;10.12;806500;127500;"806500_127500"
7194;2015-06-04;0;210;9823;3;17924;949;0;0.37;0;0.36;0;-0.57;1876;6469;0.02;0;21.4;0.08;0;2806500;1127499;806;127;46.27;10.12;806500;127500;"806500_127500"
7196;2013-05-22;0;210;1944;1;5896;1783;0;0.63;0;0.26;0;-0.51;2443;1020;0;102;17.1;0.02;0;2800500;1138499;800;138;46.37;10.04;800500;138500;"800500_138500"
7196;2013-06-04;0;285;1945;2;5896;1783;0;0.63;0;0.26;0;-0.51;2443;1020;0;102;17.1;0.02;0;2800500;1138499;800;138;46.37;10.04;800500;138500;"800500_138500"
7196;2013-06-13;0;255;1946;3;5896;1783;0;0.63;0;0.26;0;-0.51;2443;1020;0;102;17.1;0.02;0;2800500;1138499;800;138;46.37;10.04;800500;138500;"800500_138500"
7197;2013-04-25;0;240;1937;1;20589;1210;0.02;0.36;0;0.35;0;-0.4;2354;5160;0;0;25.3;0.11;0;2802500;1133499;802;133;46.32;10.07;802500;133500;"802500_133500"
7197;2013-06-03;0;270;1938;2;20589;1210;0.02;0.36;0;0.35;0;-0.4;2354;5160;0;0;25.3;0.11;0;2802500;1133499;802;133;46.32;10.07;802500;133500;"802500_133500"
7197;2013-06-12;0;300;1939;3;20589;1210;0.02;0.36;0;0.35;0;-0.4;2354;5160;0;0;25.3;0.11;0;2802500;1133499;802;133;46.32;10.07;802500;133500;"802500_133500"
7198;2015-04-24;0;200;9787;1;30630;980;0.19;0.15;0;0.31;0.07;-0.17;3751;6149;0;563;6.7;0.04;0;2803500;1130499;803;130;46.3;10.08;803500;130500;"803500_130500"
7198;2015-06-02;0;195;9803;2;30630;980;0.19;0.15;0;0.31;0.07;-0.17;3751;6149;0;563;6.7;0.04;0;2803500;1130499;803;130;46.3;10.08;803500;130500;"803500_130500"
7198;2015-06-05;0;215;9831;3;30630;980;0.19;0.15;0;0.31;0.07;-0.17;3751;6149;0;563;6.7;0.04;0;2803500;1130499;803;130;46.3;10.08;803500;130500;"803500_130500"
7199;2014-06-10;0;305;5941;1;110;2073;0;0.4;0;0.32;0;-0.12;2539;3;0.03;0;26;0.24;0;2804500;1138499;804;138;46.37;10.1;804500;138500;"804500_138500"
7199;2014-06-25;0;290;5949;2;110;2073;0;0.4;0;0.32;0;-0.12;2539;3;0.03;0;26;0.24;0;2804500;1138499;804;138;46.37;10.1;804500;138500;"804500_138500"
7199;2014-07-09;0;275;6630;3;110;2073;0;0.4;0;0.32;0;-0.12;2539;3;0.03;0;26;0.24;0;2804500;1138499;804;138;46.37;10.1;804500;138500;"804500_138500"
7200;2013-05-27;0;210;3474;1;2739;1987;0;0.42;0;0.28;0;0.23;2212;835;0.03;223;18.7;0.23;16020;2801500;1142499;801;142;46.4;10.06;801500;142500;"801500_142500"
7200;2013-06-12;0;225;3475;2;2739;1987;0;0.42;0;0.28;0;0.23;2212;835;0.03;223;18.7;0.23;16020;2801500;1142499;801;142;46.4;10.06;801500;142500;"801500_142500"
7200;2013-07-10;0;225;3477;3;2739;1987;0;0.42;0;0.28;0;0.23;2212;835;0.03;223;18.7;0.23;16020;2801500;1142499;801;142;46.4;10.06;801500;142500;"801500_142500"
7201;2016-05-09;0;285;11611;1;1166;2112;0;0.6;0;0.23;0.03;-0.6;2197;337;0.03;866;19.7;0.11;0;2806500;1142499;806;142;46.4;10.12;806500;142500;"806500_142500"
7201;2016-06-07;0;330;12571;2;1166;2112;0;0.6;0;0.23;0.03;-0.6;2197;337;0.03;866;19.7;0.11;0;2806500;1142499;806;142;46.4;10.12;806500;142500;"806500_142500"
7201;2016-07-08;0;300;12998;3;1166;2112;0;0.6;0;0.23;0.03;-0.6;2197;337;0.03;866;19.7;0.11;0;2806500;1142499;806;142;46.4;10.12;806500;142500;"806500_142500"
7203;2013-06-05;0;220;3626;1;190;2052;0;0.47;0;0.31;0;0.55;2873;0;0.03;0;30.6;0.15;0;2800500;1164499;800;164;46.6;10.06;800500;164500;"800500_164500"
7203;2013-06-20;0;220;3632;2;190;2052;0;0.47;0;0.31;0;0.55;2873;0;0.03;0;30.6;0.15;0;2800500;1164499;800;164;46.6;10.06;800500;164500;"800500_164500"
7203;2013-07-06;0;275;3633;3;190;2052;0;0.47;0;0.31;0;0.55;2873;0;0.03;0;30.6;0.15;0;2800500;1164499;800;164;46.6;10.06;800500;164500;"800500_164500"
7204;2013-06-09;0;220;3639;1;0;1746;0;0.8;0;0.02;0;-0.07;3676;0;0.02;0;23.5;0.12;0;2809500;1169499;809;169;46.64;10.18;809500;169500;"809500_169500"
7204;2013-06-23;0;230;3640;2;0;1746;0;0.8;0;0.02;0;-0.07;3676;0;0.02;0;23.5;0.12;0;2809500;1169499;809;169;46.64;10.18;809500;169500;"809500_169500"
7204;2013-07-06;0;265;3641;3;0;1746;0;0.8;0;0.02;0;-0.07;3676;0;0.02;0;23.5;0.12;0;2809500;1169499;809;169;46.64;10.18;809500;169500;"809500_169500"
7204;2014-05-30;0;255;6572;4;0;1746;0;0.8;0;0.02;0;-0.07;3676;0;0.02;0;23.5;0.12;0;2809500;1169499;809;169;46.64;10.18;809500;169500;"809500_169500"
7204;2014-06-14;0;255;6573;5;0;1746;0;0.8;0;0.02;0;-0.07;3676;0;0.02;0;23.5;0.12;0;2809500;1169499;809;169;46.64;10.18;809500;169500;"809500_169500"
7204;2014-07-11;0;190;6574;6;0;1746;0;0.8;0;0.02;0;-0.07;3676;0;0.02;0;23.5;0.12;0;2809500;1169499;809;169;46.64;10.18;809500;169500;"809500_169500"
7205;2013-06-09;0;240;2556;1;103;2323;0;0.08;0;0.68;0;0.46;1738;0;0.13;0;28.4;0.11;0;2800500;1176499;800;176;46.71;10.06;800500;176500;"800500_176500"
7205;2013-06-30;0;215;2557;2;103;2323;0;0.08;0;0.68;0;0.46;1738;0;0.13;0;28.4;0.11;0;2800500;1176499;800;176;46.71;10.06;800500;176500;"800500_176500"
7206;2013-05-12;0;210;2516;1;1054;1581;0;0.46;0;0.33;0;-0.4;1764;1352;0.01;0;21;0.11;0;2801500;1173499;801;173;46.68;10.07;801500;173500;"801500_173500"
7206;2013-06-08;0;210;2517;2;1054;1581;0;0.46;0;0.33;0;-0.4;1764;1352;0.01;0;21;0.11;0;2801500;1173499;801;173;46.68;10.07;801500;173500;"801500_173500"
7206;2013-06-22;0;235;2519;3;1054;1581;0;0.46;0;0.33;0;-0.4;1764;1352;0.01;0;21;0.11;0;2801500;1173499;801;173;46.68;10.07;801500;173500;"801500_173500"
7207;2014-05-18;0;237;6240;1;123;2138;0;0.54;0;0.29;0;-0.37;2149;0;0.02;0;30.6;0.14;0;2804500;1176499;804;176;46.71;10.11;804500;176500;"804500_176500"
7207;2014-06-07;0;265;6252;2;123;2138;0;0.54;0;0.29;0;-0.37;2149;0;0.02;0;30.6;0.14;0;2804500;1176499;804;176;46.71;10.11;804500;176500;"804500_176500"
7207;2014-06-20;0;260;6264;3;123;2138;0;0.54;0;0.29;0;-0.37;2149;0;0.02;0;30.6;0.14;0;2804500;1176499;804;176;46.71;10.11;804500;176500;"804500_176500"
7208;2015-06-05;0;420;9508;1;72;2195;0;0;0;0.65;0;-0.25;3775;8;0.05;0;28.3;0.27;0;2802500;1187499;802;187;46.81;10.09;802500;187500;"802500_187500"
7208;2015-07-11;0;375;10377;2;72;2195;0;0;0;0.65;0;-0.25;3775;8;0.05;0;28.3;0.27;0;2802500;1187499;802;187;46.81;10.09;802500;187500;"802500_187500"
7209;2015-05-09;0;240;9335;1;260;1442;0;0.16;0;0.66;0;-0.17;2327;3132;0.01;0;16.2;0.13;0;2805500;1183499;805;183;46.77;10.13;805500;183500;"805500_183500"
7209;2015-05-25;0;255;9355;2;260;1442;0;0.16;0;0.66;0;-0.17;2327;3132;0.01;0;16.2;0.13;0;2805500;1183499;805;183;46.77;10.13;805500;183500;"805500_183500"
7209;2015-06-07;0;253;9377;3;260;1442;0;0.16;0;0.66;0;-0.17;2327;3132;0.01;0;16.2;0.13;0;2805500;1183499;805;183;46.77;10.13;805500;183500;"805500_183500"
7210;2015-06-11;0;360;9507;1;347;2341;0;0;0;0.58;0.02;-0.78;697;0;0.09;541;20.7;0.3;0;2808500;1186499;808;186;46.8;10.17;808500;186500;"808500_186500"
7210;2015-07-06;0;325;10378;2;347;2341;0;0;0;0.58;0.02;-0.78;697;0;0.09;541;20.7;0.3;0;2808500;1186499;808;186;46.8;10.17;808500;186500;"808500_186500"
7211;2015-04-25;0;305;7644;1;2139;1642;0;0.26;0;0.59;0;-0.9;1132;2651;0;0;21.9;0.11;0;2809500;1184499;809;184;46.78;10.18;809500;184500;"809500_184500"
7211;2015-05-19;0;323;7969;2;2139;1642;0;0.26;0;0.59;0;-0.9;1132;2651;0;0;21.9;0.11;0;2809500;1184499;809;184;46.78;10.18;809500;184500;"809500_184500"
7211;2015-05-28;0;319;8139;3;2139;1642;0;0.26;0;0.59;0;-0.9;1132;2651;0;0;21.9;0.11;0;2809500;1184499;809;184;46.78;10.18;809500;184500;"809500_184500"
7212;2016-05-27;0;235;12589;1;83;2328;0;0;0;0.99;0;0.25;1614;0;0.01;0;8.3;0;9685;2816500;1166499;816;166;46.61;10.27;816500;166500;"816500_166500"
7212;2016-06-13;0;210;12594;2;83;2328;0;0;0;0.99;0;0.25;1614;0;0.01;0;8.3;0;9685;2816500;1166499;816;166;46.61;10.27;816500;166500;"816500_166500"
7213;2016-05-25;0;165;12648;1;122;2138;0;0.64;0;0.16;0;-0.66;0;727;0.03;0;19.4;0.17;0;2819500;1169499;819;169;46.64;10.31;819500;169500;"819500_169500"
7213;2016-06-14;0;225;12655;2;122;2138;0;0.64;0;0.16;0;-0.66;0;727;0.03;0;19.4;0.17;0;2819500;1169499;819;169;46.64;10.31;819500;169500;"819500_169500"
7213;2016-06-23;0;190;12660;3;122;2138;0;0.64;0;0.16;0;-0.66;0;727;0.03;0;19.4;0.17;0;2819500;1169499;819;169;46.64;10.31;819500;169500;"819500_169500"
7214;2015-05-14;0;245;10031;1;0;2325;0;0.01;0;0.69;0;-0.35;3157;0;0.21;0;26.1;0.06;0;2814500;1173499;814;173;46.68;10.24;814500;173500;"814500_173500"
7214;2015-06-27;0;254;10032;2;0;2325;0;0.01;0;0.69;0;-0.35;3157;0;0.21;0;26.1;0.06;0;2814500;1173499;814;173;46.68;10.24;814500;173500;"814500_173500"
7215;2016-05-18;0;260;12588;1;709;2132;0;0.12;0;0.29;0;0.08;1146;0;0.27;0;25.6;0.28;0;2814500;1177499;814;177;46.71;10.24;814500;177500;"814500_177500"
7215;2016-05-25;0;230;12595;2;709;2132;0;0.12;0;0.29;0;0.08;1146;0;0.27;0;25.6;0.28;0;2814500;1177499;814;177;46.71;10.24;814500;177500;"814500_177500"
7215;2016-06-05;0;185;12599;3;709;2132;0;0.12;0;0.29;0;0.08;1146;0;0.27;0;25.6;0.28;0;2814500;1177499;814;177;46.71;10.24;814500;177500;"814500_177500"
7216;2015-05-13;0;195;10115;1;0;2129;0;0.66;0;0.08;0;-0.27;1052;407;0.13;0;23.8;0.11;0;2817500;1170499;817;170;46.65;10.28;817500;170500;"817500_170500"
7216;2015-06-04;0;270;10117;2;0;2129;0;0.66;0;0.08;0;-0.27;1052;407;0.13;0;23.8;0.11;0;2817500;1170499;817;170;46.65;10.28;817500;170500;"817500_170500"
7216;2015-06-24;0;190;10119;3;0;2129;0;0.66;0;0.08;0;-0.27;1052;407;0.13;0;23.8;0.11;0;2817500;1170499;817;170;46.65;10.28;817500;170500;"817500_170500"
7217;2015-05-08;0;210;9559;1;18128;1538;0;0.07;0;0.73;0;-0.63;0;3017;0;210;17;0.06;0;2811500;1184499;811;184;46.78;10.21;811500;184500;"811500_184500"
7217;2015-05-28;0;180;9560;2;18128;1538;0;0.07;0;0.73;0;-0.63;0;3017;0;210;17;0.06;0;2811500;1184499;811;184;46.78;10.21;811500;184500;"811500_184500"
7217;2015-06-10;0;180;9561;3;18128;1538;0;0.07;0;0.73;0;-0.63;0;3017;0;210;17;0.06;0;2811500;1184499;811;184;46.78;10.21;811500;184500;"811500_184500"
7218;2014-06-22;0;480;6575;1;0;2237;0;0.08;0;0.59;0;0.11;0;0;0.15;0;31.6;0.18;0;2812500;1181499;812;181;46.75;10.22;812500;181500;"812500_181500"
7218;2014-06-26;0;300;6576;2;0;2237;0;0.08;0;0.59;0;0.11;0;0;0.15;0;31.6;0.18;0;2812500;1181499;812;181;46.75;10.22;812500;181500;"812500_181500"
7218;2014-07-06;0;300;6577;3;0;2237;0;0.08;0;0.59;0;0.11;0;0;0.15;0;31.6;0.18;0;2812500;1181499;812;181;46.75;10.22;812500;181500;"812500_181500"
7219;2014-05-09;0;240;5723;1;483;1937;0;0.39;0;0.56;0;-0.92;3071;1598;0;0;21.8;0.04;0;2815500;1187499;815;187;46.8;10.26;815500;187500;"815500_187500"
7219;2014-05-30;0;270;5736;2;483;1937;0;0.39;0;0.56;0;-0.92;3071;1598;0;0;21.8;0.04;0;2815500;1187499;815;187;46.8;10.26;815500;187500;"815500_187500"
7219;2014-06-17;0;255;5757;3;483;1937;0;0.39;0;0.56;0;-0.92;3071;1598;0;0;21.8;0.04;0;2815500;1187499;815;187;46.8;10.26;815500;187500;"815500_187500"
7220;2015-05-07;0;240;9543;1;7071;1231;0.11;0.06;0;0.39;0.02;-0.51;2409;5477;0;1256;15.7;0.27;2315;2819500;1187499;819;187;46.8;10.31;819500;187500;"819500_187500"
7220;2015-06-09;0;240;9549;2;7071;1231;0.11;0.06;0;0.39;0.02;-0.51;2409;5477;0;1256;15.7;0.27;2315;2819500;1187499;819;187;46.8;10.31;819500;187500;"819500_187500"
7220;2015-06-17;0;269;9558;3;7071;1231;0.11;0.06;0;0.39;0.02;-0.51;2409;5477;0;1256;15.7;0.27;2315;2819500;1187499;819;187;46.8;10.31;819500;187500;"819500_187500"
7221;2016-06-12;0;210;12179;1;971;2146;0;0;0;0.87;0;-0.19;2588;66;0.02;0;26.4;0.09;0;2810500;1190499;810;190;46.83;10.2;810500;190500;"810500_190500"
7221;2016-07-04;0;180;12672;2;971;2146;0;0;0;0.87;0;-0.19;2588;66;0.02;0;26.4;0.09;0;2810500;1190499;810;190;46.83;10.2;810500;190500;"810500_190500"
7222;2013-06-18;0;480;3216;1;473;2147;0;0;0;0.98;0;-0.44;6152;0;0.01;0;18.6;0;83850;2818500;1190499;818;190;46.83;10.3;818500;190500;"818500_190500"
7222;2013-07-06;0;360;3217;2;473;2147;0;0;0;0.98;0;-0.44;6152;0;0.01;0;18.6;0;83850;2818500;1190499;818;190;46.83;10.3;818500;190500;"818500_190500"
7223;2014-05-29;0;180;6555;1;389;2050;0;0.1;0;0.72;0;-0.44;3152;389;0.02;0;23.6;0.08;0;2818500;1195499;818;195;46.87;10.31;818500;195500;"818500_195500"
