date;from.shelf;to.shelf;jar;reset_Y_N;clone;trt;block;babies;juv;adult_non;adult_egg;sticky;pH;cond;Total_population;egg_sum;egg1;egg2;egg3;egg4;egg5;egg6;egg7;egg8;egg9;egg10;egg11;egg12;egg13;egg14;egg15;egg16;egg17;egg18;egg19;egg20;egg21;egg22;egg23;egg24;egg25;egg26;egg27;ephippia;TOC;TN;TotalP;Na;Mg;Ca;K;chla_RFU;temp;est.temp;mgC
02.06.2017;2;2;1;1;g100;dz;1;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.51;NA
02.06.2017;3;3;2;1;g100;dr_dz;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;3;3;3;1;g100;dr;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;5;5;4;1;g100;cont;2;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;21.98;NA
02.06.2017;4;4;5;1;g100;dz;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;3;3;6;1;g100;cont;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;4;4;7;1;g100;dr;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;3;3;8;1;g100;dr_dz;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;4;4;9;1;GAR24;cont;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;5;5;10;1;GAR24;dr;2;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;21.98;NA
02.06.2017;4;4;11;1;GAR24;dr_dz;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;2;2;12;1;GAR24;dz;1;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.51;NA
02.06.2017;2;2;13;1;GAR24;cont;1;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.51;NA
02.06.2017;5;5;14;1;GAR24;dr;2;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;21.98;NA
02.06.2017;3;3;15;1;GAR24;dr_dz;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;3;3;16;1;GAR24;dz;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;3;3;17;1;GAR24;cont;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;5;5;18;1;GAR24;dr;2;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;21.98;NA
02.06.2017;3;3;19;1;GAR24;dr_dz;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;4;4;20;1;GAR24;dz;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;2;2;21;1;GAR24;cont;1;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.51;NA
02.06.2017;4;4;22;1;GAR24;dr;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;3;3;23;1;GAR24;dr_dz;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;3;3;24;1;GAR24;dz;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;4;4;25;1;g100;cont;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;3;3;26;1;g100;dr;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;4;4;27;1;g100;dr_dz;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;5;5;28;1;g100;dz;2;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;21.98;NA
02.06.2017;5;5;29;1;g100;cont;2;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;21.98;NA
02.06.2017;5;5;30;1;g100;dr;2;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;21.98;NA
02.06.2017;4;4;31;1;g100;dr_dz;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;2;2;32;1;g100;dz;1;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.51;NA
02.06.2017;4;4;33;1;g100;cont;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;3;3;34;1;g100;dr;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;4;4;35;1;g100;dr_dz;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;3;3;36;1;g100;dz;3;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.6;NA
02.06.2017;2;2;69;1;GAR24;cont;1;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.51;NA
02.06.2017;5;5;70;1;GAR24;dr;2;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;21.98;NA
02.06.2017;4;4;71;1;GAR24;dr_dz;4;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;20.61;NA
02.06.2017;5;5;72;1;GAR24;dz;2;3;0;0;0;0;NA;NA;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;1.7;19.2;20.8;12.8;34.1;3.8;NA;NA;21.98;NA
02.08.2017;4;3;13;0;GAR24;cont;1;0;0;2;1;1;NA;343;4;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;222.5;20.85;NA;1.972621215
02.08.2017;4;3;21;0;GAR24;cont;1;5;12;168;8;0;NA;353;203;10;1;1;2;1;1;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;13.5;20.85;NA;0.168574604
02.08.2017;1;4;38;0;VARE249;dr;2;2;0;2;3;1;NA;349;12;5;1;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;8.5;21.9;NA;0.125415594
02.08.2017;4;3;39;0;VARE249;dr_dz;1;0;8;10;10;1;NA;358;39;11;1;2;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;3.5;20.85;NA;0.082256584
02.08.2017;1;4;40;0;VARE249;dz;2;2;1;2;0;0;NA;343;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;138.5;21.9;NA;1.24754985
02.08.2017;1;4;43;0;VARE249;dr_dz;2;2;2;4;3;0;NA;358;20;9;3;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;1.5;21.9;NA;0.06499298
02.08.2017;1;4;45;0;VARE249;cont;2;3;5;8;0;0;NA;341;16;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;186.5;21.9;NA;1.661876344
02.08.2017;4;3;47;0;VARE249;dr_dz;1;0;2;1;1;0;NA;348;6;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;50.5;20.85;NA;0.487951277
02.08.2017;1;4;49;0;mixed;cont;2;4;6;9;4;0;NA;351;34;11;3;4;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;87.5;21.9;NA;0.807327949
02.08.2017;1;4;52;0;mixed;dz;2;0;0;1;0;0;NA;345;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;115.75;21.9;NA;1.051176355
02.08.2017;4;3;56;0;mixed;dz;1;0;0;3;0;0;NA;344;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;132.5;20.85;NA;1.195759038
02.08.2017;4;3;61;0;mixed;cont;1;13;8;1;3;0;NA;339;43;18;5;8;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;141.5;20.85;NA;1.273445256
02.08.2017;4;3;69;0;GAR24;cont;1;0;0;0;0;0;NA;342;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;119.5;20.85;NA;1.083545612
02.08.2017;1;4;70;0;GAR24;dr;2;0;0;2;0;0;NA;351;2;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;163.5;21.9;NA;1.463344899
02.08.2017;1;4;74;0;VARE249;dr;2;5;7;21;3;0;NA;346;46;10;5;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;163.5;21.9;NA;1.463344899
02.08.2017;4;3;77;0;VARE249;cont;1;0;0;0;0;0;NA;338;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;171.5;20.85;NA;1.532399315
02.08.2017;4;3;81;0;algae_only;dz;1;NA;NA;NA;NA;NA;NA;353;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;52.5;20.85;NA;0.505214881
02.08.2017;1;4;84;0;algae_only;dz;2;NA;NA;NA;NA;0;NA;354;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;79.5;21.9;NA;0.738273534
02.08.2017;1;4;85;0;algae_only;dz;2;NA;NA;NA;NA;0;NA;355;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;60.5;21.9;NA;0.574269296
02.08.2017;4;3;86;0;algae_only;dr;1;NA;NA;NA;NA;NA;NA;353;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;30.5;20.85;NA;0.315315237
02.08.2017;1;4;89;0;algae_only;dr;2;NA;NA;NA;NA;0;NA;356;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;78.5;21.9;NA;0.729641732
02.08.2017;4;3;91;0;algae_only;dr_dz;1;NA;NA;NA;NA;NA;NA;356;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;48.5;20.85;NA;0.470687673
02.08.2017;4;3;95;0;algae_only;dr_dz;1;NA;NA;NA;NA;NA;NA;354;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;51.5;20.85;NA;0.496583079
02.08.2017;1;4;96;0;algae_only;cont;2;NA;NA;NA;NA;0;NA;357;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;42.5;21.9;NA;0.418896861
02.08.2017;1;4;99;0;algae_only;cont;2;NA;NA;NA;NA;0;NA;359;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;29.75;21.9;NA;0.308841386
02.08.2017;4;3;100;0;algae_only;cont;1;NA;NA;NA;NA;NA;NA;352;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;NA;NA;NA;NA;55.5;20.85;NA;0.531110286
04.08.2017;2;1;3;0;g100;dr;3;3;3;6;2;1;NA;358;17;3;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.9;<0.5;4.8;21.1;13.2;27.7;3.8;52.75;20.74;NA;0.507372831
04.08.2017;2;1;15;0;GAR24;dr_dz;3;0;0;3;0;1;NA;371;3;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.7;1.7;5.1;21.1;13;29.8;4;8.75;20.74;NA;0.127573544
04.08.2017;2;1;16;0;GAR24;dz;3;0;0;0;0;0;NA;355;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.4;<0.5;4.5;20.8;13.8;29.1;3.7;197.75;20.74;NA;1.758984116
04.08.2017;2;1;17;0;GAR24;cont;3;0;54;90;5;0;NA;363;162;13;5;3;2;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.5;1.2;3;20.7;12.8;28.1;3.7;53.75;20.74;NA;0.516004633
04.08.2017;2;1;19;0;GAR24;dr_dz;3;0;0;0;0;0;NA;366;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.5;1.7;6.3;20.7;12.8;29.2;3.8;6.75;20.74;NA;0.110309941
04.08.2017;2;1;23;0;GAR24;dr_dz;3;0;0;1;0;0;NA;369;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.5;1.5;6.1;20.7;12.8;29.7;4.1;17.75;20.74;NA;0.205259762
04.08.2017;2;1;24;0;GAR24;dz;3;0;0;0;0;0;NA;349;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;<0.5;4.8;20.6;12.8;27.5;3.7;187.75;20.74;NA;1.672666097
04.08.2017;2;1;26;0;g100;dr;3;3;19;45;5;0;NA;352;78;6;1;1;1;1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;<0.5;3.4;21.1;13.1;28;3.8;143.75;20.74;NA;1.29286681
04.08.2017;2;1;36;0;g100;dz;3;1;2;3;2;0;NA;350;10;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;<0.5;5.8;20.9;13;27.8;3.7;164.75;20.74;NA;1.474134651
04.08.2017;2;1;37;0;VARE249;cont;3;0;0;0;3;1;NA;346;9;6;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.6;<0.5;3.2;21;13;28.2;3.8;90.75;20.74;NA;0.835381306
04.08.2017;2;1;63;0;mixed;dr_dz;3;0;6;13;0;0;NA;376;19;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;1.5;5.1;21.1;13;30.3;3.9;3.75;20.74;NA;0.084414535
04.08.2017;2;1;65;0;mixed;dz;3;0;0;0;0;0;NA;347;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.4;<0.5;4;20.2;12.6;27;3.5;182.75;20.74;NA;1.629507087
04.08.2017;2;1;76;0;VARE249;dz;3;0;0;0;0;1;NA;344;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.8;<0.5;4.8;21.2;13.1;26.5;3.7;110.75;20.74;NA;1.008017345
04.08.2017;2;1;80;0;VARE249;dz;3;1;1;3;3;1;NA;345;14;6;1;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.1;<0.5;7.5;20.8;13;28.5;3.5;126.75;20.74;NA;1.146126177
04.08.2017;2;1;83;0;algae_only;dz;3;NA;NA;NA;NA;0;NA;358;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.6;<0.5;11.4;21.7;13.4;28.5;3.8;56.75;20.74;NA;0.541900039
04.08.2017;2;1;87;0;algae_only;dr;3;NA;NA;NA;NA;0;NA;357;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.2;<0.5;10;21.8;13.4;29.2;3.8;41.75;20.74;NA;0.412423009
